Trace Name,Result Code,Fixpoint (ms),Termination (ms),Nontermination (ms),TOTAL (ms),pasttel (ms),PaSTTeL Status,Stem Size,Loop Size,Total Size Trace,Algo
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+[]+d.bpl/lasso_trace_1.txt,NONTERMINATING,"7,88",-,-,"7,88",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+[]b-.bpl/lasso_trace_1.txt,NONTERMINATING,"3,72",-,-,"3,72",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+[]b.bpl/lasso_trace_1.txt,NONTERMINATING,"8,04",-,-,"8,04",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+[]b[.bpl/lasso_trace_1.txt,NONTERMINATING,"4,26",-,-,"4,26",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+[]b+.bpl/lasso_trace_1.txt,NONTERMINATING,"6,88",-,-,"6,88",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+[]bb.bpl/lasso_trace_1.txt,NONTERMINATING,"3,15",-,-,"3,15",3,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+[]bd.bpl/lasso_trace_1.txt,NONTERMINATING,"5,14",-,-,"5,14",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+[]d-.bpl/lasso_trace_1.txt,NONTERMINATING,"3,9",-,-,"3,9",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+[]d.bpl/lasso_trace_1.txt,NONTERMINATING,"4,42",-,-,"4,42",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+[]d[.bpl/lasso_trace_1.txt,NONTERMINATING,"4,31",-,-,"4,31",3,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+[]d+.bpl/lasso_trace_1.txt,NONTERMINATING,"5,46",-,-,"5,46",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+[]db.bpl/lasso_trace_1.txt,NONTERMINATING,"4,81",-,-,"4,81",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+[]dd.bpl/lasso_trace_1.txt,NONTERMINATING,"4,09",-,-,"4,09",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+[+-.bpl/lasso_trace_1.txt,NONTERMINATING,"4,31",-,-,"4,31",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+[+-[.bpl/lasso_trace_2.txt,NONTERMINATING,"4,53",-,-,"4,53",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+[+-d.bpl/lasso_trace_1.txt,NONTERMINATING,"5,26",-,-,"5,26",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+[+[.bpl/lasso_trace_2.txt,NONTERMINATING,"3,38",-,-,"3,38",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+[+[[.bpl/lasso_trace_2.txt,NONTERMINATING,"3,16",-,-,"3,16",2,NONTERMINATING,3,1,4,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+[+[d.bpl/lasso_trace_2.txt,NONTERMINATING,"7,37",-,-,"7,37",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+[++[.bpl/lasso_trace_2.txt,NONTERMINATING,"3,14",-,-,"3,14",2,NONTERMINATING,2,1,3,Fixpoint / GNTA
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+[+d-.bpl/lasso_trace_1.txt,NONTERMINATING,"4,36",-,-,"4,36",3,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+[+d[.bpl/lasso_trace_2.txt,NONTERMINATING,"5,39",-,-,"5,39",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+[b-d.bpl/lasso_trace_1.txt,NONTERMINATING,"2,45",-,-,"2,45",4,NONTERMINATING,2,1,3,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+[b+[.bpl/lasso_trace_2.txt,NONTERMINATING,"12,53",-,-,"12,53",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+[bd.bpl/lasso_trace_1.txt,NONTERMINATING,"2,22",-,-,"2,22",4,NONTERMINATING,2,1,3,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+[bd[.bpl/lasso_trace_2.txt,NONTERMINATING,"3,7",-,-,"3,7",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+[bdd.bpl/lasso_trace_1.txt,NONTERMINATING,"1,92",-,-,"1,92",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+[d-+.bpl/lasso_trace_1.txt,NONTERMINATING,"4,19",-,-,"4,19",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+[d.bpl/lasso_trace_1.txt,NONTERMINATING,"4,56",-,-,"4,56",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+[d[.bpl/lasso_trace_2.txt,NONTERMINATING,"2,77",-,-,"2,77",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+[d[[.bpl/lasso_trace_2.txt,NONTERMINATING,"2,96",-,-,"2,96",2,NONTERMINATING,3,1,4,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+[d[d.bpl/lasso_trace_2.txt,NONTERMINATING,"3,36",-,-,"3,36",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+[d+-.bpl/lasso_trace_1.txt,NONTERMINATING,"6,71",-,-,"6,71",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+[d+[.bpl/lasso_trace_2.txt,NONTERMINATING,"4,47",-,-,"4,47",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+[dbd.bpl/lasso_trace_1.txt,NONTERMINATING,"3,03",-,-,"3,03",4,NONTERMINATING,2,1,3,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+[dd.bpl/lasso_trace_1.txt,NONTERMINATING,"4,33",-,-,"4,33",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+[dd[.bpl/lasso_trace_2.txt,NONTERMINATING,"5,1",-,-,"5,1",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+[ddd.bpl/lasso_trace_1.txt,NONTERMINATING,"12,85",-,-,"12,85",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+]-+[.bpl/lasso_trace_2.txt,NONTERMINATING,"3,03",-,-,"3,03",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+]]+[.bpl/lasso_trace_3.txt,NONTERMINATING,"4,31",-,-,"4,31",3,NONTERMINATING,2,1,3,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+]+[.bpl/lasso_trace_2.txt,NONTERMINATING,"3,1",-,-,"3,1",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+]+[[.bpl/lasso_trace_3.txt,NONTERMINATING,"3,97",-,-,"3,97",2,NONTERMINATING,3,1,4,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+]+[].bpl/lasso_trace_2.txt,NONTERMINATING,"3,45",-,-,"3,45",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+]+[d.bpl/lasso_trace_2.txt,NONTERMINATING,"6,06",-,-,"6,06",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+]++[.bpl/lasso_trace_2.txt,NONTERMINATING,"3,27",-,-,"3,27",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+]+d[.bpl/lasso_trace_2.txt,NONTERMINATING,"3,08",-,-,"3,08",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+]b+[.bpl/lasso_trace_2.txt,NONTERMINATING,"10,36",-,-,"10,36",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+]d+[.bpl/lasso_trace_2.txt,NONTERMINATING,"3,29",-,-,"3,29",1,NONTERMINATING,2,1,3,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d++-[.bpl/lasso_trace_1.txt,NONTERMINATING,"4,46",-,-,"4,46",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d++-[[.bpl/lasso_trace_2.txt,NONTERMINATING,"4,66",-,-,"4,66",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d++-[].bpl/lasso_trace_1.txt,NONTERMINATING,"4,18",-,-,"4,18",2,NONTERMINATING,1,1,2,Fixpoint / GNTA
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d++-[d.bpl/lasso_trace_1.txt,NONTERMINATING,"6,3",-,-,"6,3",3,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d++-+[.bpl/lasso_trace_1.txt,NONTERMINATING,"3,91",-,-,"3,91",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d++-d[.bpl/lasso_trace_1.txt,NONTERMINATING,"3,64",-,-,"3,64",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d++[-[.bpl/lasso_trace_2.txt,NONTERMINATING,"3,96",-,-,"3,96",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d++[-+.bpl/lasso_trace_1.txt,NONTERMINATING,"4,76",-,-,"4,76",3,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d++[.bpl/lasso_trace_1.txt,NONTERMINATING,"4,3",-,-,"4,3",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d++[[.bpl/lasso_trace_2.txt,NONTERMINATING,"4,7",-,-,"4,7",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d++[[[.bpl/lasso_trace_2.txt,NONTERMINATING,"3,99",-,-,"3,99",2,NONTERMINATING,3,1,4,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d++[[d.bpl/lasso_trace_3.txt,NONTERMINATING,"3,6",-,-,"3,6",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d++[]-.bpl/lasso_trace_1.txt,NONTERMINATING,"4,4",-,-,"4,4",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d++[].bpl/lasso_trace_1.txt,NONTERMINATING,"4,6",-,-,"4,6",2,NONTERMINATING,1,1,2,Fixpoint / GNTA
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d++[][.bpl/lasso_trace_1.txt,NONTERMINATING,"4,83",-,-,"4,83",3,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d++[]+.bpl/lasso_trace_1.txt,NONTERMINATING,"4,74",-,-,"4,74",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d++[]b.bpl/lasso_trace_1.txt,NONTERMINATING,"3,57",-,-,"3,57",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d++[]d.bpl/lasso_trace_1.txt,NONTERMINATING,"4,42",-,-,"4,42",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d++[+-.bpl/lasso_trace_1.txt,NONTERMINATING,"4,61",-,-,"4,61",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d++[+[.bpl/lasso_trace_2.txt,NONTERMINATING,"3,61",-,-,"3,61",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d++[bd.bpl/lasso_trace_1.txt,NONTERMINATING,"2,52",-,-,"2,52",4,NONTERMINATING,2,1,3,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d++[d.bpl/lasso_trace_1.txt,NONTERMINATING,"3,41",-,-,"3,41",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d++[d[.bpl/lasso_trace_2.txt,NONTERMINATING,"3,26",-,-,"3,26",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d++[dd.bpl/lasso_trace_1.txt,NONTERMINATING,"5,65",-,-,"5,65",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d++]+[.bpl/lasso_trace_2.txt,NONTERMINATING,"3,15",-,-,"3,15",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+++-[.bpl/lasso_trace_1.txt,NONTERMINATING,"2,96",-,-,"2,96",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+++[.bpl/lasso_trace_1.txt,NONTERMINATING,"4,81",-,-,"4,81",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+++[[.bpl/lasso_trace_2.txt,NONTERMINATING,"4,35",-,-,"4,35",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+++[].bpl/lasso_trace_1.txt,NONTERMINATING,"4,48",-,-,"4,48",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+++[d.bpl/lasso_trace_1.txt,NONTERMINATING,"4,93",-,-,"4,93",3,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d++++[.bpl/lasso_trace_1.txt,NONTERMINATING,"4,11",-,-,"4,11",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+++d[.bpl/lasso_trace_1.txt,NONTERMINATING,"4,27",-,-,"4,27",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d++b+[.bpl/lasso_trace_1.txt,NONTERMINATING,"3,19",-,-,"3,19",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d++bd[.bpl/lasso_trace_1.txt,NONTERMINATING,"5,27",-,-,"5,27",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d++d-[.bpl/lasso_trace_1.txt,NONTERMINATING,"4,07",-,-,"4,07",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d++d[.bpl/lasso_trace_1.txt,NONTERMINATING,"3,71",-,-,"3,71",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d++d[[.bpl/lasso_trace_2.txt,NONTERMINATING,"4,65",-,-,"4,65",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d++d[].bpl/lasso_trace_1.txt,NONTERMINATING,"4,01",-,-,"4,01",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d++d[d.bpl/lasso_trace_1.txt,NONTERMINATING,"3,59",-,-,"3,59",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d++d+[.bpl/lasso_trace_1.txt,NONTERMINATING,"4,14",-,-,"4,14",3,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d++dd[.bpl/lasso_trace_1.txt,NONTERMINATING,"4,59",-,-,"4,59",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+b-+[.bpl/lasso_trace_1.txt,NONTERMINATING,"19,67",-,-,"19,67",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+b-d[.bpl/lasso_trace_1.txt,NONTERMINATING,"2,8",-,-,"2,8",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+b]+[.bpl/lasso_trace_2.txt,NONTERMINATING,"13,68",-,-,"13,68",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+b+[.bpl/lasso_trace_1.txt,NONTERMINATING,"13,7",-,-,"13,7",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+b+[[.bpl/lasso_trace_2.txt,NONTERMINATING,"21,73",-,-,"21,73",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+b+[].bpl/lasso_trace_1.txt,NONTERMINATING,"16,82",-,-,"16,82",2,NONTERMINATING,1,1,2,Fixpoint / GNTA
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+b+[d.bpl/lasso_trace_1.txt,NONTERMINATING,"2,03",-,-,"2,03",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+b++[.bpl/lasso_trace_1.txt,NONTERMINATING,"12,08",-,-,"12,08",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+b+d[.bpl/lasso_trace_1.txt,NONTERMINATING,3,-,-,3,3,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+bb+[.bpl/lasso_trace_1.txt,NONTERMINATING,"3,69",-,-,"3,69",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+bd[.bpl/lasso_trace_1.txt,NONTERMINATING,"2,89",-,-,"2,89",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+bd[[.bpl/lasso_trace_2.txt,NONTERMINATING,"2,89",-,-,"2,89",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+bd[].bpl/lasso_trace_1.txt,NONTERMINATING,"3,14",-,-,"3,14",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+bd[d.bpl/lasso_trace_1.txt,NONTERMINATING,"4,71",-,-,"4,71",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+bd+[.bpl/lasso_trace_1.txt,NONTERMINATING,"3,11",-,-,"3,11",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+bdd[.bpl/lasso_trace_1.txt,NONTERMINATING,"4,78",-,-,"4,78",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+d-+[.bpl/lasso_trace_1.txt,NONTERMINATING,"3,63",-,-,"3,63",2,NONTERMINATING,1,1,2,Fixpoint / GNTA
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+d[-+.bpl/lasso_trace_1.txt,NONTERMINATING,"3,09",-,-,"3,09",3,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+d[.bpl/lasso_trace_1.txt,NONTERMINATING,"3,42",-,-,"3,42",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+d[[.bpl/lasso_trace_2.txt,NONTERMINATING,"3,22",-,-,"3,22",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+d[[[.bpl/lasso_trace_2.txt,NONTERMINATING,"4,52",-,-,"4,52",2,NONTERMINATING,3,1,4,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+d[[d.bpl/lasso_trace_3.txt,NONTERMINATING,"5,43",-,-,"5,43",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+d[]-.bpl/lasso_trace_1.txt,NONTERMINATING,"6,52",-,-,"6,52",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+d[].bpl/lasso_trace_1.txt,NONTERMINATING,"4,5",-,-,"4,5",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+d[][.bpl/lasso_trace_1.txt,NONTERMINATING,"4,13",-,-,"4,13",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+d[]+.bpl/lasso_trace_1.txt,NONTERMINATING,"3,67",-,-,"3,67",2,NONTERMINATING,1,1,2,Fixpoint / GNTA
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+d[]b.bpl/lasso_trace_1.txt,NONTERMINATING,"2,89",-,-,"2,89",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+d[]d.bpl/lasso_trace_1.txt,NONTERMINATING,"3,54",-,-,"3,54",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+d[+-.bpl/lasso_trace_1.txt,NONTERMINATING,"3,72",-,-,"3,72",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+d[+[.bpl/lasso_trace_2.txt,NONTERMINATING,"2,86",-,-,"2,86",2,NONTERMINATING,2,1,3,Fixpoint / GNTA
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+d[bd.bpl/lasso_trace_1.txt,NONTERMINATING,"2,49",-,-,"2,49",3,NONTERMINATING,2,1,3,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+d[d.bpl/lasso_trace_1.txt,NONTERMINATING,"6,1",-,-,"6,1",3,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+d[d[.bpl/lasso_trace_2.txt,NONTERMINATING,"3,26",-,-,"3,26",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+d[dd.bpl/lasso_trace_1.txt,NONTERMINATING,"5,12",-,-,"5,12",3,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+d]+[.bpl/lasso_trace_2.txt,NONTERMINATING,"5,05",-,-,"5,05",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+d+-[.bpl/lasso_trace_1.txt,NONTERMINATING,"3,34",-,-,"3,34",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+d+[.bpl/lasso_trace_1.txt,NONTERMINATING,"3,18",-,-,"3,18",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+d+[[.bpl/lasso_trace_2.txt,NONTERMINATING,"3,49",-,-,"3,49",2,NONTERMINATING,2,1,3,Fixpoint / GNTA
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+d+[].bpl/lasso_trace_1.txt,NONTERMINATING,"5,14",-,-,"5,14",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO/lasso_traces_d+d+[d.bpl/lasso_trace_1.txt,NONTERMINATING,"7,77",-,-,"7,77",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
