Trace Name,Result Code,Fixpoint (ms),Termination (ms),Nontermination (ms),Nontermination Cumul (ms),pasttel (ms),PaSTTeL Status,Stem Size,Loop Size,Total Size Trace,Algo
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_jain_4.i_2.bpl/lasso_trace_1.txt,NONTERMINATING,"3,57",0,0,"3,57",2,NONTERMINATING,1,2,3,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_jain_6-1.c/lasso_trace_1.txt,NONTERMINATING,"3,48",0,0,"3,48",3,NONTERMINATING,5,6,11,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_jain_6.i_2.bpl/lasso_trace_1.txt,NONTERMINATING,"3,94",0,0,"3,94",2,NONTERMINATING,1,2,3,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_jain_7.i_2.bpl/lasso_trace_1.txt,NONTERMINATING,"3,75",0,0,"3,75",2,NONTERMINATING,1,2,3,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_janne_complex.t2.c/lasso_trace_11.txt,NONTERMINATING,"0,27",0,"257,99","258,26",3,NONTERMINATING,259,31,290,GNTA / GNTA
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_joey_false-termination.c/lasso_trace_4.txt,NONTERMINATING,"1,38",0,0,"1,38",2,NONTERMINATING,9,8,17,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_joey_no-overflow.c/lasso_trace_4.txt,NONTERMINATING,"1,88",0,0,"1,88",2,NONTERMINATING,9,8,17,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_joey.c/lasso_trace_4.txt,NONTERMINATING,"1,47",0,0,"1,47",2,NONTERMINATING,9,8,17,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_Jordan17LargeNumbers.bpl/lasso_trace_1.txt,NONTERMINATING,"1,94",0,"35,12","37,06",2,NONTERMINATING,1,1,2,GNTA / GNTA
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_Jordan32PropagateHavocTwo.bpl/lasso_trace_1.txt,NONTERMINATING,"1,58",0,0,"1,58",1,NONTERMINATING,2,1,3,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_Jordan40HavocEachIteration.bpl/lasso_trace_1.txt,NONTERMINATING,"1,93",0,"40,73","42,66",2,NONTERMINATING,1,1,2,GNTA / GNTA
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_Jordan41HavocBeforeAndAfter.bpl/lasso_trace_1.txt,NONTERMINATING,"3,38",0,0,"3,38",1,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_Klaus.bpl/lasso_trace_1.txt,NONTERMINATING,"2,64",0,0,"2,64",3,NONTERMINATING,4,3,7,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_Krtek01.c/lasso_trace_1.txt,NONTERMINATING,"3,51",0,0,"3,51",2,NONTERMINATING,5,2,7,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_LabelEncodingWithUnrolling.bpl/lasso_trace_1.txt,NONTERMINATING,"3,87",0,0,"3,87",1,NONTERMINATING,1,2,3,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_Lcm_false-no-overflow_false-termination.c/lasso_trace_1.txt,NONTERMINATING,"3,23",0,0,"3,23",2,NONTERMINATING,5,1,6,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_Lcm.c/lasso_trace_1.txt,NONTERMINATING,"3,94",0,0,"3,94",2,NONTERMINATING,5,1,6,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_lex4_false-termination.bpl/lasso_trace_1.txt,NONTERMINATING,"3,2",0,0,"3,2",1,NONTERMINATING,0,1,1,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_LiveVariablesBackwardTest.bpl/lasso_trace_1.txt,NONTERMINATING,"2,81",0,0,"2,81",1,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_LiveVariablesUseful01.bpl/lasso_trace_1.txt,NONTERMINATING,"2,03",0,"33,62","35,65",1,NONTERMINATING,1,1,2,GNTA / GNTA
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_lockingExample-correct.bpl/lasso_trace_2.txt,NONTERMINATING,"2,18",0,"59,07","61,25",2,NONTERMINATING,1,9,10,GNTA / GNTA
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_lockingExample-incorrect.bpl/lasso_trace_2.txt,NONTERMINATING,"2,46",0,"90,34","92,8",2,NONTERMINATING,1,9,10,GNTA / GNTA
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_LockingExample.bpl/lasso_trace_1.txt,NONTERMINATING,"1,89",0,"60,26","62,15",2,NONTERMINATING,1,2,3,GNTA / GNTA
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_loi01.c/lasso_trace_1.txt,NONTERMINATING,"2,6",0,0,"2,6",1,NONTERMINATING,5,1,6,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_loi02.c/lasso_trace_1.txt,NONTERMINATING,"2,66",0,0,"2,66",1,NONTERMINATING,5,1,6,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_Loop-2_no-overflow.c/lasso_trace_1.txt,NONTERMINATING,"2,7",0,0,"2,7",1,NONTERMINATING,5,1,6,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_Loop-2.c/lasso_trace_1.txt,NONTERMINATING,"2,64",0,0,"2,64",1,NONTERMINATING,5,1,6,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_Loop.bpl/lasso_trace_1.txt,NONTERMINATING,"3,45",0,0,"3,45",1,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_Loop.c/lasso_trace_1.txt,NONTERMINATING,"2,56",0,0,"2,56",1,NONTERMINATING,5,1,6,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_loopNondet1.bpl/lasso_trace_1.txt,NONTERMINATING,"2,96",0,0,"2,96",1,NONTERMINATING,0,1,1,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_loopNondet2.bpl/lasso_trace_1.txt,NONTERMINATING,"2,98",0,0,"2,98",1,NONTERMINATING,0,1,1,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_loopNondet3.bpl/lasso_trace_1.txt,NONTERMINATING,"2,93",0,0,"2,93",1,NONTERMINATING,0,1,1,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_loopNondet4.bpl/lasso_trace_1.txt,NONTERMINATING,"1,94",0,"38,45","40,39",1,NONTERMINATING,0,1,1,GNTA / GNTA
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_loopNondet5.bpl/lasso_trace_1.txt,NONTERMINATING,"2,75",0,0,"2,75",1,NONTERMINATING,0,1,1,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_LoopUnwinding-incorrect.bpl/lasso_trace_1.txt,NONTERMINATING,"1,88",0,"34,85","36,73",2,NONTERMINATING,1,1,2,GNTA / GNTA
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_LoopWithoutStatements.c/lasso_trace_1.txt,NONTERMINATING,"3,86",0,0,"3,86",1,NONTERMINATING,4,1,5,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_LTL_Coolant_Nonterminating01.bpl/lasso_trace_1.txt,NONTERMINATING,"2,11",0,"65,88","67,99",2,NONTERMINATING,1,1,2,GNTA / GNTA
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_Luxembourg-ArraysIntegefied.bpl/lasso_trace_1.txt,NONTERMINATING,"2,16",0,"43,12","45,28",3,NONTERMINATING,1,1,2,GNTA / GNTA
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_Luxembourg-sophisticated.bpl/lasso_trace_1.txt,NONTERMINATING,"2,11",0,"81,4","83,51",2,NONTERMINATING,1,1,2,GNTA / GNTA
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_Luxembourg.bpl/lasso_trace_1.txt,NONTERMINATING,"2,01",0,"68,07","70,08",2,NONTERMINATING,1,1,2,GNTA / GNTA
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_LuxembourgOctopus.bpl/lasso_trace_1.txt,NONTERMINATING,"2,2",0,"73,89","76,09",2,NONTERMINATING,1,1,2,GNTA / GNTA
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_Madrid_false-termination.c/lasso_trace_1.txt,NONTERMINATING,"2,8",0,0,"2,8",1,NONTERMINATING,5,1,6,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_Madrid_no-overflow.c/lasso_trace_1.txt,NONTERMINATING,"3,03",0,0,"3,03",1,NONTERMINATING,5,1,6,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_Madrid.bpl/lasso_trace_1.txt,NONTERMINATING,"1,53",0,0,"1,53",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_Madrid.c/lasso_trace_1.txt,NONTERMINATING,"3,2",0,0,"3,2",1,NONTERMINATING,5,1,6,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_ManyFactsAboutX_LBE.bpl/lasso_trace_1.txt,NONTERMINATING,"2,03",0,"49,88","51,91",2,NONTERMINATING,1,1,2,GNTA / GNTA
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_ManyInterpolants.bpl/lasso_trace_1.txt,NONTERMINATING,"2,97",0,0,"2,97",2,NONTERMINATING,1,3,4,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_ManyInterpolants2.bpl/lasso_trace_2.txt,NONTERMINATING,"3,75",0,0,"3,75",2,NONTERMINATING,1,6,7,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_map-aggr-update3.bpl/lasso_trace_2.txt,NONTERMINATING,"1,95",0,0,"1,95",2,NONTERMINATING,5,3,8,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_Marbie1_false-no-overflow_false-termination.c/lasso_trace_1.txt,NONTERMINATING,"1,89",0,"91,26","93,15",2,NONTERMINATING,5,1,6,GNTA / GNTA
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_Marbie1.c/lasso_trace_1.txt,NONTERMINATING,"1,89",0,"84,76","86,65",2,NONTERMINATING,5,1,6,GNTA / GNTA
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_Marbie2_false-no-overflow_false-termination.c/lasso_trace_1.txt,NONTERMINATING,"1,91",0,"87,12","89,03",2,NONTERMINATING,5,1,6,GNTA / GNTA
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_Marbie2.c/lasso_trace_1.txt,NONTERMINATING,"1,96",0,"86,2","88,16",3,NONTERMINATING,5,1,6,GNTA / GNTA
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_max-array.c/lasso_trace_1.txt,NONTERMINATING,"3,71",0,0,"3,71",2,NONTERMINATING,0,3,3,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_mem_slave_tlm.1_true-unreach-call_false-termination.cil.c/lasso_trace_10.txt,NONTERMINATING,"2,87",0,0,"2,87",5,NONTERMINATING,18,5,23,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_mergesort-no-inv.c/lasso_trace_1.txt,NONTERMINATING,"3,19",0,0,"3,19",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_MicrosoftZuneBug_false-termination.bpl/lasso_trace_1.txt,NONTERMINATING,"4,84",0,0,"4,84",3,NONTERMINATING,1,5,6,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_MicrosoftZuneBug_false-termination.c/lasso_trace_1.txt,NONTERMINATING,"3,22",0,0,"3,22",3,NONTERMINATING,5,5,10,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_Middle_false-no-overflow_false-termination.c/lasso_trace_1.txt,NONTERMINATING,"2,06",0,"108,84","110,9",3,NONTERMINATING,5,1,6,GNTA / GNTA
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_middle_rec.bpl/lasso_trace_1.txt,NONTERMINATING,"1,86",0,"136,98","138,84",3,NONTERMINATING,0,3,3,GNTA / GNTA
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_Middle.c/lasso_trace_1.txt,NONTERMINATING,"2,08",0,"108,74","110,82",3,NONTERMINATING,5,1,6,GNTA / GNTA
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_min-max-sample-2.bpl/lasso_trace_1.txt,NONTERMINATING,"4,04",0,0,"4,04",2,NONTERMINATING,4,2,6,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_min-max-sample-abs-2.bpl/lasso_trace_1.txt,NONTERMINATING,"4,92",0,0,"4,92",2,NONTERMINATING,4,3,7,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_min-max-sample-abs-nonatomic.bpl/lasso_trace_1.txt,NONTERMINATING,"3,82",0,0,"3,82",2,NONTERMINATING,3,3,6,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_min-max-sample.bpl/lasso_trace_1.txt,NONTERMINATING,"3,23",0,0,"3,23",2,NONTERMINATING,3,2,5,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_min-max-split-sample.bpl/lasso_trace_4.txt,NONTERMINATING,"1,83",0,0,"1,83",5,NONTERMINATING,8,4,12,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_min2-max2-sample.bpl/lasso_trace_3.txt,NONTERMINATING,"1,85",0,0,"1,85",2,NONTERMINATING,5,2,7,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_minepump_spec1_product01_true-unreach-call.cil.c/lasso_trace_2.txt,NONTERMINATING,"1,67",0,0,"1,67",4,NONTERMINATING,22,22,44,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_MirabelleConcurrentIncrementNondetSeq.bpl/lasso_trace_1.txt,NONTERMINATING,"2,22",0,0,"2,22",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_MirrorInterv_false-no-overflow_false-termination.c/lasso_trace_1.txt,NONTERMINATING,"2,29",0,"118,25","120,54",6,NONTERMINATING,5,1,6,GNTA / GNTA
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_MirrorInterv.c/lasso_trace_1.txt,NONTERMINATING,"2,12",0,"113,54","115,66",6,NONTERMINATING,5,1,6,GNTA / GNTA
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_MirrorIntervSim_no-overflow.c/lasso_trace_1.txt,NONTERMINATING,4,0,0,4,2,NONTERMINATING,5,1,6,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_MirrorIntervSim.c/lasso_trace_1.txt,NONTERMINATING,"3,74",0,0,"3,74",2,NONTERMINATING,5,1,6,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_mixed.bpl/lasso_trace_1.txt,NONTERMINATING,"1,77",0,0,"1,77",1,NONTERMINATING,0,1,1,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_Modulo-Ihringen-ModuloResolved.bpl/lasso_trace_1.txt,NONTERMINATING,"3,07",0,0,"3,07",1,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_Modulo-Ihringen.bpl/lasso_trace_1.txt,NONTERMINATING,"3,05",0,0,"3,05",1,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_ModuloInvariant-Breisach.bpl/lasso_trace_1.txt,NONTERMINATING,"1,91",0,"36,51","38,42",2,NONTERMINATING,1,1,2,GNTA / GNTA
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_motivating.bpl/lasso_trace_1.txt,NONTERMINATING,"1,98",0,"61,96","63,94",2,NONTERMINATING,3,2,5,GNTA / GNTA
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_MultipleSummaries01.bpl/lasso_trace_1.txt,NONTERMINATING,"2,72",0,0,"2,72",1,NONTERMINATING,3,1,4,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_MutualRecursion_1a_false-termination.c/lasso_trace_3.txt,NONTERMINATING,"1,2",0,0,"1,2",2,NONTERMINATING,28,24,52,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_MutualRecursion_1a_no-overflow.c/lasso_trace_3.txt,NONTERMINATING,"1,41",0,0,"1,41",2,NONTERMINATING,28,24,52,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_MutualRecursion_1a.c/lasso_trace_3.txt,NONTERMINATING,"1,22",0,0,"1,22",2,NONTERMINATING,28,24,52,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_n-1.t2.c/lasso_trace_1.txt,NONTERMINATING,"2,88",0,0,"2,88",2,NONTERMINATING,52,33,85,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_n-10.t2.c/lasso_trace_1.txt,NONTERMINATING,"3,09",0,0,"3,09",2,NONTERMINATING,64,27,91,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_n-12.t2.c/lasso_trace_1.txt,NONTERMINATING,"2,98",0,0,"2,98",1,NONTERMINATING,24,19,43,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_n-12a.t2.c/lasso_trace_1.txt,NONTERMINATING,"3,18",0,0,"3,18",1,NONTERMINATING,20,9,29,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_n-13.t2.c/lasso_trace_1.txt,NONTERMINATING,"1,86",0,"124,77","126,63",2,NONTERMINATING,20,9,29,GNTA / GNTA
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_n-14.t2.c/lasso_trace_1.txt,NONTERMINATING,"2,98",0,0,"2,98",1,NONTERMINATING,24,19,43,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_n-15.t2.c/lasso_trace_1.txt,NONTERMINATING,"1,82",0,"113,36","115,18",2,NONTERMINATING,16,9,25,GNTA / GNTA
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_n-15a.t2.c/lasso_trace_2.txt,NONTERMINATING,"1,37",0,0,"1,37",2,NONTERMINATING,31,23,54,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_n-16.t2.c/lasso_trace_1.txt,NONTERMINATING,"3,29",0,"118,72","122,01",2,NONTERMINATING,16,9,25,GNTA / GNTA
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_n-16a.t2.c/lasso_trace_1.txt,NONTERMINATING,"2,74",0,0,"2,74",1,NONTERMINATING,24,9,33,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_n-17.t2.c/lasso_trace_2.txt,NONTERMINATING,"0,49",0,"116,75","117,24",4,NONTERMINATING,23,13,36,GNTA / GNTA
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_n-18.t2.c/lasso_trace_1.txt,NONTERMINATING,"1,84",0,"133,53","135,37",2,NONTERMINATING,20,9,29,GNTA / GNTA
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_n-18a.t2.c/lasso_trace_1.txt,NONTERMINATING,"3,31",0,0,"3,31",1,NONTERMINATING,24,13,37,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_n-1c.t2.c/lasso_trace_1.txt,NONTERMINATING,"3,33",0,0,"3,33",2,NONTERMINATING,56,27,83,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_n-1d.t2.c/lasso_trace_1.txt,NONTERMINATING,"2,85",0,0,"2,85",2,NONTERMINATING,28,19,47,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_n-20.t2.c/lasso_trace_1.txt,NONTERMINATING,"3,4",0,0,"3,4",2,NONTERMINATING,118,21,139,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_n-21.t2.c/lasso_trace_1.txt,NONTERMINATING,"1,92",0,"168,87","170,79",2,NONTERMINATING,24,14,38,GNTA / GNTA
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_n-3.t2.c/lasso_trace_1.txt,NONTERMINATING,"1,91",0,"154,81","156,72",2,NONTERMINATING,24,14,38,GNTA / GNTA
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_n-32.t2.c/lasso_trace_1.txt,NONTERMINATING,"3,78",0,0,"3,78",1,NONTERMINATING,20,18,38,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_n-33.t2.c/lasso_trace_1.txt,NONTERMINATING,"2,85",0,0,"2,85",2,NONTERMINATING,24,32,56,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_n-36.t2.c/lasso_trace_1.txt,NONTERMINATING,"3,35",0,0,"3,35",2,NONTERMINATING,116,39,155,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_n-37.t2.c/lasso_trace_1.txt,NONTERMINATING,"2,07",0,"241,77","243,84",2,NONTERMINATING,40,16,56,GNTA / GNTA
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_n-3a.t2.c/lasso_trace_1.txt,NONTERMINATING,"2,77",0,0,"2,77",1,NONTERMINATING,28,21,49,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_n-4.t2.c/lasso_trace_2.txt,NONTERMINATING,"1,47",0,0,"1,47",2,NONTERMINATING,48,15,63,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_n-40.t2.c/lasso_trace_5.txt,NONTERMINATING,"0,29",0,"198,21","198,5",2,NONTERMINATING,32,29,61,GNTA / GNTA
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_n-46.t2.c/lasso_trace_1.txt,NONTERMINATING,"1,91",0,"210,46","212,37",2,NONTERMINATING,43,8,51,GNTA / GNTA
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_n-48.t2.c/lasso_trace_1.txt,NONTERMINATING,"1,7",0,"235,03","236,73",2,NONTERMINATING,49,13,62,GNTA / GNTA
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_n-5.t2.c/lasso_trace_2.txt,NONTERMINATING,"1,55",0,0,"1,55",2,NONTERMINATING,95,28,123,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_n-6.t2.c/lasso_trace_1.txt,NONTERMINATING,"1,77",0,"193,16","194,93",2,NONTERMINATING,28,19,47,GNTA / GNTA
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_n-6a.t2.c/lasso_trace_2.txt,NONTERMINATING,"1,64",0,0,"1,64",2,NONTERMINATING,39,26,65,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_n-7.t2.c/lasso_trace_2.txt,NONTERMINATING,"1,81",0,"203,67","205,48",3,NONTERMINATING,28,25,53,GNTA / GNTA
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_n-8.t2.c/lasso_trace_1.txt,NONTERMINATING,"3,28",0,0,"3,28",2,NONTERMINATING,48,23,71,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_n-8a.t2.c/lasso_trace_1.txt,NONTERMINATING,"3,25",0,0,"3,25",2,NONTERMINATING,44,17,61,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_n-9.t2.c/lasso_trace_1.txt,NONTERMINATING,"3,29",0,0,"3,29",2,NONTERMINATING,48,27,75,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_nav01.bpl/lasso_trace_1.txt,NONTERMINATING,"4,08",0,0,"4,08",2,NONTERMINATING,1,2,3,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_nav04_phaver.bpl/lasso_trace_1.txt,NONTERMINATING,"5,2",0,0,"5,2",3,NONTERMINATING,1,2,3,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_nav04.bpl/lasso_trace_1.txt,NONTERMINATING,"5,2",0,0,"5,2",3,NONTERMINATING,1,2,3,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_Nconcurrent_FourLoopsAlternating_nonterminating.bpl/lasso_trace_8.txt,NONTERMINATING,"1,2",0,0,"1,2",2,NONTERMINATING,5,8,13,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_Nconcurrent_ThreeThreadsComplexAlternation_nonterminating.bpl/lasso_trace_6.txt,NONTERMINATING,"1,11",0,0,"1,11",2,NONTERMINATING,15,12,27,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_neg-1394complete-fail.t2.c/lasso_trace_7.txt,NONTERMINATING,"1,95",0,0,"1,95",3,NONTERMINATING,391,8,399,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_neg-1394complete-succeed.t2.c/lasso_trace_4.txt,NONTERMINATING,"2,17",0,0,"2,17",3,NONTERMINATING,344,26,370,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_neg-e-1394complete-fail.t2.c/lasso_trace_4.txt,NONTERMINATING,"2,43",0,0,"2,43",3,NONTERMINATING,320,26,346,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_neg-e-1394complete-succeed.t2.c/lasso_trace_4.txt,NONTERMINATING,"2,14",0,0,"2,14",3,NONTERMINATING,320,26,346,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_neg-e-acqrel-fail.t2.c/lasso_trace_1.txt,NONTERMINATING,3,0,0,3,2,NONTERMINATING,40,30,70,Fixpoint / Fixpoint
ATVA2026_benchmark/NON_TERM_LASSO//lasso_traces_neg-e-acqrel-succeed.t2.c/lasso_trace_2.txt,NONTERMINATING,"2,62",0,0,"2,62",1,NONTERMINATING,49,8,57,Fixpoint / Fixpoint
