Trace Name,Result Code,Fixpoint (ms),Termination (ms),Nontermination (ms),pasttel (ms),PaSTTeL Status,Stem Size,Loop Size,Total Size Trace,Algo
ATVA2026_benchmark/TERM_LASSO//lasso_traces_s3_clnt_3.BV.c.cil.c_19.bpl/lasso_trace_5.txt,TERMINATING,0.88,232.06,320.32,3302.00,TERMINATING,13,9,22,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_s3_clnt_3.cil.c_21.bpl/lasso_trace_1.txt,TERMINATING,2.62,70.99,78.31,2118.00,TERMINATING,1,3,4,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_s3_clnt_4.cil.c_20.bpl/lasso_trace_1.txt,TERMINATING,3.45,797.32,1068.53,6436.00,TERMINATING,1,3,4,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_s3_srvr_1_alt.BV.c.cil.c_14.bpl/lasso_trace_1.txt,TERMINATING,2.42,165.88,177.01,77.00,TERMINATING,1,3,4,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_s3_srvr_1.BV.c.cil.c_21.bpl/lasso_trace_1.txt,TERMINATING,1.91,159.15,196.88,70.00,TERMINATING,1,3,4,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_s3_srvr_1.BV.c.cil.c_21.bpl/lasso_trace_12.txt,TERMINATING,0.46,404.23,468.79,132.00,TERMINATING,33,9,42,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_s3_srvr_1.cil.c_23.bpl/lasso_trace_1.txt,TERMINATING,1.88,224.15,238.27,76.00,TERMINATING,1,3,4,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_s3_srvr_2_alt.BV.c.cil.c_13.bpl/lasso_trace_1.txt,TERMINATING,2.01,434.26,508.85,66.00,TERMINATING,1,3,4,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_s3_srvr_2_alt.BV.c.cil.c_13.bpl/lasso_trace_5.txt,TERMINATING,0.57,258.86,37.37,1916.00,TERMINATING,7,6,13,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_s3_srvr_2.BV.c.cil.c_13.bpl/lasso_trace_1.txt,TERMINATING,1.97,393.16,462.50,65.00,TERMINATING,1,3,4,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_s3_srvr_2.BV.c.cil.c_13.bpl/lasso_trace_5.txt,TERMINATING,0.64,240.03,37.74,1611.00,TERMINATING,7,6,13,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_s3_srvr_2.cil.c_16.bpl/lasso_trace_1.txt,TERMINATING,1.87,201.59,294.19,70.00,TERMINATING,1,3,4,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_s3_srvr_2.cil.c_16.bpl/lasso_trace_8.txt,TERMINATING,0.49,760.54,1034.82,251.00,TERMINATING,20,5,25,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_s3_srvr_3_alt.BV.c.cil.c_19.bpl/lasso_trace_1.txt,TERMINATING,2.35,153.26,486.89,73.00,TERMINATING,1,3,4,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_s3_srvr_3.BV.c.cil.c_19.bpl/lasso_trace_1.txt,TERMINATING,2.65,152.01,474.89,67.00,TERMINATING,1,3,4,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_s3_srvr_3.cil.c_20.bpl/lasso_trace_1.txt,TERMINATING,2.22,200.61,254.95,69.00,TERMINATING,1,3,4,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_s3_srvr_4.cil.c_14.bpl/lasso_trace_1.txt,TERMINATING,2.10,263.06,509.08,67.00,TERMINATING,1,3,4,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_s3_srvr_7.cil.c_19.bpl/lasso_trace_1.txt,TERMINATING,2.15,150.11,237.43,71.00,TERMINATING,1,3,4,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_sameRankingfunction_true-termination.bpl/lasso_trace_1.txt,TERMINATING,1.90,31.47,38.03,9.00,TERMINATING,0,1,1,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_SanDiego.bpl/lasso_trace_1.txt,TERMINATING,1.89,29.14,36.86,4.00,TERMINATING,0,1,1,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_SelectionSort.bpl/lasso_trace_1.txt,TERMINATING,2.25,64.31,-,29.00,UNKNOWN,1,2,3,Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_SelectionSort.bpl/lasso_trace_2.txt,TERMINATING,0.84,1108.34,-,51.00,TERMINATING,2,1,3,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_seq.i_4.bpl/lasso_trace_1.txt,TERMINATING,2.21,179.85,116.80,8.00,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_seq.i_6.bpl/lasso_trace_1.txt,TERMINATING,2.36,137.77,192.72,9.00,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_seq.i_7.bpl/lasso_trace_1.txt,TERMINATING,2.11,99.01,200.87,9.00,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_Sequence.bpl/lasso_trace_1.txt,TERMINATING,1.81,64.31,33.90,6.00,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_SiegelauGlobal.bpl/lasso_trace_1.txt,TERMINATING,2.12,26.24,39.14,4.00,TERMINATING,0,2,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_SiegelauLocal.bpl/lasso_trace_1.txt,TERMINATING,1.73,31.38,36.47,3.00,TERMINATING,0,2,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_similarSimultaneousUpdate.bpl/lasso_trace_1.txt,TERMINATING,1.78,26.60,39.13,3.00,TERMINATING,0,1,1,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_SimpleDoubleRecursion.bpl/lasso_trace_1.txt,TERMINATING,1.76,32.10,38.58,4.00,TERMINATING,0,2,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_simpleLoop.bpl/lasso_trace_1.txt,TERMINATING,1.76,48.85,38.24,6.00,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_simpleLoopCountDown.bpl/lasso_trace_1.txt,TERMINATING,1.98,49.66,39.10,5.00,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_simpleProgramWithAssertion.bpl/lasso_trace_1.txt,TERMINATING,2.98,41.95,38.12,6.00,TERMINATING,1,5,6,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_simpleProgramWithBiggerLoopAndProcedureUnsafe.bpl/lasso_trace_1.txt,TERMINATING,1.89,62.05,66.06,4.00,TERMINATING,1,5,6,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_simpleProgramWithLoopAndProcedureUnsafe2.bpl/lasso_trace_1.txt,TERMINATING,1.92,40.33,34.19,5.00,TERMINATING,1,5,6,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_simpleProgramWithLoopAndProcedureUnsafe.bpl/lasso_trace_1.txt,TERMINATING,1.99,40.82,36.90,6.00,TERMINATING,1,7,8,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_simpleProgramWithMultipleProcedureDifferentContextUnsafe.bpl/lasso_trace_1.txt,TERMINATING,2.06,44.52,38.71,5.00,TERMINATING,4,1,5,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_simpleProgramWithProcedureAndAssertion.bpl/lasso_trace_1.txt,TERMINATING,2.27,47.01,38.50,5.00,TERMINATING,1,5,6,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_simpleProgramWithProcedureLoopInProcedureSafe.bpl/lasso_trace_1.txt,TERMINATING,1.92,31.30,33.57,5.00,TERMINATING,0,1,1,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_simpleProgramWithProcedureSafe.bpl/lasso_trace_1.txt,TERMINATING,2.97,42.29,41.60,5.00,TERMINATING,1,5,6,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_simple-scaled100.bpl/lasso_trace_1.txt,TERMINATING,5.64,38.96,33.08,516.00,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_simple-scaled200.bpl/lasso_trace_1.txt,TERMINATING,8.47,43.29,33.64,1653.00,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_simple-scaled250.bpl/lasso_trace_1.txt,TERMINATING,9.83,37.00,37.69,2606.00,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_Specifications.bpl/lasso_trace_1.txt,TERMINATING,2.29,53.92,67.60,7.00,TERMINATING,1,2,3,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_SpecificationsFreeInvariant.bpl/lasso_trace_1.txt,TERMINATING,2.17,41.90,33.50,5.00,TERMINATING,1,2,3,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_SpecificationsInvariant.bpl/lasso_trace_1.txt,TERMINATING,2.08,57.70,70.00,7.00,TERMINATING,1,2,3,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_StepwiseAddition.bpl/lasso_trace_1.txt,TERMINATING,2.26,101.99,70.30,12.00,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_StepwiseAddition.bpl/lasso_trace_2.txt,TERMINATING,0.53,51.70,28.54,9.00,TERMINATING,2,1,3,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_Stockholm.bpl/lasso_trace_1.txt,TERMINATING,1.86,44.88,49.50,6.00,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_string_concat-noarr.i_3.bpl/lasso_trace_1.txt,TERMINATING,2.30,107.17,90.14,11.00,TERMINATING,1,2,3,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_string_concat-noarr.i_4.bpl/lasso_trace_1.txt,TERMINATING,3.10,114.52,105.64,11.00,TERMINATING,1,2,3,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_string_concat-noarr.i_5.bpl/lasso_trace_1.txt,TERMINATING,2.42,88.22,62.29,10.00,TERMINATING,1,2,3,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_string.i_3.bpl/lasso_trace_1.txt,TERMINATING,2.22,127.50,-,41.00,UNKNOWN,1,1,2,Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_sum01_bug02.i_3.bpl/lasso_trace_1.txt,TERMINATING,4.31,98.31,122.94,9.00,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_sum01_bug02.i_4.bpl/lasso_trace_1.txt,TERMINATING,7.43,110.75,68.73,22.00,TERMINATING,1,2,3,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_sum01_bug02_sum01_bug02_base.case.i_3.bpl/lasso_trace_1.txt,TERMINATING,2.23,140.04,56.63,17.00,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_sum01_bug02_sum01_bug02_base.case.i_4.bpl/lasso_trace_1.txt,TERMINATING,2.23,101.72,34.17,16.00,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_sum01.i_3.bpl/lasso_trace_1.txt,TERMINATING,2.46,78.66,34.27,10.00,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_sum04.i_3.bpl/lasso_trace_1.txt,TERMINATING,2.32,52.03,39.48,7.00,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_sum04.i_4.bpl/lasso_trace_1.txt,TERMINATING,1.95,99.24,41.09,11.00,TERMINATING,1,2,3,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_sum2_diff_incr_decr.bpl/lasso_trace_1.txt,TERMINATING,2.32,79.62,-,7.00,TERMINATING,3,4,7,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_sum2_diff_incr_decr.bpl/lasso_trace_2.txt,TERMINATING,0.43,78.09,-,9.00,TERMINATING,4,4,8,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_sum_diff_incr_decr.bpl/lasso_trace_1.txt,TERMINATING,2.24,79.03,-,6.00,TERMINATING,3,3,6,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_sum_diff_incr_decr.bpl/lasso_trace_2.txt,TERMINATING,0.55,91.90,-,8.00,TERMINATING,4,4,8,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_sum-print2.bpl/lasso_trace_1.txt,TERMINATING,2.14,103.40,-,6.00,TERMINATING,4,1,5,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_sum-print2.bpl/lasso_trace_2.txt,TERMINATING,0.47,78.27,-,10.00,TERMINATING,7,4,11,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_sumsuminc.bpl/lasso_trace_1.txt,TERMINATING,2.11,52.73,-,6.00,TERMINATING,3,2,5,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_sumsuminc.bpl/lasso_trace_2.txt,TERMINATING,0.59,84.71,-,7.00,TERMINATING,4,2,6,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_sumsumsampleabs2.bpl/lasso_trace_1.txt,TERMINATING,2.58,79.38,-,12.00,TERMINATING,4,3,7,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_sumsumsampleabs2.bpl/lasso_trace_2.txt,TERMINATING,0.66,134.30,-,15.00,TERMINATING,5,3,8,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_sumsumsampleabs2.bpl/lasso_trace_3.txt,TERMINATING,0.57,67.93,-,17.00,TERMINATING,5,3,8,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_SyntaxSupportArrays01.bpl/lasso_trace_1.txt,TERMINATING,1.67,33.54,-,4.00,TERMINATING,0,1,1,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_SyntaxSupportArrays02.bpl/lasso_trace_1.txt,TERMINATING,2.08,29.82,-,4.00,TERMINATING,0,1,1,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_SyntaxSupportArrays03-MultipleConstantIndices.bpl/lasso_trace_1.txt,TERMINATING,1.98,32.80,-,3.00,TERMINATING,0,1,1,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_SyntaxSupportArrays06-TwoDimensionlIndex.bpl/lasso_trace_1.txt,TERMINATING,2.02,33.61,-,3.00,TERMINATING,0,1,1,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_SyntaxSupportArrays07-IndexIsArrayCell.bpl/lasso_trace_1.txt,TERMINATING,1.90,28.71,-,3.00,TERMINATING,0,1,1,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_SyntaxSupportArrays08-LexIndexValue.bpl/lasso_trace_1.txt,TERMINATING,1.92,826.48,-,34.00,UNKNOWN,0,1,1,2-Lexicographic Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_SyntaxSupportArrays10-Disjunction.bpl/lasso_trace_1.txt,TERMINATING,1.82,28.74,-,3.00,TERMINATING,0,1,1,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_SyntaxSupportArrays13-BooleanValues.bpl/lasso_trace_1.txt,TERMINATING,1.94,78.84,-,9.00,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_SyntaxSupportArrays16-CommonCell.bpl/lasso_trace_1.txt,TERMINATING,1.95,47.26,-,5.00,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_SyntaxSupportArrays17-CommonCellVariable.bpl/lasso_trace_1.txt,TERMINATING,1.77,49.33,-,5.00,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_SyntaxSupportArrays18-IndexEqualityInformationInLoop.bpl/lasso_trace_1.txt,TERMINATING,1.88,56.10,-,11.00,TERMINATING,0,1,1,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_SyntaxSupportArrays20-ArrayEquality.bpl/lasso_trace_1.txt,TERMINATING,2.11,31.74,-,5.00,TERMINATING,0,1,1,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_SyntaxSupportArrays27-ForeignIndexArrayEquality.bpl/lasso_trace_1.txt,TERMINATING,1.79,53.11,-,6.00,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_SyntaxSupportArrays29-AuxVarWrite.bpl/lasso_trace_1.txt,TERMINATING,2.26,82.32,-,6.00,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_SyntaxSupportArrays31-QuantifiedArray.bpl/lasso_trace_1.txt,TERMINATING,2.40,53.02,-,6.00,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_SyntaxSupportBooleans1.bpl/lasso_trace_1.txt,TERMINATING,2.13,26.67,36.70,3.00,TERMINATING,0,1,1,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_SyntaxSupportBooleans2.bpl/lasso_trace_1.txt,TERMINATING,1.50,55.95,35.48,3.00,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_SyntaxSupportBooleans3.bpl/lasso_trace_1.txt,TERMINATING,2.91,75.04,37.67,9.00,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_SyntaxSupportBooleans5.bpl/lasso_trace_1.txt,TERMINATING,1.82,738.33,40.47,30.00,UNKNOWN,0,1,1,2-Lexicographic Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_SyntaxSupportConst01.bpl/lasso_trace_1.txt,TERMINATING,1.91,28.68,37.86,3.00,TERMINATING,0,1,1,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_SyntaxSupportConst02.bpl/lasso_trace_1.txt,TERMINATING,2.18,55.92,35.95,5.00,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_SyntaxSupportConst03.bpl/lasso_trace_1.txt,TERMINATING,1.66,48.27,39.08,6.00,TERMINATING,1,1,2,Affine Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_SyntaxSupportDisjunction1.bpl/lasso_trace_1.txt,TERMINATING,2.15,35.99,51.90,8.00,TERMINATING,0,1,1,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_SyntaxSupportDisjunction3.bpl/lasso_trace_1.txt,TERMINATING,1.92,37.33,54.91,4.00,TERMINATING,0,1,1,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_SyntaxSupportDisjunction4.bpl/lasso_trace_1.txt,TERMINATING,1.94,295.97,39.61,34.00,UNKNOWN,0,1,1,2-Phase Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_SyntaxSupportDivision1.bpl/lasso_trace_1.txt,TERMINATING,2.19,78.99,40.81,13.00,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_SyntaxSupportIte1.bpl/lasso_trace_1.txt,TERMINATING,1.85,91.22,43.39,10.00,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_SyntaxSupportModulo1.bpl/lasso_trace_1.txt,TERMINATING,1.87,48.05,41.93,8.00,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_SyntaxSupportNegation.bpl/lasso_trace_1.txt,TERMINATING,1.87,30.44,36.74,4.00,TERMINATING,0,1,1,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_taipan-bug-postunsound-oldvarassign.bpl/lasso_trace_1.txt,TERMINATING,2.41,51.58,48.06,8.00,TERMINATING,7,1,8,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_TaylorSeriesRec.bpl/lasso_trace_3.txt,TERMINATING,1.49,56.64,76.04,9.00,TERMINATING,0,3,3,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_TerminatorRec02.bpl/lasso_trace_1.txt,TERMINATING,1.89,80.84,102.42,7.00,TERMINATING,0,3,3,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_TerminatorRec04.bpl/lasso_trace_1.txt,TERMINATING,1.48,57.89,48.74,7.00,TERMINATING,0,3,3,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_TerminatorRec04.bpl/lasso_trace_3.txt,TERMINATING,0.36,43.05,-,8.00,TERMINATING,1,12,13,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_TerminatorRec04.bpl/lasso_trace_4.txt,TERMINATING,0.33,32.05,-,9.00,TERMINATING,2,17,19,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_Test9.bpl/lasso_trace_1.txt,TERMINATING,1.74,61.52,49.39,6.00,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_Test9.bpl/lasso_trace_14.txt,TERMINATING,0.24,63.56,-,6.00,TERMINATING,19,17,36,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_ThreeLabelBug.bpl/lasso_trace_1.txt,TERMINATING,1.81,46.77,39.63,4.00,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_Thun.bpl/lasso_trace_1.txt,TERMINATING,1.85,59.90,35.37,6.00,TERMINATING,0,1,1,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_ThunPower2.bpl/lasso_trace_1.txt,TERMINATING,2.18,28.25,36.02,5.00,TERMINATING,0,1,1,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_TimesPlusUserDef.bpl/lasso_trace_1.txt,TERMINATING,1.69,78.54,96.38,10.00,TERMINATING,0,3,3,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_TimesPlusUserDef.bpl/lasso_trace_2.txt,TERMINATING,0.39,94.22,89.58,12.00,TERMINATING,1,4,5,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_TimesPlusUserDef.bpl/lasso_trace_3.txt,TERMINATING,0.42,65.48,74.93,8.00,TERMINATING,4,4,8,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_TimesPlusUserDef.bpl/lasso_trace_4.txt,TERMINATING,0.40,116.83,128.48,14.00,TERMINATING,4,4,8,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_TimesPlusUserDef.bpl/lasso_trace_5.txt,TERMINATING,0.32,53.30,158.60,13.00,TERMINATING,9,3,12,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_TIS.bpl/lasso_trace_1.txt,TERMINATING,1.94,59.80,56.44,6.00,TERMINATING,2,1,3,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_tripleNestedLoop.bpl/lasso_trace_2.txt,TERMINATING,0.44,31.43,30.77,5.00,TERMINATING,3,1,4,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_tripleNestedLoopSafe.bpl/lasso_trace_2.txt,TERMINATING,0.53,43.82,27.02,6.00,TERMINATING,3,1,4,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_TryingJordan.bpl/lasso_trace_1.txt,TERMINATING,1.81,41.77,74.16,5.00,TERMINATING,0,1,1,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_TUJJLR.bpl/lasso_trace_3.txt,TERMINATING,1.84,3281.31,-,203.00,UNKNOWN,2,3,5,Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_TUJLRJ.bpl/lasso_trace_2.txt,TERMINATING,2.00,3196.84,-,197.00,UNKNOWN,2,2,4,Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_TwoDimensional01-Sloviansk.bpl/lasso_trace_1.txt,TERMINATING,1.96,72.92,-,7.00,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_TwoDimensional02-Kreminna.bpl/lasso_trace_1.txt,TERMINATING,1.94,80.13,-,8.00,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_twoLoops.bpl/lasso_trace_1.txt,TERMINATING,2.00,48.66,34.52,8.00,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_twoLoopsDifferentVars.bpl/lasso_trace_1.txt,TERMINATING,2.10,66.29,34.31,6.00,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_twoLoopsDifferentVarsSafe2.bpl/lasso_trace_1.txt,TERMINATING,2.13,62.01,41.10,6.00,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_twoLoopsDifferentVarsSafe.bpl/lasso_trace_1.txt,TERMINATING,2.02,58.44,35.23,6.00,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_twoLoops_firstPart.bpl/lasso_trace_1.txt,TERMINATING,2.03,45.17,43.95,6.00,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_twoLoopsSameVars.bpl/lasso_trace_1.txt,TERMINATING,1.95,43.36,38.18,5.00,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_twoLoopsSameVarsSafe.bpl/lasso_trace_1.txt,TERMINATING,2.15,44.02,43.68,5.00,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_twoLoopsSameVarsUnsafe.bpl/lasso_trace_1.txt,TERMINATING,1.87,51.05,34.08,5.00,TERMINATING,1,1,2,Affine Template / Affine Template
