Trace Name,Result Code,Fixpoint (ms),Termination (ms),Nontermination (ms),pasttel (ms),PaSTTeL Status,Stem Size,Loop Size,Total Size Trace,Algo
ATVA2026_benchmark/TERM_LASSO//lasso_traces_coolant_basis_1_neg.c/lasso_trace_1.txt,TERMINATING,2.00,78.46,78.35,20.00,TERMINATING,5,6,11,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_coolant_basis_1_neg_false-valid-ltl.c/lasso_trace_1.txt,TERMINATING,2.26,69.35,62.97,39.00,TERMINATING,5,6,11,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_coolant_basis_1_neg_false-valid-ltl.c/lasso_trace_2.txt,TERMINATING,0.58,230.77,220.16,44.00,TERMINATING,13,7,20,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_coolant_basis_1_safe_sfty_true-valid-ltl.c/lasso_trace_1.txt,TERMINATING,2.44,65.43,61.20,35.00,TERMINATING,5,6,11,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_coolant_basis_1_safe_sfty_true-valid-ltl.c/lasso_trace_2.txt,TERMINATING,0.63,218.47,218.33,49.00,TERMINATING,13,7,20,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_coolant_basis_1_unsafe_sfty.c/lasso_trace_1.txt,TERMINATING,2.01,79.48,74.03,17.00,TERMINATING,5,6,11,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_coolant_basis_1_unsafe_sfty_false-valid-ltl.c/lasso_trace_1.txt,TERMINATING,2.81,67.73,60.00,34.00,TERMINATING,5,6,11,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_coolant_basis_1_unsafe_sfty_false-valid-ltl.c/lasso_trace_2.txt,TERMINATING,0.57,265.90,166.47,42.00,TERMINATING,13,7,20,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_coolant_basis_2_neg.c/lasso_trace_1.txt,TERMINATING,2.04,83.36,101.37,16.00,TERMINATING,5,6,11,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_coolant_basis_2_neg_false-valid-ltl.c/lasso_trace_1.txt,TERMINATING,2.35,75.71,98.39,44.00,TERMINATING,5,6,11,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_coolant_basis_2_neg_false-valid-ltl.c/lasso_trace_2.txt,TERMINATING,0.61,246.78,113.45,51.00,TERMINATING,12,7,19,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_coolant_basis_2_safe_liveness.c/lasso_trace_1.txt,TERMINATING,1.95,90.27,96.55,16.00,TERMINATING,5,6,11,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_coolant_basis_2_safe_liveness_true-valid-ltl.c/lasso_trace_1.txt,TERMINATING,2.49,81.96,86.20,45.00,TERMINATING,5,6,11,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_coolant_basis_2_safe_liveness_true-valid-ltl.c/lasso_trace_2.txt,TERMINATING,0.58,243.31,111.19,55.00,TERMINATING,12,7,19,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_coolant_basis_2_unsafe_liveness.c/lasso_trace_1.txt,TERMINATING,2.31,85.93,116.41,15.00,TERMINATING,5,6,11,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_coolant_basis_2_unsafe_liveness_false-valid-ltl.c/lasso_trace_1.txt,TERMINATING,2.33,84.16,84.77,44.00,TERMINATING,5,6,11,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_coolant_basis_2_unsafe_liveness_false-valid-ltl.c/lasso_trace_2.txt,TERMINATING,0.56,244.14,255.95,55.00,TERMINATING,12,7,19,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_Copenhagen.c/lasso_trace_1.txt,TERMINATING,2.09,84.64,65.80,12.00,TERMINATING,5,1,6,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_Copenhagen_no-overflow.c/lasso_trace_1.txt,TERMINATING,1.88,92.62,72.84,12.00,TERMINATING,5,1,6,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_Copenhagen_true-termination.c/lasso_trace_1.txt,TERMINATING,1.77,81.98,73.06,12.00,TERMINATING,5,1,6,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_CounterExp-4bit.c/lasso_trace_1.txt,TERMINATING,1.77,25667.83,63.89,69.00,TERMINATING,5,1,6,2-Phase Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_counting-bits-BK1.c/lasso_trace_1.txt,TERMINATING,2.21,128.75,213.19,7.00,TERMINATING,5,1,6,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_counting-bits-BK1_termination.c/lasso_trace_1.txt,TERMINATING,2.20,161.85,213.42,8.00,TERMINATING,5,1,6,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_counting-bits-BK.c/lasso_trace_1.txt,TERMINATING,2.10,135.28,204.12,13.00,TERMINATING,6,1,7,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_counting-bits-BK_termination.c/lasso_trace_1.txt,TERMINATING,2.14,138.94,205.34,14.00,TERMINATING,6,1,7,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_counting-bits-set.c/lasso_trace_1.txt,TERMINATING,3.18,145.10,139.54,25.00,TERMINATING,6,1,7,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_counting-bits-set_termination.c/lasso_trace_1.txt,TERMINATING,2.97,157.38,151.83,22.00,TERMINATING,6,1,7,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_Cousot.c/lasso_trace_1.txt,TERMINATING,2.02,115.89,85.17,14.00,TERMINATING,5,1,6,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_Cousot_false-no-overflow_false-termination.c/lasso_trace_1.txt,TERMINATING,2.12,109.90,91.07,14.00,TERMINATING,5,1,6,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_cover.t2.c/lasso_trace_1.txt,TERMINATING,1.77,249.77,312.44,13.00,TERMINATING,64,31,95,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_crc.t2.c/lasso_trace_11.txt,TERMINATING,0.39,221.86,354.26,25.00,TERMINATING,175,25,200,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_crc.t2.c/lasso_trace_23.txt,TERMINATING,0.40,408.43,507.24,24.00,TERMINATING,405,25,430,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_crc.t2.c/lasso_trace_9.txt,TERMINATING,1.63,373.66,506.32,19.00,TERMINATING,154,230,384,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_create_seg.t2.c/lasso_trace_1.txt,TERMINATING,1.81,413.06,473.00,25.00,TERMINATING,187,31,218,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_create.t2.c/lasso_trace_1.txt,TERMINATING,11.15,173.88,195.06,24.00,TERMINATING,155,31,186,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_create_via_tmps.t2.c/lasso_trace_1.txt,TERMINATING,1.80,189.93,227.03,27.00,TERMINATING,213,59,272,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_cScopingViaBoogieNames.c/lasso_trace_1.txt,TERMINATING,1.80,94.16,75.95,5.00,TERMINATING,5,2,7,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_destroy_seg_leak.t2.c/lasso_trace_1.txt,TERMINATING,1.98,56.54,58.25,37.00,TERMINATING,311,47,358,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_destroy_seg.t2.c/lasso_trace_1.txt,TERMINATING,1.94,216.16,255.31,40.00,TERMINATING,279,43,322,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_destroy.t2.c/lasso_trace_1.txt,TERMINATING,2.02,183.53,224.28,30.00,TERMINATING,199,31,230,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_diff.c/lasso_trace_2.txt,TERMINATING,2.22,8926.86,-,336.00,TERMINATING,1,6,7,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_disj_nightmare_abi.t2.c/lasso_trace_1.txt,TERMINATING,1.93,60.48,112.98,9.00,TERMINATING,16,11,27,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_disj_nightmare_abi.t2.c/lasso_trace_2.txt,TERMINATING,0.33,85.75,28.98,25.00,TERMINATING,23,15,38,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_disj_nightmare.t2.c/lasso_trace_1.txt,TERMINATING,2.10,338.07,364.44,42.00,TERMINATING,76,85,161,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_disj_nightmare.t2.c/lasso_trace_3.txt,TERMINATING,0.91,156.93,298.25,195.00,TERMINATING,88,89,177,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_diskperf_simpl1_true-unreach-call_true-termination.cil.c/lasso_trace_1.txt,TERMINATING,2.03,935.66,1233.49,70.00,TERMINATING,20,1,21,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_DivMinus2.c/lasso_trace_2.txt,TERMINATING,2.15,134.84,61.75,9.00,TERMINATING,5,3,8,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_DivMinus2.c/lasso_trace_3.txt,TERMINATING,0.53,55.22,41.61,18.00,TERMINATING,8,1,9,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_DivMinus2.c/lasso_trace_5.txt,TERMINATING,0.38,104.76,142.74,9.00,TERMINATING,9,4,13,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_DivMinus2.c/lasso_trace_7.txt,TERMINATING,0.39,45.92,30.99,18.00,TERMINATING,11,1,12,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_DivMinus2_no-overflow.c/lasso_trace_2.txt,TERMINATING,2.31,195.81,69.93,10.00,TERMINATING,5,3,8,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_DivMinus2_no-overflow.c/lasso_trace_3.txt,TERMINATING,0.57,77.80,56.30,18.00,TERMINATING,8,1,9,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_DivMinus2_no-overflow.c/lasso_trace_5.txt,TERMINATING,0.54,122.46,157.48,9.00,TERMINATING,9,4,13,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_DivMinus2_no-overflow.c/lasso_trace_7.txt,TERMINATING,0.37,46.87,29.21,18.00,TERMINATING,11,1,12,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_DivMinus.c/lasso_trace_1.txt,TERMINATING,2.04,67.74,42.56,8.00,TERMINATING,5,1,6,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_DivMinus_no-overflow.c/lasso_trace_1.txt,TERMINATING,3.28,74.06,36.21,8.00,TERMINATING,5,1,6,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_doubleLoop.c/lasso_trace_1.txt,TERMINATING,2.02,67.90,60.76,7.00,TERMINATING,5,1,6,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_dropbuf.t2.c/lasso_trace_1.txt,TERMINATING,1.91,395.62,573.07,20.00,TERMINATING,137,35,172,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_dsa_test10.t2.c/lasso_trace_1.txt,TERMINATING,1.69,130.05,145.55,9.00,TERMINATING,40,13,53,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_dsa_test15.t2.c/lasso_trace_1.txt,TERMINATING,1.65,120.69,112.73,8.00,TERMINATING,28,13,41,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_dsa_test6.t2.c/lasso_trace_1.txt,TERMINATING,1.49,90.58,33.35,7.00,TERMINATING,24,13,37,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_e-1394complete-succeed.t2.c/lasso_trace_1.txt,TERMINATING,1.72,585.97,757.52,24.00,TERMINATING,281,18,299,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_e-1394complete-succeed.t2.c/lasso_trace_2.txt,TERMINATING,0.41,413.94,537.01,29.00,TERMINATING,298,53,351,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_e-1394complete-succeed.t2.c/lasso_trace_3.txt,TERMINATING,0.58,348.24,372.49,27.00,TERMINATING,315,25,340,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_easy1.c/lasso_trace_1.txt,TERMINATING,2.02,185.44,92.25,29.00,TERMINATING,5,1,6,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_easy1_no-overflow.c/lasso_trace_1.txt,TERMINATING,2.60,282.89,109.42,26.00,TERMINATING,5,1,6,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_easy1_true-termination.c/lasso_trace_1.txt,TERMINATING,2.09,209.88,94.54,29.00,TERMINATING,5,1,6,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_easy2-1.c/lasso_trace_1.txt,TERMINATING,2.04,110.60,97.82,8.00,TERMINATING,5,1,6,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_easy2-1_no-overflow.c/lasso_trace_1.txt,TERMINATING,4.31,158.15,112.38,12.00,TERMINATING,5,1,6,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_easy2-2.c/lasso_trace_1.txt,TERMINATING,2.06,100.87,95.27,10.00,TERMINATING,5,1,6,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_easy2-2_no-overflow.c/lasso_trace_1.txt,TERMINATING,2.34,125.94,93.14,8.00,TERMINATING,5,1,6,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_easy2_true-termination.c/lasso_trace_1.txt,TERMINATING,2.22,103.74,85.99,8.00,TERMINATING,5,1,6,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_easySum_false-no-overflow_true-termination.c/lasso_trace_1.txt,TERMINATING,2.02,74.34,34.20,12.00,TERMINATING,5,1,6,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_easySum_true-termination.c/lasso_trace_1.txt,TERMINATING,2.53,53.23,51.83,7.00,TERMINATING,7,1,8,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_edn.t2.c/lasso_trace_1.txt,TERMINATING,1.79,259.17,308.77,18.00,TERMINATING,184,21,205,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_egcd3-both-nt.c/lasso_trace_2.txt,TERMINATING,1.96,145.79,34.16,31.00,TERMINATING,5,3,8,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_egcd3-both-nt_no-overflow.c/lasso_trace_2.txt,TERMINATING,2.93,200.98,49.79,30.00,TERMINATING,5,3,8,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_egcd3-both-t.c/lasso_trace_2.txt,TERMINATING,2.24,96.31,52.06,27.00,TERMINATING,5,3,8,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_egcd3-both-t_no-overflow.c/lasso_trace_2.txt,TERMINATING,3.17,137.39,60.71,30.00,TERMINATING,5,3,8,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_elmhes.c.i.elmhes.pl.t2.fixed.t2.c/lasso_trace_1.txt,TERMINATING,2.16,161.07,187.64,16.00,TERMINATING,40,38,78,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_elmhes.c.i.elmhes.pl.t2.fixed.t2.c/lasso_trace_2.txt,TERMINATING,0.47,56.30,27.91,15.00,TERMINATING,53,30,83,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_elmhes.c.i.elmhes.pl.t2.nor.t2.rlgfixed.t2.c/lasso_trace_1.txt,TERMINATING,2.30,174.36,195.25,16.00,TERMINATING,40,38,78,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_elmhes.c.i.elmhes.pl.t2.nor.t2.rlgfixed.t2.c/lasso_trace_2.txt,TERMINATING,0.36,58.82,28.31,15.00,TERMINATING,53,30,83,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_elmhes.t2.c/lasso_trace_1.txt,TERMINATING,2.02,163.43,191.65,14.00,TERMINATING,40,38,78,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_elmhes.t2.c/lasso_trace_2.txt,TERMINATING,0.31,67.37,30.04,15.00,TERMINATING,53,30,83,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_e-popl07-fail.t2.c/lasso_trace_1.txt,TERMINATING,1.92,491.62,327.49,24.00,TERMINATING,129,28,157,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_eric1.t2.c/lasso_trace_1.txt,TERMINATING,1.77,92.64,83.37,9.00,TERMINATING,23,13,36,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_eric1.t2.c/lasso_trace_3.txt,TERMINATING,0.44,156.45,169.55,30.00,TERMINATING,62,14,76,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_eric1.t2.c/lasso_trace_5.txt,TERMINATING,0.28,52.09,87.91,10.00,TERMINATING,86,36,122,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_eric1.t2.c/lasso_trace_6.txt,TERMINATING,0.32,113.95,122.00,27.00,TERMINATING,98,23,121,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_eric1.t2.c/lasso_trace_7.txt,TERMINATING,0.26,70.82,36.44,7.00,TERMINATING,108,36,144,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_eric1.t2.c/lasso_trace_8.txt,TERMINATING,0.29,116.78,112.77,29.00,TERMINATING,93,45,138,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_eric2.t2.c/lasso_trace_1.txt,TERMINATING,2.23,493.66,614.85,34.00,TERMINATING,183,17,200,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_eric2.t2.c/lasso_trace_10.txt,TERMINATING,0.70,263.48,629.97,39.00,TERMINATING,228,26,254,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_eric2.t2.c/lasso_trace_11.txt,TERMINATING,0.65,239.03,322.20,45.00,TERMINATING,220,36,256,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_eric2.t2.c/lasso_trace_12.txt,TERMINATING,0.53,187.33,223.12,55.00,TERMINATING,229,36,265,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_eric2.t2.c/lasso_trace_13.txt,TERMINATING,0.65,170.52,694.32,45.00,TERMINATING,221,9,230,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_eric2.t2.c/lasso_trace_14.txt,TERMINATING,0.62,515.17,625.64,45.00,TERMINATING,221,9,230,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_eric2.t2.c/lasso_trace_15.txt,TERMINATING,0.60,242.54,292.33,46.00,TERMINATING,221,9,230,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_eric2.t2.c/lasso_trace_16.txt,TERMINATING,0.56,240.93,318.92,51.00,TERMINATING,221,9,230,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_eric2.t2.c/lasso_trace_17.txt,TERMINATING,0.85,176.68,718.84,48.00,TERMINATING,221,9,230,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_eric2.t2.c/lasso_trace_18.txt,TERMINATING,0.58,139.51,655.44,47.00,TERMINATING,221,9,230,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_eric2.t2.c/lasso_trace_19.txt,TERMINATING,0.61,419.69,547.97,48.00,TERMINATING,221,9,230,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_eric2.t2.c/lasso_trace_2.txt,TERMINATING,0.82,376.80,471.25,42.00,TERMINATING,192,9,201,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_eric2.t2.c/lasso_trace_20.txt,TERMINATING,0.48,535.00,720.32,45.00,TERMINATING,221,9,230,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_eric2.t2.c/lasso_trace_21.txt,TERMINATING,0.68,86.32,100.88,41.00,TERMINATING,221,9,230,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_eric2.t2.c/lasso_trace_22.txt,TERMINATING,1.84,199.80,227.17,41.00,TERMINATING,221,9,230,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_eric2.t2.c/lasso_trace_23.txt,TERMINATING,0.59,595.43,778.81,38.00,TERMINATING,221,9,230,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_eric2.t2.c/lasso_trace_24.txt,TERMINATING,0.67,428.03,593.10,49.00,TERMINATING,221,9,230,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_eric2.t2.c/lasso_trace_25.txt,TERMINATING,0.76,250.68,316.61,43.00,TERMINATING,221,9,230,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_eric2.t2.c/lasso_trace_26.txt,TERMINATING,0.62,374.59,473.37,44.00,TERMINATING,221,9,230,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_eric2.t2.c/lasso_trace_27.txt,TERMINATING,0.50,435.24,534.06,51.00,TERMINATING,221,9,230,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_eric2.t2.c/lasso_trace_28.txt,TERMINATING,0.63,386.27,39.49,50.00,TERMINATING,221,9,230,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_eric2.t2.c/lasso_trace_29.txt,TERMINATING,0.59,533.50,672.33,46.00,TERMINATING,221,9,230,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_eric2.t2.c/lasso_trace_30.txt,TERMINATING,0.66,468.07,578.84,44.00,TERMINATING,221,9,230,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_eric2.t2.c/lasso_trace_31.txt,TERMINATING,0.66,132.53,157.55,48.00,TERMINATING,221,9,230,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_eric2.t2.c/lasso_trace_32.txt,TERMINATING,0.62,536.64,703.94,45.00,TERMINATING,221,9,230,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_eric2.t2.c/lasso_trace_33.txt,TERMINATING,0.75,360.72,453.27,44.00,TERMINATING,221,9,230,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_eric2.t2.c/lasso_trace_34.txt,TERMINATING,0.68,131.59,74.46,48.00,TERMINATING,221,9,230,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_eric2.t2.c/lasso_trace_35.txt,TERMINATING,0.63,582.53,739.02,44.00,TERMINATING,221,9,230,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_eric2.t2.c/lasso_trace_36.txt,TERMINATING,0.59,371.83,514.81,48.00,TERMINATING,221,9,230,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_eric2.t2.c/lasso_trace_37.txt,TERMINATING,0.68,60.49,51.27,47.00,TERMINATING,221,9,230,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_eric2.t2.c/lasso_trace_38.txt,TERMINATING,0.63,280.17,164.86,46.00,TERMINATING,221,9,230,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_eric2.t2.c/lasso_trace_39.txt,TERMINATING,0.66,52.88,74.20,43.00,TERMINATING,221,9,230,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_eric2.t2.c/lasso_trace_4.txt,TERMINATING,0.64,343.38,360.42,47.00,TERMINATING,206,21,227,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_eric2.t2.c/lasso_trace_40.txt,TERMINATING,0.85,496.91,655.79,45.00,TERMINATING,221,9,230,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_eric2.t2.c/lasso_trace_41.txt,TERMINATING,0.65,392.50,523.95,44.00,TERMINATING,221,9,230,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_eric2.t2.c/lasso_trace_42.txt,TERMINATING,0.69,355.29,448.97,42.00,TERMINATING,221,9,230,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_eric2.t2.c/lasso_trace_43.txt,TERMINATING,0.68,413.59,581.98,43.00,TERMINATING,221,9,230,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_eric2.t2.c/lasso_trace_44.txt,TERMINATING,0.66,169.71,89.65,45.00,TERMINATING,221,9,230,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_eric2.t2.c/lasso_trace_45.txt,TERMINATING,0.64,182.08,259.08,48.00,TERMINATING,221,9,230,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_eric2.t2.c/lasso_trace_46.txt,TERMINATING,0.68,209.10,280.94,44.00,TERMINATING,221,9,230,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_eric2.t2.c/lasso_trace_47.txt,TERMINATING,0.89,456.90,164.17,48.00,TERMINATING,221,9,230,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_eric2.t2.c/lasso_trace_48.txt,TERMINATING,0.62,80.43,404.40,44.00,TERMINATING,221,9,230,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_eric2.t2.c/lasso_trace_49.txt,TERMINATING,0.68,222.95,265.19,44.00,TERMINATING,221,9,230,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_eric2.t2.c/lasso_trace_5.txt,TERMINATING,0.63,604.00,794.84,32.00,TERMINATING,215,17,232,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_eric2.t2.c/lasso_trace_6.txt,TERMINATING,0.74,221.93,308.68,56.00,TERMINATING,223,27,250,Affine Template / Affine Template
