lassos	nodes	cvc5	z3	Status
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_ChenFlurMukhopadhyay-SAS2012-Ex3.08.c/lasso_trace_1.txt	826	12	6	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_ChenFlurMukhopadhyay-SAS2012-Ex3.09_no-overflow.c/lasso_trace_1.txt	827	15	8	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_ChenFlurMukhopadhyay-SAS2012-Ex3.09_true-termination.c/lasso_trace_1.txt	828	14	9	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_ChenFlurMukhopadhyay-SAS2012-Ex3.09.c/lasso_trace_1.txt	829	17	8	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_ChenFlurMukhopadhyay-SAS2012-Ex3.10_no-overflow.c/lasso_trace_1.txt	830	10	8	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_ChenFlurMukhopadhyay-SAS2012-Ex3.10_true-termination.c/lasso_trace_1.txt	831	9	6	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_ChenFlurMukhopadhyay-SAS2012-Ex3.10.c/lasso_trace_1.txt	832	11	6	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_ChenFlurMukhopadhyay-SAS2012-Ex4.01_false-termination.c/lasso_trace_1.txt	833	2	1	NONTERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_ChenFlurMukhopadhyay-SAS2012-Ex4.01_no-overflow.c/lasso_trace_1.txt	834	19	8	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_ChenFlurMukhopadhyay-SAS2012-Ex4.01_true-termination.c/lasso_trace_1.txt	835	19	9	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_ChenFlurMukhopadhyay-SAS2012-Ex4.01.c/lasso_trace_1.txt	836	19	9	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_ChenFlurMukhopadhyay-SAS2012-Fig1_no-overflow.c/lasso_trace_1.txt	837	18	9	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_ChenFlurMukhopadhyay-SAS2012-Fig1_true-termination.c/lasso_trace_1.txt	838	16	9	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_ChenFlurMukhopadhyay-SAS2012-Fig1.c/lasso_trace_1.txt	839	15	9	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_ChoirNightTrezor02.c/lasso_trace_1.txt	840	14	9	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_ChoirNightTrezor03.bpl/lasso_trace_1.txt	841	15	8	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_cnt.t2.c/lasso_trace_11.txt	842	5	3	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_cnt.t2.c/lasso_trace_16.txt	843	6	4	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_cnt.t2.c/lasso_trace_25.txt	844	6	4	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_codeblockAssertOrder01.bpl/lasso_trace_1.txt	845	5	3	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_codeblockAssertOrder02.bpl/lasso_trace_1.txt	846	7	4	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_cohencu1-both-t_termination.c/lasso_trace_1.txt	847	12	7	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_cohencu1-both-t.c/lasso_trace_1.txt	848	12	7	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_Collatz.bpl/lasso_trace_2.txt	849	2	1	NONTERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_collatz.c/lasso_trace_18.txt	850	7	4	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_collatz.c/lasso_trace_2.txt	851	7	4	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_collatz.c/lasso_trace_3.txt	852	7	4	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_collatz.t2.c/lasso_trace_10.txt	853	28	13	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_collatz.t2.c/lasso_trace_17.txt	854	94	53	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_collatz.t2.c/lasso_trace_18.txt	855	86	46	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_collatz.t2.c/lasso_trace_19.txt	856	118	59	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_collatz.t2.c/lasso_trace_3.txt	857	6	4	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_collatz.t2.c/lasso_trace_4.txt	858	45	16	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_collatz.t2.c/lasso_trace_5.txt	859	39	22	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_collatz.t2.c/lasso_trace_9.txt	860	30	14	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_ColonSipma-TACAS2001-Fig1_no-overflow.c/lasso_trace_1.txt	861	11	6	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_ColonSipma-TACAS2001-Fig1_true-termination.c/lasso_trace_1.txt	862	11	6	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_ColonSipma-TACAS2001-Fig1.c/lasso_trace_1.txt	863	12	7	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_complex_guard.t2.c/lasso_trace_1.txt	864	6	3	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_ComplInterv2_no-overflow.c/lasso_trace_1.txt	865	2	1	NONTERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_ComplInterv2.c/lasso_trace_1.txt	866	2	1	NONTERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_ComplInterv3_false-no-overflow_false-termination.c/lasso_trace_1.txt	867	4	2	NONTERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_ComplInterv3.c/lasso_trace_1.txt	868	4	2	NONTERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_CompoundExpression01.c/lasso_trace_1.txt	869	2	1	NONTERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_concurrent_FiveToOne_nonterminating.bpl/lasso_trace_1.txt	870	7	4	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_concurrent_FiveToOne_nonterminating.bpl/lasso_trace_5.txt	871	1	1	NONTERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_concurrent_increment_nonterminating.bpl/lasso_trace_1.txt	872	7	4	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_concurrent_increment_nonterminating.bpl/lasso_trace_3.txt	873	7	5	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_concurrent_increment_nonterminating.bpl/lasso_trace_4.txt	874	8	5	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_concurrent_increment_nonterminating.bpl/lasso_trace_6.txt	875	2	1	NONTERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_concurrent_increment_nonterminating2.bpl/lasso_trace_2.txt	876	7	5	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_concurrent_increment_nonterminating2.bpl/lasso_trace_4.txt	877	7	5	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_concurrent_increment_nonterminating2.bpl/lasso_trace_6.txt	878	1	1	NONTERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_concurrent_increment.bpl/lasso_trace_1.txt	879	8	5	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_concurrent_increment.bpl/lasso_trace_2.txt	880	10	6	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_concurrent_mult.bpl/lasso_trace_1.txt	881	11	6	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_concurrent_mult.bpl/lasso_trace_2.txt	882	12	8	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_concurrent_terminating.bpl/lasso_trace_1.txt	883	5	3	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_concurrent_terminating.bpl/lasso_trace_2.txt	884	11	4	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_concurrent_ThreeThreadsAlternating_nonterminating.bpl/lasso_trace_1.txt	885	7	4	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_concurrent_ThreeThreadsAlternating_nonterminating.bpl/lasso_trace_3.txt	886	8	5	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_concurrent_ThreeThreadsAlternating_nonterminating.bpl/lasso_trace_6.txt	887	2	1	NONTERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_concurrent_TwoOne_nonterminating.bpl/lasso_trace_1.txt	888	7	4	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_concurrent_TwoOne_nonterminating.bpl/lasso_trace_4.txt	889	1	1	NONTERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_const1.i_3.bplTransformedIcfg_BEv2_6.bpl/lasso_trace_1.txt	890	7	4	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_constants.t2.c/lasso_trace_1.txt	891	10	6	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_consts1.t2.c/lasso_trace_2.txt	892	6	3	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_consts1nt.t2.c/lasso_trace_1.txt	893	3	1	NONTERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_consts2.t2.c/lasso_trace_1.txt	894	6	4	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_consts2nt.t2.c/lasso_trace_1.txt	895	2	1	NONTERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_consts3.t2.c/lasso_trace_1.txt	896	6	4	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_consts3nt.t2.c/lasso_trace_1.txt	897	3	1	NONTERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_consts4.t2.c/lasso_trace_1.txt	898	6	4	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_consts4nt.t2.c/lasso_trace_1.txt	899	2	1	NONTERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_consts5nt.t2.c/lasso_trace_1.txt	900	3	2	NONTERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_continue-Safe.c/lasso_trace_1.txt	901	2	1	NONTERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_Continue.bpl/lasso_trace_1.txt	902	2	1	NONTERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_Continue1.bpl/lasso_trace_1.txt	903	5	4	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_continueStatement.c/lasso_trace_1.txt	904	26	12	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_ConvLower_no-overflow.c/lasso_trace_1.txt	905	2	1	NONTERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_ConvLower.c/lasso_trace_1.txt	906	2	1	NONTERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_cook.bpl/lasso_trace_1.txt	907	5	4	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_CookSeeZuleger-TACAS2013-Fig1_no-overflow.c/lasso_trace_1.txt	908	17	9	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_CookSeeZuleger-TACAS2013-Fig1_true-termination.c/lasso_trace_1.txt	909	17	9	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_CookSeeZuleger-TACAS2013-Fig1.c/lasso_trace_1.txt	910	17	9	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_CookSeeZuleger-TACAS2013-Fig7a_no-overflow.c/lasso_trace_1.txt	911	25	14	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_CookSeeZuleger-TACAS2013-Fig7a_true-termination.c/lasso_trace_1.txt	912	25	13	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_CookSeeZuleger-TACAS2013-Fig7a.c/lasso_trace_1.txt	913	28	13	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_CookSeeZuleger-TACAS2013-Fig7b_no-overflow.c/lasso_trace_1.txt	914	37	23	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_CookSeeZuleger-TACAS2013-Fig7b_true-termination.c/lasso_trace_1.txt	915	38	23	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_CookSeeZuleger-TACAS2013-Fig7b.c/lasso_trace_1.txt	916	37	23	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_coolant_basis_1_neg_false-valid-ltl.c/lasso_trace_1.txt	917	43	22	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_coolant_basis_1_neg_false-valid-ltl.c/lasso_trace_2.txt	918	44	23	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_coolant_basis_1_neg_false-valid-ltl.c/lasso_trace_5.txt	919	14	8	NONTERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_coolant_basis_1_neg.c/lasso_trace_1.txt	920	20	13	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_coolant_basis_1_neg.c/lasso_trace_2.txt	921	12	7	NONTERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_coolant_basis_1_safe_sfty_true-valid-ltl.c/lasso_trace_1.txt	922	42	23	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_coolant_basis_1_safe_sfty_true-valid-ltl.c/lasso_trace_2.txt	923	47	27	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_coolant_basis_1_safe_sfty_true-valid-ltl.c/lasso_trace_5.txt	924	14	8	NONTERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_coolant_basis_1_unsafe_sfty_false-valid-ltl.c/lasso_trace_1.txt	925	43	26	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_coolant_basis_1_unsafe_sfty_false-valid-ltl.c/lasso_trace_2.txt	926	45	26	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_coolant_basis_1_unsafe_sfty_false-valid-ltl.c/lasso_trace_5.txt	927	13	8	NONTERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_coolant_basis_1_unsafe_sfty.c/lasso_trace_1.txt	928	19	13	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_coolant_basis_1_unsafe_sfty.c/lasso_trace_2.txt	929	11	7	NONTERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_coolant_basis_2_neg_false-valid-ltl.c/lasso_trace_1.txt	930	46	27	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_coolant_basis_2_neg_false-valid-ltl.c/lasso_trace_2.txt	931	52	32	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_coolant_basis_2_neg_false-valid-ltl.c/lasso_trace_5.txt	932	16	9	NONTERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_coolant_basis_2_neg.c/lasso_trace_1.txt	933	23	14	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_coolant_basis_2_neg.c/lasso_trace_2.txt	934	14	8	NONTERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_coolant_basis_2_safe_liveness_true-valid-ltl.c/lasso_trace_1.txt	935	45	27	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_coolant_basis_2_safe_liveness_true-valid-ltl.c/lasso_trace_2.txt	936	48	31	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_coolant_basis_2_safe_liveness_true-valid-ltl.c/lasso_trace_5.txt	937	16	9	NONTERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_coolant_basis_2_safe_liveness.c/lasso_trace_1.txt	938	23	14	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_coolant_basis_2_safe_liveness.c/lasso_trace_2.txt	939	14	8	NONTERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_coolant_basis_2_unsafe_liveness_false-valid-ltl.c/lasso_trace_1.txt	940	49	30	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_coolant_basis_2_unsafe_liveness_false-valid-ltl.c/lasso_trace_2.txt	941	49	30	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_coolant_basis_2_unsafe_liveness_false-valid-ltl.c/lasso_trace_5.txt	942	5	2	NONTERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_coolant_basis_2_unsafe_liveness.c/lasso_trace_1.txt	943	20	15	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_coolant_basis_2_unsafe_liveness.c/lasso_trace_2.txt	944	3	2	NONTERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_coolant_basis_3_safe_sftyliveness_true-valid-ltl.c/lasso_trace_1.txt	945	4	2	NONTERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_coolant_basis_3_unsafe_sftyliveness_false-valid-ltl.c/lasso_trace_1.txt	946	2	2	NONTERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_coolant_basis_4_1_unsafe_sftyliveness_false-valid-ltl.c/lasso_trace_1.txt	947	2	1	NONTERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_coolant_basis_4_1_unsafe_sftyliveness.c/lasso_trace_1.txt	948	2	1	NONTERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_coolant_basis_4_2_unsafe_sftyliveness_false-valid-ltl.c/lasso_trace_1.txt	949	2	1	NONTERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_coolant_basis_4_2_unsafe_sftyliveness.c/lasso_trace_1.txt	950	2	1	NONTERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_coolant_basis_4_neg_false-valid-ltl.c/lasso_trace_1.txt	951	2	1	NONTERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_coolant_basis_4_safe_sftyliveness_true-valid-ltl.c/lasso_trace_1.txt	952	2	1	NONTERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_coolant_basis_4_unsafe_sftyliveness_false-valid-ltl.c/lasso_trace_1.txt	953	2	1	NONTERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_coolant_basis_4_unsafe_sftyliveness.c/lasso_trace_1.txt	954	2	2	NONTERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_coolant_basis_5_neg_false-valid-ltl.c/lasso_trace_1.txt	955	3	1	NONTERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_coolant_basis_5_safe_sftyliveness_true-valid-ltl.c/lasso_trace_1.txt	956	2	1	NONTERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_coolant_basis_5_unsafe_sftyliveness_false-valid-ltl.c/lasso_trace_1.txt	957	2	2	NONTERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_coolant_basis_5_unsafe_sftyliveness.c/lasso_trace_1.txt	958	3	1	NONTERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_coolant_basis_6_safe_sftyliveness_true-valid-ltl.c/lasso_trace_1.txt	959	3	2	NONTERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_coolant_basis_6_safe_sftyliveness.c/lasso_trace_1.txt	960	2	1	NONTERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_coolant_basis_6_unsafe_sftyliveness_false-valid-ltl.c/lasso_trace_1.txt	961	2	1	NONTERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_coolant_basis_6_unsafe_sftyliveness.c/lasso_trace_1.txt	962	2	1	NONTERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_coolant.bpl/lasso_trace_1.txt	963	2	2	NONTERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_coolant2_unsafe.bpl/lasso_trace_1.txt	964	2	1	NONTERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_coolant2.bpl/lasso_trace_1.txt	965	2	1	NONTERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_coolant3.bpl/lasso_trace_1.txt	966	2	1	NONTERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_coolant4_safe.bpl/lasso_trace_1.txt	967	2	2	NONTERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_coolant4.bpl/lasso_trace_1.txt	968	2	1	NONTERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_coolant5_safe.bpl/lasso_trace_1.txt	969	2	1	NONTERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_coolant5_unsafe.bpl/lasso_trace_1.txt	970	2	1	NONTERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_coolant5.bpl/lasso_trace_1.txt	971	3	2	NONTERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_CooperatingT2_consts1.bpl/lasso_trace_1.txt	972	11	5	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_Copenhagen_no-overflow.c/lasso_trace_1.txt	973	8	4	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_Copenhagen_true-termination.c/lasso_trace_1.txt	974	8	4	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_Copenhagen.bpl/lasso_trace_1.txt	975	10	5	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_Copenhagen.c/lasso_trace_1.txt	976	8	5	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_CopenhagenWithTmp.bpl/lasso_trace_1.txt	977	6	4	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_CopenhagenYis0.bpl/lasso_trace_1.txt	978	7	4	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_CostaDouble.bpl/lasso_trace_1.txt	979	4	3	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_CostaDouble.bpl/lasso_trace_3.txt	980	6	4	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_count_by_1_variant.i_2.bpl/lasso_trace_1.txt	981	6	3	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_count_by_1_variant.i_2.bplTransformedIcfg_BEv2_3.bpl/lasso_trace_1.txt	982	6	3	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_count_by_1.i_3.bpl/lasso_trace_1.txt	983	5	3	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_count_by_2.i_3.bpl/lasso_trace_1.txt	984	6	3	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_count_by_2.i_3.bplTransformedIcfg_BEv2_3.bpl/lasso_trace_1.txt	985	6	3	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_count_by_k.i_3.bpl/lasso_trace_1.txt	986	7	4	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_count_by_k.i_3.bplTransformedIcfg_BEv2_3.bpl/lasso_trace_1.txt	987	11	5	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_count_by_nondet.i_3.bpl/lasso_trace_1.txt	988	9	5	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_count_by_nondet.i_3.bplTransformedIcfg_BEv2_3.bpl/lasso_trace_1.txt	989	9	5	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_count_up_down.i_3.bplTransformedIcfg_BEv2_7.bpl/lasso_trace_1.txt	990	11	8	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_CounterExp-4bit.c/lasso_trace_1.txt	991	116	51	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_counting-bits-BK_termination.c/lasso_trace_1.txt	992	40	21	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_counting-bits-BK.c/lasso_trace_1.txt	993	40	19	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_counting-bits-BK1_termination.c/lasso_trace_1.txt	994	9	5	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_counting-bits-BK1.c/lasso_trace_1.txt	995	10	6	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_counting-bits-set_termination.c/lasso_trace_1.txt	996	29	16	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_counting-bits-set.c/lasso_trace_1.txt	997	32	17	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_CountTillBound-Downwards.bpl/lasso_trace_1.txt	998	6	3	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_CountTillBound-Jupiter.bpl/lasso_trace_1.txt	999	9	4	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_CountTillBound-Loop-2.bpl/lasso_trace_1.txt	1000	7	4	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_CountTillBound-Loop.bpl/lasso_trace_1.txt	1001	8	3	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_CountTillBound-Recursion.bpl/lasso_trace_1.txt	1002	6	4	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_Cousot_false-no-overflow_false-termination.c/lasso_trace_1.txt	1003	7	4	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_Cousot_false-no-overflow_false-termination.c/lasso_trace_3.txt	1004	3	2	NONTERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_cousot_rec.bpl/lasso_trace_1.txt	1005	3	2	NONTERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_Cousot.c/lasso_trace_1.txt	1006	7	4	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_Cousot.c/lasso_trace_3.txt	1007	3	2	NONTERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_cover.t2.c/lasso_trace_1.txt	1008	10	4	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_CPS1-1617-Sheet03-Exercise03.bpl/lasso_trace_1.txt	1009	7	4	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_CPS1-1617-Sheet03-Exercise03.bpl/lasso_trace_2.txt	1010	7	4	TERMINATING
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_CPS1-1617-Sheet03-Exercise03.bpl/lasso_trace_3.txt	1011	7	4	TERMINATING
