Trace Name,Result Code,Ultimate-Fixpoint (ms),Ultimate (ms),pasttel (ms),PaSTTeL Status,Stem Size,Loop Size,Total Size Trace,Algo
ATVA2026_benchmark/TERM_LASSO/SI_ARRAYS//lasso_traces_ArraysWithLenghtAtDeclaration.c_11.bpl/lasso_trace_2.txt,TERMINATING,1.94,288.91,35.00,TERMINATING,1,4,5,Affine template / Affine template
ATVA2026_benchmark/TERM_LASSO/SI_ARRAYS//lasso_traces_ArraysWithLenghtAtDeclaration.c_11.bpl/lasso_trace_4.txt,TERMINATING,1.20,258.38,44.00,TERMINATING,6,6,12,Affine template / Affine template
ATVA2026_benchmark/TERM_LASSO/SI_ARRAYS//lasso_traces_ArraysWithLenghtAtDeclaration.c_11.bpl/lasso_trace_5.txt,TERMINATING,0.59,166.43,155.00,UNKNOWN,7,2,9,Affine template
ATVA2026_benchmark/TERM_LASSO/SI_ARRAYS//lasso_traces_ArraysWithLenghtAtDeclaration.c_9.bpl/lasso_trace_2.txt,TERMINATING,1.84,287.00,27.00,TERMINATING,1,3,4,Affine template / Affine template
ATVA2026_benchmark/TERM_LASSO/SI_ARRAYS//lasso_traces_ArraysWithLenghtAtDeclaration.c_9.bpl/lasso_trace_4.txt,TERMINATING,1.01,186.23,49.00,TERMINATING,5,4,9,Affine template / Affine template
ATVA2026_benchmark/TERM_LASSO/SI_ARRAYS//lasso_traces_ArraysWithLenghtAtDeclaration.c_9.bpl/lasso_trace_5.txt,TERMINATING,0.55,100.20,31.00,TERMINATING,6,1,7,Affine template / Affine template
ATVA2026_benchmark/TERM_LASSO/SI_ARRAYS//lasso_traces_ArraysWithLenghtAtDeclaration-read.c_11.bpl/lasso_trace_3.txt,TERMINATING,1.78,82.38,45.00,TERMINATING,1,4,5,Affine template / Affine template
ATVA2026_benchmark/TERM_LASSO/SI_ARRAYS//lasso_traces_ArraysWithLenghtAtDeclaration-read.c_11.bpl/lasso_trace_5.txt,TERMINATING,0.62,92.35,41.00,TERMINATING,6,5,11,Affine template / Affine template
ATVA2026_benchmark/TERM_LASSO/SI_ARRAYS//lasso_traces_ArraysWithLenghtAtDeclaration-read.c_11.bpl/lasso_trace_6.txt,TERMINATING,0.53,199.95,180.00,UNKNOWN,7,1,8,Affine template
ATVA2026_benchmark/TERM_LASSO/SI_ARRAYS//lasso_traces_ArraysWithLenghtAtDeclaration-read.c_12.bpl/lasso_trace_3.txt,TERMINATING,1.94,58.05,40.00,TERMINATING,1,6,7,Affine template / Affine template
ATVA2026_benchmark/TERM_LASSO/SI_ARRAYS//lasso_traces_ArraysWithLenghtAtDeclaration-read.c_12.bpl/lasso_trace_5.txt,TERMINATING,0.53,104.99,50.00,TERMINATING,8,8,16,Affine template / Affine template
ATVA2026_benchmark/TERM_LASSO/SI_ARRAYS//lasso_traces_ArraysWithLenghtAtDeclaration-read.c_13.bpl/lasso_trace_3.txt,TERMINATING,1.98,346.84,41.00,TERMINATING,1,5,6,Affine template / Affine template
ATVA2026_benchmark/TERM_LASSO/SI_ARRAYS//lasso_traces_ArraysWithLenghtAtDeclaration-read.c_13.bpl/lasso_trace_5.txt,TERMINATING,0.56,269.07,35.00,TERMINATING,7,6,13,Affine template / Affine template
ATVA2026_benchmark/TERM_LASSO/SI_ARRAYS//lasso_traces_ArraysWithLenghtAtDeclaration-read.c_13.bpl/lasso_trace_6.txt,TERMINATING,0.57,172.73,34.00,TERMINATING,8,1,9,Affine template / Affine template
ATVA2026_benchmark/TERM_LASSO/SI_ARRAYS//lasso_traces_ArraysWithLenghtAtDeclaration-read.c_6.bpl/lasso_trace_1.txt,TERMINATING,3.41,125.26,120.00,UNKNOWN,1,2,3,Affine template
ATVA2026_benchmark/TERM_LASSO/SI_ARRAYS//lasso_traces_ArraysWithLenghtAtDeclaration-read.c_7.bpl/lasso_trace_1.txt,TERMINATING,4.07,190.18,25.00,TERMINATING,1,1,2,Affine template / Affine template
ATVA2026_benchmark/TERM_LASSO/SI_ARRAYS//lasso_traces_ArraysWithLenghtAtDeclaration-write.c_8.bpl/lasso_trace_1.txt,TERMINATING,3.08,141.80,116.00,UNKNOWN,1,2,3,Affine template
ATVA2026_benchmark/TERM_LASSO/SI_ARRAYS//lasso_traces_ArraysWithLenghtAtDeclaration-write.c_9.bpl/lasso_trace_1.txt,TERMINATING,2.74,258.16,132.00,UNKNOWN,1,1,2,Affine template
ATVA2026_benchmark/TERM_LASSO/SI_ARRAYS//lasso_traces_bubblesort-alloca.i_7.bpl/lasso_trace_1.txt,TERMINATING,2.51,133.95,15.00,TERMINATING,1,2,3,Affine template / Affine template
ATVA2026_benchmark/TERM_LASSO/SI_ARRAYS//lasso_traces_bubblesort-alloca.i_8.bpl/lasso_trace_1.txt,TERMINATING,1.54,103.32,10.00,TERMINATING,1,2,3,Affine template / Affine template
ATVA2026_benchmark/TERM_LASSO/SI_ARRAYS//lasso_traces_bubblesort-alloca.i_8.bpl/lasso_trace_2.txt,TERMINATING,1.13,127.33,20.00,TERMINATING,2,2,4,Affine template / Affine template
ATVA2026_benchmark/TERM_LASSO/SI_ARRAYS//lasso_traces_bubblesort-alloca.i_8.bpl/lasso_trace_5.txt,TERMINATING,0.54,1082.44,126.00,TERMINATING,8,2,10,Affine template / Affine template
ATVA2026_benchmark/TERM_LASSO/SI_ARRAYS//lasso_traces_BugMapElimination01-Aleppo-A.bpl/lasso_trace_1.txt,TERMINATING,2.45,94.45,22.00,TERMINATING,1,8,9,Affine template / Affine template
ATVA2026_benchmark/TERM_LASSO/SI_ARRAYS//lasso_traces_BugRewriteArrays04.bpl/lasso_trace_1.txt,TERMINATING,1.86,242.43,20.00,TERMINATING,1,1,2,Affine template / Affine template
ATVA2026_benchmark/TERM_LASSO/SI_ARRAYS//lasso_traces_count_down-alloca.i_6.bpl/lasso_trace_1.txt,TERMINATING,1.76,201.81,13.00,TERMINATING,1,1,2,Affine template / Affine template
ATVA2026_benchmark/TERM_LASSO/SI_ARRAYS//lasso_traces_count_down-alloca.i_7.bpl/lasso_trace_1.txt,TERMINATING,2.61,222.57,20.00,TERMINATING,1,2,3,Affine template / Affine template
ATVA2026_benchmark/TERM_LASSO/SI_ARRAYS//lasso_traces_count_down-alloca.i_8.bpl/lasso_trace_1.txt,TERMINATING,1.80,131.01,18.00,TERMINATING,1,1,2,Affine template / Affine template
ATVA2026_benchmark/TERM_LASSO/SI_ARRAYS//lasso_traces_count_down-alloca.i_8.bpl/lasso_trace_3.txt,TERMINATING,0.56,242.09,36.00,TERMINATING,3,2,5,Affine template / Affine template
ATVA2026_benchmark/TERM_LASSO/SI_ARRAYS//lasso_traces_cstrcat-alloca.i_10.bpl/lasso_trace_1.txt,TERMINATING,1.73,341.36,52.00,TERMINATING,1,2,3,Affine template / Affine template
ATVA2026_benchmark/TERM_LASSO/SI_ARRAYS//lasso_traces_cstrcat-alloca.i_8.bpl/lasso_trace_1.txt,TERMINATING,1.75,139.40,49.00,TERMINATING,1,2,3,Affine template / Affine template
ATVA2026_benchmark/TERM_LASSO/SI_ARRAYS//lasso_traces_cstrcpy-alloca.i_10.bpl/lasso_trace_1.txt,TERMINATING,2.21,1152.91,142.00,TERMINATING,1,2,3,Affine template / Affine template
ATVA2026_benchmark/TERM_LASSO/SI_ARRAYS//lasso_traces_cstrcpy-alloca.i_8.bpl/lasso_trace_1.txt,TERMINATING,2.31,1346.26,128.00,TERMINATING,1,2,3,Affine template / Affine template
ATVA2026_benchmark/TERM_LASSO/SI_ARRAYS//lasso_traces_cstrlen-alloca.i_5.bpl/lasso_trace_1.txt,TERMINATING,2.53,725.22,99.00,TERMINATING,1,2,3,Affine template / Affine template
ATVA2026_benchmark/TERM_LASSO/SI_ARRAYS//lasso_traces_cstrlen-alloca.i_6.bpl/lasso_trace_1.txt,TERMINATING,3.86,835.47,98.00,TERMINATING,1,2,3,Affine template / Affine template
ATVA2026_benchmark/TERM_LASSO/SI_ARRAYS//lasso_traces_cstrncat-alloca.i_10.bpl/lasso_trace_1.txt,TERMINATING,1.86,158.91,51.00,TERMINATING,1,2,3,Affine template / Affine template
ATVA2026_benchmark/TERM_LASSO/SI_ARRAYS//lasso_traces_cstrncat-alloca.i_8.bpl/lasso_trace_1.txt,TERMINATING,2.00,259.27,52.00,TERMINATING,1,2,3,Affine template / Affine template
ATVA2026_benchmark/TERM_LASSO/SI_ARRAYS//lasso_traces_DDDUJD.bpl/lasso_trace_1.txt,TERMINATING,1.99,78.28,11.00,TERMINATING,1,1,2,Affine template / Affine template
ATVA2026_benchmark/TERM_LASSO/SI_ARRAYS//lasso_traces_DDLUJD.bpl/lasso_trace_1.txt,TERMINATING,1.87,85.98,11.00,TERMINATING,1,1,2,Affine template / Affine template
ATVA2026_benchmark/TERM_LASSO/SI_ARRAYS//lasso_traces_DDRUJD.bpl/lasso_trace_1.txt,TERMINATING,1.86,94.13,14.00,TERMINATING,1,1,2,Affine template / Affine template
