nodes,Ultimate-fixpoint,Ultimate-all,pasttel,label,Stem Size,Loop Size,Total Size Trace,Algo,Total-NonTerminate
1845,"6,06","6,06",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"6,06"
1846,"3,27","3,27",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,27"
1847,"3,08","3,08",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,08"
1848,"10,36","10,36",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"10,36"
1849,"3,29","3,29",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,29"
1850,"4,46","4,46",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,46"
1851,"4,66","4,66",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"4,66"
1852,"4,18","4,18",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,18"
1853,"6,3","6,3",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"6,3"
1854,"3,91","3,91",3,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,91"
1855,"3,64","3,64",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,64"
1856,"3,96","3,96",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,96"
1857,"4,76","4,76",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,76"
1858,"4,3","4,3",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,3"
1859,"4,7","4,7",3,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"4,7"
1860,"3,99","3,99",2,NONTERMINATING,3,1,4,Fixpoint / Fixpoint,"3,99"
1861,"3,6","3,6",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,6"
1862,"4,4","4,4",1,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,4"
1863,"4,6","4,6",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,6"
1864,"4,83","4,83",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,83"
1865,"4,74","4,74",1,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,74"
1866,"3,57","3,57",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,57"
1867,"4,42","4,42",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,42"
1868,"4,61","4,61",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,61"
1869,"3,61","3,61",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,61"
1870,"2,52","2,52",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,52"
1871,"3,41","3,41",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,41"
1872,"3,26","3,26",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,26"
1873,"5,65","5,65",3,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"5,65"
1874,"3,15","3,15",3,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,15"
1875,"2,96","2,96",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"2,96"
1876,"4,81","4,81",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,81"
1877,"4,35","4,35",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"4,35"
1878,"4,48","4,48",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,48"
1879,"4,93","4,93",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,93"
1880,"4,11","4,11",3,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,11"
1881,"4,27","4,27",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,27"
1882,"3,19","3,19",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,19"
1883,"5,27","5,27",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"5,27"
1884,"4,07","4,07",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,07"
1885,"3,71","3,71",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,71"
1886,"4,65","4,65",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"4,65"
1887,"4,01","4,01",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,01"
1888,"3,59","3,59",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,59"
1889,"4,14","4,14",1,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,14"
1890,"4,59","4,59",3,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,59"
1891,"19,67","19,67",3,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"19,67"
1892,"2,8","2,8",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"2,8"
1893,"13,68","13,68",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"13,68"
1894,"13,7","13,7",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"13,7"
1895,"21,73","21,73",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"21,73"
1896,"16,82","16,82",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"16,82"
1897,"2,03","2,03",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,03"
1898,"12,08","12,08",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"12,08"
1899,3,3,2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,3
1900,"3,69","3,69",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,69"
1901,"2,89","2,89",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"2,89"
1902,"2,89","2,89",3,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,89"
1903,"3,14","3,14",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,14"
1904,"4,71","4,71",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,71"
1905,"3,11","3,11",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,11"
1906,"4,78","4,78",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,78"
1907,"3,63","3,63",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,63"
1908,"3,09","3,09",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,09"
1909,"3,42","3,42",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,42"
1910,"3,22","3,22",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,22"
1911,"4,52","4,52",2,NONTERMINATING,3,1,4,Fixpoint / Fixpoint,"4,52"
1912,"5,43","5,43",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"5,43"
1913,"6,52","6,52",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"6,52"
1914,"4,5","4,5",1,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,5"
1915,"4,13","4,13",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,13"
1916,"3,67","3,67",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,67"
1917,"2,89","2,89",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"2,89"
1918,"3,54","3,54",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,54"
1919,"3,72","3,72",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,72"
1920,"2,86","2,86",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,86"
1921,"2,49","2,49",3,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,49"
1922,"6,1","6,1",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"6,1"
1923,"3,26","3,26",3,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,26"
1924,"5,12","5,12",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"5,12"
1925,"5,05","5,05",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"5,05"
1926,"3,34","3,34",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,34"
1927,"3,18","3,18",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,18"
1928,"3,49","3,49",1,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,49"
1929,"5,14","5,14",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"5,14"
1930,"7,77","7,77",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"7,77"
1931,"6,25","6,25",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"6,25"
1932,"4,77","4,77",3,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,77"
1933,"3,81","3,81",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,81"
1934,"5,12","5,12",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"5,12"
1935,"4,23","4,23",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,23"
1936,"4,04","4,04",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"4,04"
1937,"3,99","3,99",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,99"
1938,"8,83","8,83",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"8,83"
1939,"4,13","4,13",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,13"
1940,"3,77","3,77",3,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,77"
1941,"6,94","6,94",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"6,94"
1942,"2,82","2,82",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,82"
1943,"4,24","4,24",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,24"
1944,"5,57","5,57",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"5,57"
1945,"4,52","4,52",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,52"
1946,"3,79","3,79",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,79"
1947,"4,66","4,66",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,66"
1948,"2,91","2,91",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"2,91"
1949,"3,42","3,42",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,42"
1950,"3,16","3,16",3,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,16"
1951,"2,96","2,96",1,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,96"
1952,"3,19","3,19",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,19"
1953,"4,58","4,58",2,NONTERMINATING,3,1,4,Fixpoint / Fixpoint,"4,58"
1954,"3,43","3,43",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,43"
1955,"3,31","3,31",3,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,31"
1956,"3,45","3,45",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,45"
1957,"2,62","2,62",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,62"
1958,"2,56","2,56",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,56"
1959,"3,58","3,58",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,58"
1960,"3,47","3,47",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,47"
1961,"3,09","3,09",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,09"
1962,"3,09","3,09",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,09"
1963,"3,6","3,6",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,6"
1964,"3,98","3,98",2,NONTERMINATING,3,1,4,Fixpoint / Fixpoint,"3,98"
1965,"3,96","3,96",3,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,96"
1966,"3,64","3,64",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,64"
1967,"4,55","4,55",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,55"
1968,"4,09","4,09",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,09"
1969,"3,59","3,59",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,59"
1970,"4,81","4,81",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,81"
1971,"3,16","3,16",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,16"
1972,"2,86","2,86",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,86"
1973,"2,47","2,47",3,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,47"
1974,"3,9","3,9",3,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,9"
1975,3,3,2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,3
1976,3,3,2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,3
1977,"3,25","3,25",3,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,25"
1978,"3,56","3,56",1,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,56"
1979,"3,15","3,15",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,15"
1980,"2,85","2,85",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"2,85"
1981,"3,77","3,77",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,77"
1982,"3,19","3,19",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,19"
1983,"2,95","2,95",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"2,95"
1984,"3,71","3,71",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,71"
1985,"3,14","3,14",3,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,14"
1986,"2,81","2,81",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,81"
1987,"3,09","3,09",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,09"
1988,"2,91","2,91",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,91"
1989,"3,61","3,61",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,61"
1990,"3,12","3,12",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,12"
1991,"6,02","6,02",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"6,02"
1992,"4,14","4,14",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,14"
1993,"3,03","3,03",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,03"
1994,"2,43","2,43",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,43"
1995,"3,51","3,51",3,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,51"
1996,"3,16","3,16",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,16"
1997,"3,26","3,26",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,26"
1998,"4,62","4,62",3,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,62"
1999,"5,01","5,01",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"5,01"
2000,"3,49","3,49",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,49"
2001,"3,78","3,78",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,78"
2002,"2,95","2,95",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"2,95"
2003,"4,42","4,42",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,42"
2004,"3,15","3,15",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,15"
2005,"3,89","3,89",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,89"
2006,"3,32","3,32",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,32"
2007,"4,08","4,08",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,08"
2008,"7,43","7,43",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"7,43"
2009,"4,1","4,1",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,1"
2010,"4,52","4,52",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,52"
2011,"5,13","5,13",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"5,13"
2012,"4,65","4,65",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,65"
2013,"3,66","3,66",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,66"
2014,"3,23","3,23",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,23"
2015,"3,25","3,25",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,25"
2016,"3,37","3,37",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,37"
2017,"3,9","3,9",2,NONTERMINATING,3,1,4,Fixpoint / Fixpoint,"3,9"
2018,"3,14","3,14",3,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,14"
2019,"3,69","3,69",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,69"
2020,"6,05","6,05",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"6,05"
2021,"5,49","5,49",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"5,49"
2022,"3,35","3,35",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,35"
2023,"3,29","3,29",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,29"
2024,"4,3","4,3",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,3"
2025,"4,41","4,41",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,41"
2026,"3,79","3,79",1,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,79"
2027,"2,74","2,74",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,74"
2028,"4,49","4,49",3,NONTERMINATING,3,1,4,Fixpoint / Fixpoint,"4,49"
2029,"3,72","3,72",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,72"
2030,"4,07","4,07",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,07"
2031,"3,61","3,61",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,61"
2032,"3,73","3,73",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,73"
2033,"3,5","3,5",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,5"
2034,"3,36","3,36",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,36"
2035,"3,87","3,87",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,87"
2036,"3,55","3,55",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,55"
2037,"2,81","2,81",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,81"
2038,"2,17","2,17",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,17"
2039,"3,9","3,9",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,9"
2040,"3,37","3,37",1,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,37"
2041,5,5,2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,5
2042,"4,23","4,23",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"4,23"
2043,"3,56","3,56",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,56"
2044,"3,11","3,11",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,11"
2045,"3,48","3,48",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,48"
2046,"3,77","3,77",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,77"
2047,"6,6","6,6",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"6,6"
2048,"3,71","3,71",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,71"
2049,"3,96","3,96",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,96"
2050,"2,8","2,8",3,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"2,8"
2051,"4,98","4,98",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,98"
2052,"4,48","4,48",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,48"
2053,"3,44","3,44",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,44"
2054,"3,78","3,78",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,78"
2055,"4,64","4,64",1,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,64"
2056,"4,72","4,72",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,72"
2057,"3,78","3,78",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,78"
2058,"5,33","5,33",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"5,33"
2059,"3,83","3,83",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,83"
2060,"3,72","3,72",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,72"
2061,"2,58","2,58",3,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,58"
2062,"3,25","3,25",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,25"
2063,"5,41","5,41",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"5,41"
2064,"6,22","6,22",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"6,22"
2065,"7,26","7,26",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"7,26"
2066,"4,66","4,66",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,66"
2067,"3,12","3,12",3,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,12"
2068,"4,05","4,05",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,05"
2069,"3,87","3,87",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,87"
2070,"3,91","3,91",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,91"
2071,"4,59","4,59",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,59"
2072,"3,83","3,83",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,83"
2073,"4,4","4,4",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,4"
2074,"10,77","10,77",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"10,77"
2075,"3,86","3,86",1,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,86"
,,,,,,,,,"51566,5"
