nodes,Ultimate-fixpoint,Ultimate-all,pasttel,label,Stem Size,Loop Size,Total Size Trace,Algo,Total-NonTerminate
1277,"4,97","4,97",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"4,97"
1278,"2,84","2,84",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,84"
1279,"3,76","3,76",2,NONTERMINATING,3,1,4,Fixpoint / Fixpoint,"3,76"
1280,"3,37","3,37",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,37"
1281,"3,66","3,66",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,66"
1282,"3,1","3,1",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,1"
1283,"2,95","2,95",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,95"
1284,"3,55","3,55",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,55"
1285,"3,48","3,48",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,48"
1286,"3,69","3,69",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,69"
1287,"4,32","4,32",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"4,32"
1288,"3,95","3,95",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,95"
1289,"3,96","3,96",2,NONTERMINATING,3,1,4,Fixpoint / Fixpoint,"3,96"
1290,"3,64","3,64",2,NONTERMINATING,4,1,5,Fixpoint / Fixpoint,"3,64"
1291,"3,69","3,69",2,NONTERMINATING,3,1,4,Fixpoint / Fixpoint,"3,69"
1292,"4,19","4,19",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"4,19"
1293,"3,58","3,58",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,58"
1294,"3,3","3,3",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,3"
1295,"3,84","3,84",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,84"
1296,"2,54","2,54",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,54"
1297,"4,79","4,79",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"4,79"
1298,"7,61","7,61",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"7,61"
1299,"3,5","3,5",2,NONTERMINATING,3,1,4,Fixpoint / Fixpoint,"3,5"
1300,"2,36","2,36",2,NONTERMINATING,3,1,4,Fixpoint / Fixpoint,"2,36"
1301,"8,83","8,83",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"8,83"
1302,"3,39","3,39",2,NONTERMINATING,3,1,4,Fixpoint / Fixpoint,"3,39"
1303,"2,9","2,9",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,9"
1304,"6,29","6,29",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"6,29"
1305,"4,09","4,09",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"4,09"
1306,"4,2","4,2",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"4,2"
1307,"8,04","8,04",2,NONTERMINATING,3,1,4,Fixpoint / Fixpoint,"8,04"
1308,"3,81","3,81",3,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,81"
1309,"4,42","4,42",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"4,42"
1310,"3,46","3,46",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,46"
1311,"3,35","3,35",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,35"
1312,"2,55","2,55",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,55"
1313,"3,44","3,44",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,44"
1314,"3,62","3,62",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,62"
1315,"3,04","3,04",3,NONTERMINATING,3,1,4,Fixpoint / Fixpoint,"3,04"
1316,"3,5","3,5",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,5"
1317,"2,82","2,82",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,82"
1318,"3,23","3,23",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,23"
1319,"2,54","2,54",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,54"
1320,"2,82","2,82",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,82"
1321,"2,71","2,71",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,71"
1322,"2,45","2,45",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,45"
1323,"2,69","2,69",2,NONTERMINATING,3,1,4,Fixpoint / Fixpoint,"2,69"
1324,"2,93","2,93",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,93"
1325,"2,6","2,6",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,6"
1326,"13,8","13,8",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"13,8"
1327,"3,43","3,43",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,43"
1328,"3,31","3,31",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,31"
1329,"3,51","3,51",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,51"
1330,"3,44","3,44",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,44"
1331,"3,35","3,35",2,NONTERMINATING,3,1,4,Fixpoint / Fixpoint,"3,35"
1332,"2,91","2,91",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,91"
1333,"2,8","2,8",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,8"
1334,"3,23","3,23",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,23"
1335,"3,42","3,42",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,42"
1336,"3,47","3,47",3,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,47"
1337,"3,59","3,59",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,59"
1338,"3,95","3,95",3,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,95"
1339,"2,84","2,84",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,84"
1340,"4,17","4,17",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,17"
1341,"3,37","3,37",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,37"
1342,"4,61","4,61",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,61"
1343,8,8,2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,8
1344,"12,56","12,56",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"12,56"
1345,"2,87","2,87",3,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"2,87"
1346,"9,25","9,25",3,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"9,25"
1347,"5,02","5,02",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"5,02"
1348,"4,6","4,6",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"4,6"
1349,"4,67","4,67",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,67"
1350,"4,05","4,05",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"4,05"
1351,"5,49","5,49",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"5,49"
1352,"5,81","5,81",2,NONTERMINATING,3,1,4,Fixpoint / Fixpoint,"5,81"
1353,"3,75","3,75",2,NONTERMINATING,4,1,5,Fixpoint / Fixpoint,"3,75"
1354,"3,89","3,89",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,89"
1355,"3,94","3,94",2,NONTERMINATING,3,1,4,Fixpoint / Fixpoint,"3,94"
1356,"1,77","1,77",2,NONTERMINATING,3,1,4,Fixpoint / Fixpoint,"1,77"
1357,"3,42","3,42",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,42"
1358,"4,58","4,58",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,58"
1359,"4,27","4,27",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,27"
1360,"4,23","4,23",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,23"
1361,"3,98","3,98",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,98"
1362,"3,38","3,38",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,38"
1363,"3,3","3,3",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,3"
1364,"3,96","3,96",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,96"
1365,"3,71","3,71",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,71"
1366,"3,88","3,88",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,88"
1367,"3,98","3,98",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,98"
1368,"3,93","3,93",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,93"
1369,"3,14","3,14",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,14"
1370,"3,72","3,72",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,72"
1371,"4,05","4,05",3,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,05"
1372,"4,97","4,97",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,97"
1373,"6,5","6,5",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"6,5"
1374,"4,63","4,63",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,63"
1375,"5,33","5,33",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"5,33"
1376,"2,92","2,92",1,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"2,92"
1377,"3,35","3,35",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,35"
1378,"3,29","3,29",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,29"
1379,"4,29","4,29",3,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,29"
1380,"3,3","3,3",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,3"
1381,"4,42","4,42",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,42"
1382,"3,45","3,45",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,45"
1383,"3,54","3,54",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,54"
1384,"2,83","2,83",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"2,83"
1385,"2,86","2,86",3,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"2,86"
1386,"3,02","3,02",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,02"
1387,"3,53","3,53",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,53"
1388,"3,53","3,53",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,53"
1389,"4,4","4,4",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,4"
1390,"3,57","3,57",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,57"
1391,"3,43","3,43",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,43"
1392,"3,91","3,91",2,NONTERMINATING,3,1,4,Fixpoint / Fixpoint,"3,91"
1393,"4,06","4,06",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"4,06"
1394,"1,85","1,85",3,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"1,85"
1395,"3,46","3,46",3,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,46"
1396,"1,93","1,93",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"1,93"
1397,"3,35","3,35",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,35"
1398,"3,69","3,69",3,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,69"
1399,"2,37","2,37",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,37"
1400,"3,53","3,53",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,53"
1401,"3,17","3,17",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,17"
1402,"5,39","5,39",4,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"5,39"
1403,"4,79","4,79",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"4,79"
1404,"3,58","3,58",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,58"
1405,"3,37","3,37",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,37"
1406,"3,68","3,68",2,NONTERMINATING,3,1,4,Fixpoint / Fixpoint,"3,68"
1407,"3,18","3,18",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,18"
1408,"2,82","2,82",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,82"
1409,"4,57","4,57",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"4,57"
1410,"3,51","3,51",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,51"
1411,"2,72","2,72",3,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,72"
1412,"2,85","2,85",1,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,85"
1413,"3,28","3,28",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,28"
1414,"4,27","4,27",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"4,27"
1415,"3,33","3,33",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,33"
1416,"3,54","3,54",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,54"
1417,"3,34","3,34",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,34"
1418,"4,46","4,46",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,46"
1419,"3,74","3,74",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,74"
1420,"3,9","3,9",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,9"
1421,"4,24","4,24",2,NONTERMINATING,3,1,4,Fixpoint / Fixpoint,"4,24"
1422,"3,85","3,85",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,85"
1423,"4,31","4,31",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,31"
1424,"5,45","5,45",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"5,45"
1425,"3,68","3,68",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,68"
1426,"2,89","2,89",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"2,89"
1427,"2,89","2,89",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"2,89"
1428,"3,41","3,41",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,41"
1429,"3,12","3,12",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,12"
1430,"1,81","1,81",3,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"1,81"
1431,"4,43","4,43",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,43"
1432,"3,11","3,11",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,11"
1433,"3,23","3,23",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,23"
1434,"3,5","3,5",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,5"
1435,"4,97","4,97",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"4,97"
1436,"3,64","3,64",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,64"
1437,"3,94","3,94",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,94"
1438,9,9,2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,9
1439,"2,93","2,93",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"2,93"
1440,"4,64","4,64",3,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,64"
1441,"4,47","4,47",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,47"
1442,"4,29","4,29",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,29"
1443,"4,74","4,74",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,74"
1444,"2,75","2,75",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,75"
1445,"2,96","2,96",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"2,96"
1446,"2,87","2,87",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,87"
1447,"2,85","2,85",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"2,85"
1448,"4,94","4,94",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,94"
1449,"5,13","5,13",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"5,13"
1450,"20,88","20,88",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"20,88"
1451,"4,73","4,73",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,73"
1452,"4,22","4,22",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"4,22"
1453,"4,5","4,5",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,5"
1454,"4,42","4,42",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,42"
1455,"3,03","3,03",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,03"
1456,"3,62","3,62",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,62"
1457,"2,52","2,52",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,52"
1458,"3,94","3,94",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,94"
1459,"2,75","2,75",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,75"
1460,"2,99","2,99",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"2,99"
1461,"3,72","3,72",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,72"
1462,"3,44","3,44",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,44"
1463,"3,7","3,7",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,7"
1464,"3,13","3,13",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,13"
1465,"3,35","3,35",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,35"
1466,"3,32","3,32",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,32"
1467,"9,21","9,21",3,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"9,21"
1468,"3,72","3,72",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,72"
1469,"4,03","4,03",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,03"
1470,"5,35","5,35",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"5,35"
1471,"4,3","4,3",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,3"
1472,"3,24","3,24",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,24"
1473,"4,93","4,93",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,93"
1474,"2,76","2,76",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,76"
1475,"3,44","3,44",3,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,44"
1476,"3,23","3,23",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,23"
1477,"27,76","27,76",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"27,76"
1478,"3,39","3,39",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,39"
1479,"2,56","2,56",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,56"
1480,"2,63","2,63",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,63"
1481,"2,7","2,7",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,7"
1482,"2,41","2,41",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,41"
1483,"2,47","2,47",2,NONTERMINATING,3,1,4,Fixpoint / Fixpoint,"2,47"
1484,"2,44","2,44",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,44"
1485,"2,82","2,82",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,82"
1486,"2,72","2,72",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,72"
1487,"2,71","2,71",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,71"
1488,"14,51","14,51",3,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"14,51"
1489,"3,31","3,31",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,31"
1490,"6,84","6,84",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"6,84"
1491,"6,78","6,78",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"6,78"
1492,"4,27","4,27",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,27"
1493,"4,11","4,11",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"4,11"
1494,"3,16","3,16",3,NONTERMINATING,3,1,4,Fixpoint / Fixpoint,"3,16"
1495,"4,59","4,59",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,59"
1496,"5,96","5,96",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"5,96"
1497,"5,02","5,02",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"5,02"
1498,"4,59","4,59",3,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,59"
1499,"17,66","17,66",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"17,66"
1500,"3,98","3,98",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,98"
1501,"4,6","4,6",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,6"
1502,"4,37","4,37",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"4,37"
1503,"2,08","2,08",3,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,08"
1504,"4,03","4,03",3,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,03"
1505,"2,83","2,83",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,83"
1506,"3,4","3,4",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,4"
1507,"13,26","13,26",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"13,26"
1508,"6,1","6,1",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"6,1"
1509,"14,26","14,26",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"14,26"
1510,"3,83","3,83",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,83"
1511,"10,85","10,85",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"10,85"
1512,"5,04","5,04",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"5,04"
1513,"3,35","3,35",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,35"
1514,"3,23","3,23",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,23"
1515,"62,17","62,17",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"62,17"
1516,"25,6","25,6",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"25,6"
1517,"30,53","30,53",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"30,53"
1518,"16,11","16,11",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"16,11"
1519,"27,76","27,76",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"27,76"
1520,"4,24","4,24",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,24"
1521,"3,32","3,32",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,32"
1522,"4,48","4,48",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,48"
1523,"2,85","2,85",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,85"
1524,"4,01","4,01",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,01"
1525,"3,43","3,43",3,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,43"
1526,"3,69","3,69",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,69"
1527,"3,88","3,88",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,88"
1528,"3,47","3,47",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,47"
1529,"3,29","3,29",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,29"
1530,"4,9","4,9",3,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,9"
1531,3,3,2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,3
1532,"3,69","3,69",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,69"
1533,"3,97","3,97",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,97"
1534,"4,19","4,19",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,19"
1535,"4,85","4,85",3,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,85"
1536,"4,42","4,42",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,42"
1537,"4,17","4,17",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,17"
1538,"3,05","3,05",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,05"
1539,"4,12","4,12",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,12"
1540,"3,42","3,42",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,42"
1541,"4,57","4,57",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"4,57"
1542,"3,07","3,07",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,07"
1543,"7,56","7,56",3,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"7,56"
1544,"3,14","3,14",2,NONTERMINATING,3,1,4,Fixpoint / Fixpoint,"3,14"
1545,"3,32","3,32",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,32"
1546,"3,24","3,24",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,24"
1547,"5,07","5,07",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"5,07"
1548,"7,4","7,4",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"7,4"
1549,"2,91","2,91",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,91"
1550,"4,11","4,11",3,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"4,11"
1551,"4,27","4,27",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,27"
1552,"8,92","8,92",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"8,92"
1553,"5,39","5,39",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"5,39"
1554,"4,9","4,9",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"4,9"
1555,"4,63","4,63",3,NONTERMINATING,3,1,4,Fixpoint / Fixpoint,"4,63"
1556,"3,07","3,07",3,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,07"
1557,"4,09","4,09",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,09"
1558,"5,5","5,5",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"5,5"
1559,"4,88","4,88",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,88"
1560,"6,34","6,34",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"6,34"
