Trace Name,Result Code,Fixpoint (ms),Termination (ms),Nontermination (ms),Termination Cumul(ms),pasttel (ms),PaSTTeL Status,Stem Size,Loop Size,Total Size Trace,Algo
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.02_no-overflow.c/lasso_trace_1.txt,TERMINATING,"2,14","61,58","41,9","105,62",6,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.02_true-termination.c/lasso_trace_1.txt,TERMINATING,"18,77","664,07","575,59","1258,43",8,TERMINATING,7,1,8,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.02.c/lasso_trace_1.txt,TERMINATING,"9,67","381,79","230,23","621,69",5,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.03_assume_false-no-overflow.c/lasso_trace_1.txt,TERMINATING,"30,39","527,36","562,16","1119,91",8,TERMINATING,5,1,6,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.03_assume_no-overflow.c/lasso_trace_1.txt,TERMINATING,"3,17","122,95","97,68","223,8",8,TERMINATING,5,1,6,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.03_assume_true-termination.c/lasso_trace_1.txt,TERMINATING,"7,53","490,02","233,69","731,24",7,TERMINATING,8,2,10,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.03_assume.c/lasso_trace_1.txt,TERMINATING,"11,77","635,84","526,44","1174,05",8,TERMINATING,5,1,6,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.03-no-inv_assume_false-no-overflow.c/lasso_trace_1.txt,TERMINATING,"11,87","771,9","597,88","1381,65",7,TERMINATING,6,1,7,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.03-no-inv_assume_no-overflow.c/lasso_trace_1.txt,TERMINATING,"2,05","124,25","91,88","218,18",8,TERMINATING,6,1,7,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.03-no-inv_assume_true-termination.c/lasso_trace_1.txt,TERMINATING,"15,92","204,03",442,"661,95",6,TERMINATING,8,1,9,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.03-no-inv_assume.c/lasso_trace_1.txt,TERMINATING,"19,36","781,15","629,21","1429,72",8,TERMINATING,6,1,7,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.04_no-overflow.c/lasso_trace_1.txt,TERMINATING,"1,95","93,3","41,94","137,19",6,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.04_true-termination.c/lasso_trace_1.txt,TERMINATING,"11,95","646,77","284,15","942,87",8,TERMINATING,7,1,8,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.04.c/lasso_trace_1.txt,TERMINATING,"18,72","454,87","280,67","754,26",6,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.05_false-no-overflow.c/lasso_trace_1.txt,TERMINATING,"14,98","615,15","182,55","812,68",8,TERMINATING,5,1,6,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.05_no-overflow.c/lasso_trace_1.txt,TERMINATING,"2,29","95,96","53,99","152,24",8,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.05_true-termination.c/lasso_trace_1.txt,TERMINATING,"7,17","543,37","309,02","859,56",7,TERMINATING,7,1,8,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.05.c/lasso_trace_1.txt,TERMINATING,"11,81","594,09","210,73","816,63",8,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.06_no-overflow.c/lasso_trace_1.txt,TERMINATING,"2,7","54,72","40,88","98,3",6,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.06_true-termination.c/lasso_trace_1.txt,TERMINATING,"2,02","59,59","37,42","99,03",8,TERMINATING,7,1,8,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.06.c/lasso_trace_1.txt,TERMINATING,"2,7","54,83","37,21","94,74",8,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.07_false-no-overflow.c/lasso_trace_1.txt,TERMINATING,"2,94","81,84","133,13","217,91",10,TERMINATING,5,1,6,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.07_no-overflow.c/lasso_trace_1.txt,TERMINATING,"2,27","75,89","39,02","117,18",8,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.07_true-termination.c/lasso_trace_1.txt,TERMINATING,"3,67","69,65","40,82","114,14",9,TERMINATING,7,1,8,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.07.c/lasso_trace_1.txt,TERMINATING,"2,23","67,22","43,8","113,25",7,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.09_assume_no-overflow.c/lasso_trace_1.txt,TERMINATING,"2,02","94,65","55,06","151,73",14,TERMINATING,6,1,7,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.09_assume_true-termination.c/lasso_trace_1.txt,TERMINATING,"2,28","101,47","100,77","204,52",13,TERMINATING,8,3,11,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.09_assume_true-termination.c/lasso_trace_2.txt,TERMINATING,"0,55","85,68","33,48","119,71",8,TERMINATING,9,4,13,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.09_assume.c/lasso_trace_1.txt,TERMINATING,"2,05","106,22","53,26","161,53",14,TERMINATING,6,1,7,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.10_false-no-overflow.c/lasso_trace_1.txt,TERMINATING,"2,47","195,15","137,4","335,02",17,TERMINATING,5,1,6,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.10_no-overflow.c/lasso_trace_1.txt,TERMINATING,"1,97","72,81","39,68","114,46",9,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.10_true-termination.c/lasso_trace_1.txt,TERMINATING,"3,6","82,23","42,07","127,9",15,TERMINATING,7,1,8,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.10.c/lasso_trace_1.txt,TERMINATING,"2,18","88,69","44,8","135,67",11,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.11_false-no-overflow.c/lasso_trace_1.txt,TERMINATING,"8,44","133,83","127,54","269,81",17,TERMINATING,5,1,6,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.11_no-overflow.c/lasso_trace_1.txt,TERMINATING,"2,13","83,82","41,23","127,18",12,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.11_true-termination.c/lasso_trace_1.txt,TERMINATING,"7,91","291,9","182,88","482,69",15,TERMINATING,7,1,8,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.11.c/lasso_trace_1.txt,TERMINATING,"2,46","121,99","42,37","166,82",11,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.12_false-no-overflow.c/lasso_trace_1.txt,TERMINATING,"2,48","386,84","157,72","547,04",15,TERMINATING,5,1,6,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.12_no-overflow.c/lasso_trace_1.txt,TERMINATING,"3,2","88,71","43,82","135,73",10,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.12_true-termination.c/lasso_trace_1.txt,TERMINATING,"2,06","77,86","45,34","125,26",14,TERMINATING,7,1,8,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.12.c/lasso_trace_1.txt,TERMINATING,"7,46",219,"85,53","311,99",10,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.13_false-no-overflow.c/lasso_trace_1.txt,TERMINATING,"2,25","175,48","136,25","313,98",21,TERMINATING,5,1,6,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.13_no-overflow.c/lasso_trace_1.txt,TERMINATING,"2,14","105,45","42,56","150,15",20,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.13_true-termination.c/lasso_trace_1.txt,TERMINATING,"2,11","131,71","113,22","247,04",19,TERMINATING,7,1,8,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.13.c/lasso_trace_1.txt,TERMINATING,"2,1","107,19",43,"152,29",18,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.14_no-overflow.c/lasso_trace_2.txt,TERMINATING,"2,12","59,07","38,29","99,48",6,TERMINATING,1,3,4,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.14_no-overflow.c/lasso_trace_3.txt,TERMINATING,"0,52","36,65","31,45","68,62",6,TERMINATING,4,1,5,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.14_true-termination.c/lasso_trace_2.txt,TERMINATING,"2,75","102,3","107,87","212,92",11,TERMINATING,7,3,10,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.14_true-termination.c/lasso_trace_3.txt,TERMINATING,"0,54","82,85","61,86","145,25",8,TERMINATING,10,1,11,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.14.c/lasso_trace_2.txt,TERMINATING,"2,04","72,65","42,76","117,45",6,TERMINATING,1,3,4,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.14.c/lasso_trace_3.txt,TERMINATING,"0,99","36,59","35,4","72,98",6,TERMINATING,4,1,5,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.15_false-no-overflow.c/lasso_trace_2.txt,TERMINATING,"2,08","141,88","56,99","200,95",10,TERMINATING,5,3,8,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.15_false-no-overflow.c/lasso_trace_3.txt,TERMINATING,"0,59","54,47","103,96","159,02",9,TERMINATING,8,1,9,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.15_no-overflow.c/lasso_trace_2.txt,TERMINATING,"1,89","68,99","40,98","111,86",7,TERMINATING,1,3,4,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.15_no-overflow.c/lasso_trace_3.txt,TERMINATING,"0,57","40,35","41,57","82,49",7,TERMINATING,4,1,5,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.15_true-termination.c/lasso_trace_2.txt,TERMINATING,"2,39","82,66","105,19","190,24",10,TERMINATING,7,3,10,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.15.c/lasso_trace_2.txt,TERMINATING,"2,04","81,25","42,36","125,65",7,TERMINATING,1,3,4,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.15.c/lasso_trace_3.txt,TERMINATING,"0,67","44,78","34,62","80,07",7,TERMINATING,4,1,5,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.16_false-no-overflow.c/lasso_trace_1.txt,TERMINATING,"2,83","92,08","168,82","263,73",8,TERMINATING,5,2,7,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.16_false-no-overflow.c/lasso_trace_2.txt,TERMINATING,"1,03","344,84","389,21","735,08",8,TERMINATING,6,1,7,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.16_no-overflow.c/lasso_trace_1.txt,TERMINATING,"2,03","64,6","49,23","115,86",6,TERMINATING,1,2,3,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.16_no-overflow.c/lasso_trace_2.txt,TERMINATING,"0,52","44,12","52,61","97,25",5,TERMINATING,2,1,3,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.16_true-termination.c/lasso_trace_1.txt,TERMINATING,"4,23","128,9","72,18","205,31",7,TERMINATING,7,2,9,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.16_true-termination.c/lasso_trace_2.txt,TERMINATING,"1,62","189,92","161,41","352,95",7,TERMINATING,8,1,9,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.16.c/lasso_trace_1.txt,TERMINATING,"2,31","73,75","48,4","124,46",5,TERMINATING,1,2,3,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.16.c/lasso_trace_2.txt,TERMINATING,"1,02","55,51","48,97","105,5",5,TERMINATING,2,1,3,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.17_false-no-overflow.c/lasso_trace_1.txt,TERMINATING,"2,31","73,43","49,49","125,23",9,TERMINATING,5,2,7,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.17_false-no-overflow.c/lasso_trace_2.txt,TERMINATING,"0,46","90,54","58,27","149,27",9,TERMINATING,6,1,7,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.17_no-overflow.c/lasso_trace_1.txt,TERMINATING,"2,19","70,19","43,22","115,6",7,TERMINATING,1,2,3,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.17_no-overflow.c/lasso_trace_2.txt,TERMINATING,"0,57","42,64","38,3","81,51",6,TERMINATING,2,1,3,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.17_true-termination.c/lasso_trace_1.txt,TERMINATING,"4,13","95,71","70,51","170,35",8,TERMINATING,7,2,9,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.17_true-termination.c/lasso_trace_2.txt,TERMINATING,"0,61","42,54","42,78","85,93",8,TERMINATING,8,1,9,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.17.c/lasso_trace_1.txt,TERMINATING,"2,22","68,95","49,42","120,59",7,TERMINATING,1,2,3,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.17.c/lasso_trace_2.txt,TERMINATING,"0,54","43,01","35,22","78,77",8,TERMINATING,2,1,3,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.18_no-overflow.c/lasso_trace_3.txt,TERMINATING,"2,02","53,43","35,65","91,1",6,TERMINATING,1,4,5,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.18_no-overflow.c/lasso_trace_5.txt,TERMINATING,"0,35","35,84","30,88","67,07",5,TERMINATING,3,1,4,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.18_true-termination.c/lasso_trace_3.txt,TERMINATING,"2,49","76,58","63,65","142,72",6,TERMINATING,7,4,11,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.18_true-termination.c/lasso_trace_5.txt,TERMINATING,"0,76","51,69","65,41","117,86",6,TERMINATING,9,1,10,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.18.c/lasso_trace_3.txt,TERMINATING,"15,1","475,79","155,34","646,23",6,TERMINATING,1,4,5,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_b.18.c/lasso_trace_5.txt,TERMINATING,"2,21","219,57","171,6","393,38",5,TERMINATING,3,1,4,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_Bangalore_true-termination.c/lasso_trace_1.txt,TERMINATING,"1,82","59,45","59,93","121,2",6,TERMINATING,6,1,7,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_Bangalore-2_no-overflow.c/lasso_trace_1.txt,TERMINATING,"1,79","60,92","48,81","111,52",7,TERMINATING,6,1,7,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_Bangalore-2.c/lasso_trace_1.txt,TERMINATING,"1,7","61,37","57,47","120,54",6,TERMINATING,6,1,7,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_Bangalore.bpl/lasso_trace_1.txt,TERMINATING,"1,83","56,02","33,74","91,59",4,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_Bangalore.c/lasso_trace_1.txt,TERMINATING,"1,8","46,84","40,92","89,56",4,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_Bangalore3.bpl/lasso_trace_1.txt,TERMINATING,"1,87","46,19","39,46","87,52",4,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_Benghazi_no-overflow.c/lasso_trace_1.txt,TERMINATING,"1,89","88,22","60,52","150,63",11,TERMINATING,5,1,6,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_Benghazi_nondet_true-termination.c/lasso_trace_1.txt,TERMINATING,"2,05","361,16","79,44","442,65",27,TERMINATING,5,1,6,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_Benghazi_nondet-1_no-overflow.c/lasso_trace_1.txt,TERMINATING,"2,46","337,51","66,38","406,35",21,TERMINATING,5,1,6,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_Benghazi_nondet-1.c/lasso_trace_1.txt,TERMINATING,"2,06","357,3","69,92","429,28",22,TERMINATING,5,1,6,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_Benghazi_nondet-2_termination.c/lasso_trace_1.txt,TERMINATING,2,"311,8","63,18","376,98",25,TERMINATING,8,1,9,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_Benghazi_nondet-2.c/lasso_trace_1.txt,TERMINATING,"2,25","309,7","70,84","382,79",24,TERMINATING,8,1,9,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_Benghazi_true-termination.c/lasso_trace_1.txt,TERMINATING,"2,19","92,88","67,58","162,65",11,TERMINATING,5,1,6,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_Benghazi.bpl/lasso_trace_1.txt,TERMINATING,"2,65","45,92","36,86","85,43",6,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_Benghazi.c/lasso_trace_1.txt,TERMINATING,"2,04","94,36","68,69","165,09",9,TERMINATING,5,1,6,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_Betim-Fig3.2-Safe.bpl/lasso_trace_1.txt,TERMINATING,"2,1","41,41","38,32","81,83",4,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_BeyerHenzingerMajumdarRybalchenko-PLDI2007-Figure4.bpl/lasso_trace_1.txt,TERMINATING,"1,9","81,55","36,52","119,97",8,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_bhmr2007.c.i_3.bpl/lasso_trace_1.txt,TERMINATING,"2,31","112,81","77,44","192,56",14,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_bhmr2007.c.i_3.bplTransformedIcfg_BEv2_3.bpl/lasso_trace_1.txt,TERMINATING,"2,38","101,57","77,03","180,98",15,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_bhmr2007.c.i_4.bpl/lasso_trace_1.txt,TERMINATING,"2,35","107,18","135,75","245,28",8,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_bhmr2007.c.i_5.bpl/lasso_trace_1.txt,TERMINATING,"2,31","44,84","59,42","106,57",19,TERMINATING,1,2,3,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_BigArray.bpl/lasso_trace_1.txt,TERMINATING,"2,21","79,74",0,"81,95",8,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_Binary_Search_true-termination.c/lasso_trace_1.txt,TERMINATING,"2,31","196,71","75,04","274,06",27,TERMINATING,6,4,10,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_Binary_Search-2_no-overflow.c/lasso_trace_1.txt,TERMINATING,"3,58","246,2","122,77","372,55",25,TERMINATING,8,4,12,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_Binary_Search-2.c/lasso_trace_1.txt,TERMINATING,"3,27","286,63","137,7","427,6",25,TERMINATING,8,4,12,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_binary_search.c/lasso_trace_1.txt,TERMINATING,"2,79","157,37",0,"160,16",29,TERMINATING,1,4,5,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_binary_search.c/lasso_trace_2.txt,TERMINATING,"0,98","98,03",0,"99,01",15,TERMINATING,4,6,10,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_Binomial_no-overflow.c/lasso_trace_2.txt,TERMINATING,"0,59","62,58","79,01","142,18",6,TERMINATING,7,28,35,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_Binomial_true-termination.c/lasso_trace_2.txt,TERMINATING,"0,4","62,89","71,53","134,82",7,TERMINATING,7,28,35,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_Binomial_true.c/lasso_trace_2.txt,TERMINATING,"0,35","61,94","67,41","129,7",7,TERMINATING,7,28,35,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_Binomial.bpl/lasso_trace_1.txt,TERMINATING,"1,62","93,21","119,17",214,6,TERMINATING,0,3,3,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_Binomial.c/lasso_trace_2.txt,TERMINATING,"0,34","64,01","66,91","131,26",7,TERMINATING,7,28,35,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_binsearch-recursive.c/lasso_trace_1.txt,TERMINATING,"2,31","61,1",0,"63,41",38,TERMINATING,0,7,7,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_binsearch-recursive.c/lasso_trace_2.txt,TERMINATING,"1,38","361,34",0,"362,72",82,TERMINATING,1,7,8,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_binsearch.c/lasso_trace_1.txt,TERMINATING,"2,42","815,95",0,"818,37",57,TERMINATING,1,4,5,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_bitcount16.t2.c/lasso_trace_1.txt,TERMINATING,"2,05","215,54","234,22","451,81",10,TERMINATING,56,21,77,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_bitcount32.t2.c/lasso_trace_1.txt,TERMINATING,"1,71","224,82","250,8","477,33",10,TERMINATING,56,21,77,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_bitwiseOps.c/lasso_trace_1.txt,TERMINATING,"1,74","2809,83","88,18","2899,75",154,TERMINATING,5,1,6,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_boogieLTL.bpl/lasso_trace_1.txt,TERMINATING,"1,95","48,87","35,39","86,21",4,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_BoolVsInt.c/lasso_trace_1.txt,TERMINATING,"1,68","86,52","48,8",137,6,TERMINATING,21,1,22,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_Boulder.bpl/lasso_trace_1.txt,TERMINATING,"1,97","47,98","39,69","89,64",4,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_bound-scaled200.bpl/lasso_trace_1.txt,TERMINATING,"3,74","888,46","466,47","1358,67",184,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_bound-scaled400.bpl/lasso_trace_1.txt,TERMINATING,"5,18","1179,14","1527,67","2711,99",542,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_bound-scaled600.bpl/lasso_trace_1.txt,TERMINATING,"7,83","2414,67","4015,5",6438,1348,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_BradleyMannaSipma-CAV2005-Fig1_no-overflow.c/lasso_trace_1.txt,TERMINATING,"1,98","98,33","54,06","154,37",13,TERMINATING,6,1,7,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_BradleyMannaSipma-CAV2005-Fig1_true-termination.c/lasso_trace_1.txt,TERMINATING,"2,41","106,81","52,73","161,95",13,TERMINATING,6,1,7,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_BradleyMannaSipma-CAV2005-Fig1.c/lasso_trace_1.txt,TERMINATING,"2,36","102,64","55,92","160,92",13,TERMINATING,6,1,7,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_Break.bpl/lasso_trace_1.txt,TERMINATING,"1,62","57,31","36,35","95,28",6,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_break.c/lasso_trace_1.txt,TERMINATING,"3,91","74,18","62,71","140,8",4,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_bresenham.c/lasso_trace_1.txt,TERMINATING,"4,56","280,46","110,94","395,96",26,TERMINATING,1,1,2,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_BrockschmidtCookFuhs-CAV2013-Fig1_no-overflow.c/lasso_trace_1.txt,TERMINATING,"3,39","130,69","112,42","246,5",8,TERMINATING,5,2,7,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_BrockschmidtCookFuhs-CAV2013-Fig1_no-overflow.c/lasso_trace_2.txt,TERMINATING,"0,39","41,27","28,84","70,5",9,TERMINATING,6,3,9,Affine Template / Affine Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_BrockschmidtCookFuhs-CAV2013-Fig1_no-overflow.c/lasso_trace_3.txt,TERMINATING,"0,34","35,17","45,22","80,73",7,TERMINATING,7,1,8,Affine Template / Affine Template
