nodes	Ultimate-fixpoint	Ultimate-all	pasttel	label	Stem Size	Loop Size	Total Size Trace	Algo
653	0.26	64.19	9.00	TERMINATING	297	13	310	Affine template / Affine template
654	0.44	69.54	9.00	TERMINATING	302	13	315	Affine template / Affine template
655	0.28	71.43	9.00	TERMINATING	323	13	336	Affine template / Affine template
656	0.41	141.00	35.00	TERMINATING	309	13	322	Affine template / Affine template
657	0.28	65.45	10.00	TERMINATING	328	17	345	Affine template / Affine template
658	1.92	49.27	6.00	TERMINATING	6	3	9	Affine template / Affine template
659	0.24	36.59	7.00	TERMINATING	8	3	11	Affine template / Affine template
660	7.73	289.09	7.00	TERMINATING	29	13	42	Affine template / Affine template
661	1.92	52.55	6.00	TERMINATING	6	3	9	Affine template / Affine template
662	0.27	34.41	7.00	TERMINATING	8	3	11	Affine template / Affine template
663	1.58	51.04	7.00	TERMINATING	40	26	66	Affine template / Affine template
664	0.31	45.63	6.00	TERMINATING	58	30	88	Affine template / Affine template
665	2.56	54.82	6.00	TERMINATING	36	17	53	Affine template / Affine template
666	1.85	55.49	7.00	TERMINATING	36	17	53	Affine template / Affine template
667	1.79	57.88	6.00	TERMINATING	40	17	57	Affine template / Affine template
668	1.68	43.73	8.00	TERMINATING	22	10	32	Affine template / Affine template
669	0.50	81.36	22.00	TERMINATING	25	14	39	Affine template / Affine template
670	1.76	35.53	6.00	TERMINATING	0	3	3	Affine template / Affine template
671	0.52	45.97	8.00	TERMINATING	7	9	16	Affine template / Affine template
672	0.27	37.07	6.00	TERMINATING	30	9	39	Affine template / Affine template
673	1.65	26.44	5.00	TERMINATING	0	3	3	Affine template / Affine template
674	1.92	73.67	13.00	TERMINATING	92	85	177	Affine template / Affine template
675	2.60	358.66	149.00	TERMINATING	9	21	30	Affine template / Affine template
676	1.96	83.35	10.00	TERMINATING	100	17	117	Affine template / Affine template
677	1.84	70.10	9.00	TERMINATING	48	13	61	Affine template / Affine template
678	1.74	53.54	9.00	TERMINATING	6	4	10	Affine template / Affine template
679	1.76	50.21	7.00	TERMINATING	7	4	11	Affine template / Affine template
680	1.88	60.52	6.00	TERMINATING	7	4	11	Affine template / Affine template
681	1.85	43.27	5.00	TERMINATING	0	4	4	Affine template / Affine template
682	1.89	69.26	20.00	TERMINATING	53	53	106	Affine template / Affine template
683	0.35	62.20	18.00	TERMINATING	88	68	156	Affine template / Affine template
684	1.80	68.57	10.00	TERMINATING	48	38	86	Affine template / Affine template
685	0.34	41.25	11.00	TERMINATING	65	17	82	Affine template / Affine template
686	3.35	26491.69	235.00	TERMINATING	11	8	19	2 template / Affine template
687	2.17	3121.90	30.00	TERMINATING	1	1	2	2 template / Affine template
688	1.75	4461.43	34.00	TERMINATING	7	1	8	2 template / Affine template
689	1.89	51.51	7.00	TERMINATING	5	1	6	Affine template / Affine template
690	1.82	74.15	6.00	TERMINATING	5	1	6	Affine template / Affine template
691	1.79	64.19	12.00	TERMINATING	116	17	133	Affine template / Affine template
692	0.51	61.28	17.00	TERMINATING	125	55	180	Affine template / Affine template
693	1.98	64.38	10.00	TERMINATING	116	17	133	Affine template / Affine template
694	0.70	64.79	16.00	TERMINATING	125	55	180	Affine template / Affine template
695	1.89	75.61	11.00	TERMINATING	116	17	133	Affine template / Affine template
696	0.48	64.36	18.00	TERMINATING	125	55	180	Affine template / Affine template
697	1.83	53.75	5.00	TERMINATING	24	10	34	Affine template / Affine template
698	1.77	97.80	29.00	TERMINATING	115	184	299	Affine template / Affine template
699	0.50	74.68	28.00	TERMINATING	118	184	302	Affine template / Affine template
700	1.84	91.57	29.00	TERMINATING	107	184	291	Affine template / Affine template
701	0.74	134.85	48.00	TERMINATING	139	197	336	Affine template / Affine template
702	0.57	69.34	31.00	TERMINATING	184	193	377	Affine template / Affine template
703	1.93	109.85	29.00	TERMINATING	107	184	291	Affine template / Affine template
704	0.78	89.91	46.00	TERMINATING	130	187	317	Affine template / Affine template
705	0.75	89.64	39.00	TERMINATING	135	193	328	Affine template / Affine template
706	0.76	115.94	37.00	TERMINATING	230	204	434	Affine template / Affine template
707	0.80	96.63	38.00	TERMINATING	278	190	468	Affine template / Affine template
708	0.43	73.27	26.00	TERMINATING	110	184	294	Affine template / Affine template
709	0.66	121.41	42.00	TERMINATING	137	184	321	Affine template / Affine template
710	0.78	110.61	42.00	TERMINATING	170	187	357	Affine template / Affine template
711	0.76	99.35	47.00	TERMINATING	139	197	336	Affine template / Affine template
712	0.75	81.64	44.00	TERMINATING	170	187	357	Affine template / Affine template
713	1.83	94.71	25.00	TERMINATING	107	184	291	Affine template / Affine template
714	0.51	77.95	25.00	TERMINATING	110	184	294	Affine template / Affine template
715	0.42	71.25	25.00	TERMINATING	114	184	298	Affine template / Affine template
716	0.66	74.86	31.00	TERMINATING	144	193	337	Affine template / Affine template
717	0.77	98.49	45.00	TERMINATING	134	187	321	Affine template / Affine template
718	0.92	106.66	39.00	TERMINATING	135	193	328	Affine template / Affine template
719	1.74	61.36	11.00	TERMINATING	28	9	37	Affine template / Affine template
720	0.58	86.26	18.00	TERMINATING	35	13	48	Affine template / Affine template
721	1.86	58.00	8.00	TERMINATING	32	22	54	Affine template / Affine template
722	0.47	104.62	28.00	TERMINATING	48	22	70	Affine template / Affine template
723	0.44	50.01	13.00	TERMINATING	131	32	163	Affine template / Affine template
724	0.40	44.08	13.00	TERMINATING	135	36	171	Affine template / Affine template
725	1.94	70.88	11.00	TERMINATING	48	32	80	Affine template / Affine template
726	0.44	49.23	18.00	TERMINATING	75	32	107	Affine template / Affine template
727	0.38	49.93	19.00	TERMINATING	79	36	115	Affine template / Affine template
728	2.06	84.26	17.00	TERMINATING	149	18	167	Affine template / Affine template
729	1.68	64.06	7.00	TERMINATING	8	5	13	Affine template / Affine template
730	1.04	47.98	12.00	TERMINATING	9	5	14	Affine template / Affine template
731	0.38	46.22	11.00	TERMINATING	14	5	19	Affine template / Affine template
732	1.73	67.96	7.00	TERMINATING	8	5	13	Affine template / Affine template
733	0.54	46.39	10.00	TERMINATING	9	5	14	Affine template / Affine template
734	0.44	46.71	11.00	TERMINATING	14	5	19	Affine template / Affine template
735	2.65	152.53	51.00	TERMINATING	13	11	24	Affine template / Affine template
736	1.12	91.67	52.00	TERMINATING	15	11	26	Affine template / Affine template
737	1.60	106.78	41.00	TERMINATING	17	6	23	Affine template / Affine template
738	1.75	68.28	10.00	TERMINATING	5	2	7	Affine template / Affine template
739	0.62	46.83	11.00	TERMINATING	6	1	7	Affine template / Affine template
740	0.30	36.49	13.00	TERMINATING	8	1	9	Affine template / Affine template
741	1.70	58.69	11.00	TERMINATING	5	4	9	Affine template / Affine template
742	0.49	43.30	8.00	TERMINATING	7	1	8	Affine template / Affine template
743	0.49	38.54	10.00	TERMINATING	11	1	12	Affine template / Affine template
744	1.84	74.82	11.00	TERMINATING	5	2	7	Affine template / Affine template
745	0.41	51.66	10.00	TERMINATING	7	1	8	Affine template / Affine template
746	0.48	41.79	11.00	TERMINATING	8	3	11	Affine template / Affine template
747	0.28	37.74	10.00	TERMINATING	9	1	10	Affine template / Affine template
748	2.32	103.61	32.00	TERMINATING	7	7	14	Affine template / Affine template
749	2.01	64.32	10.00	TERMINATING	5	1	6	Affine template / Affine template
750	1.72	63.82	9.00	TERMINATING	5	3	8	Affine template / Affine template
751	1.86	281.10	21.00	TERMINATING	1	4	5	Affine template / Affine template
752	1.78	66.87	9.00	TERMINATING	5	3	8	Affine template / Affine template
753	2.24	60.80	8.00	TERMINATING	6	3	9	Affine template / Affine template
754	1.86	240.96	18.00	TERMINATING	5	2	7	Affine template / Affine template
755	1.83	1027.59	13.00	TERMINATING	5	1	6	2 template / Affine template
756	1.78	72.42	8.00	TERMINATING	64	13	77	Affine template / Affine template
757	2.11	213.09	20.00	TERMINATING	5	1	6	Affine template / Affine template
758	1.95	64.75	10.00	TERMINATING	5	1	6	Affine template / Affine template
759	0.50	51.73	12.00	TERMINATING	6	1	7	Affine template / Affine template
760	2.21	62.17	12.00	TERMINATING	5	1	6	Affine template / Affine template
761	2.03	287.27	92.00	TERMINATING	20	8	28	Affine template / Affine template
762	2.75	167.16	59.00	TERMINATING	18	8	26	Affine template / Affine template
763	3.10	154.93	110.00	TERMINATING	18	8	26	Affine template / Nested template
764	2.43	115.22	32.00	TERMINATING	17	5	22	Affine template / Affine template
765	3.09	81.52	17.00	TERMINATING	6	8	14	Affine template / Affine template
766	1.87	47.31	5.00	TERMINATING	5	5	10	Affine template / Affine template
767	1.94	97.44	30.00	TERMINATING	7	2	9	Affine template / Affine template
768	1.57	55.86	6.00	TERMINATING	20	18	38	Affine template / Affine template
769	0.49	40.49	5.00	TERMINATING	29	9	38	Affine template / Affine template
770	0.28	38.59	5.00	TERMINATING	47	9	56	Affine template / Affine template
771	1.75	48.11	5.00	TERMINATING	20	9	29	Affine template / Affine template
772	1.87	54.18	6.00	TERMINATING	29	13	42	Affine template / Affine template
773	1.82	56.36	5.00	TERMINATING	29	13	42	Affine template / Affine template
774	1.88	49.00	5.00	TERMINATING	24	17	41	Affine template / Affine template
775	1.76	61.62	6.00	TERMINATING	24	18	42	Affine template / Affine template
776	1.80	59.60	6.00	TERMINATING	32	18	50	Affine template / Affine template
777	2.98	46.07	5.00	TERMINATING	20	13	33	Affine template / Affine template
778	1.97	48.96	11.00	TERMINATING	5	1	6	Affine template / Affine template
779	1.84	62.41	8.00	TERMINATING	5	1	6	Affine template / Affine template
780	2.01	68.58	11.00	TERMINATING	5	1	6	Affine template / Affine template
781	2.26	293.15	45.00	TERMINATING	6	4	10	Affine template / Affine template
782	2.17	61.60	10.00	TERMINATING	6	1	7	Affine template / Affine template
783	0.48	47.47	13.00	TERMINATING	7	1	8	Affine template / Affine template
784	1.90	187.06	21.00	TERMINATING	1	5	6	Affine template / Affine template
785	2.24	63.49	12.00	TERMINATING	2	4	6	Affine template / Affine template
786	0.50	60.60	15.00	TERMINATING	113	21	134	Affine template / Affine template
787	1.74	108.86	13.00	TERMINATING	224	22	246	Affine template / Affine template
788	0.53	95.09	20.00	TERMINATING	233	57	290	Affine template / Affine template
789	1.73	101.01	13.00	TERMINATING	228	22	250	Affine template / Affine template
790	0.44	85.01	16.00	TERMINATING	237	57	294	Affine template / Affine template
791	1.61	96.69	14.00	TERMINATING	228	22	250	Affine template / Affine template
792	0.47	73.43	18.00	TERMINATING	237	57	294	Affine template / Affine template
793	0.39	69.15	15.00	TERMINATING	241	17	258	Affine template / Affine template
794	2.03	83.13	16.00	TERMINATING	117	18	135	Affine template / Affine template
795	1.73	83.96	8.00	TERMINATING	6	3	9	Affine template / Affine template
796	2.00	49.40	7.00	TERMINATING	21	9	30	Affine template / Affine template
797	1.81	45.08	4.00	TERMINATING	5	1	6	Affine template / Affine template
798	2.21	153.84	27.00	TERMINATING	2	4	6	Affine template / Affine template
799	1.70	52.09	9.00	TERMINATING	1	5	6	Affine template / Affine template
800	1.64	84.86	19.00	TERMINATING	7	7	14	Affine template / Affine template
801	0.62	8467.26	306.00	TERMINATING	16	6	22	Affine template / Affine template
802	2.94	67.56	14.00	TERMINATING	1	7	8	Affine template / Affine template
803	0.53	318.09	56.00	TERMINATING	5	6	11	Affine template / Affine template
804	0.55	548.50	95.00	TERMINATING	12	6	18	Affine template / Affine template
805	1.82	62.98	12.00	TERMINATING	1	7	8	Affine template / Affine template
806	0.58	867.70	108.00	TERMINATING	10	6	16	Affine template / Affine template
807	1.98	57.46	7.00	TERMINATING	24	25	49	Affine template / Affine template
808	1.98	131.82	29.00	TERMINATING	7	5	12	Affine template / Affine template
809	1.84	55.38	8.00	TERMINATING	21	10	31	Affine template / Affine template
810	2.18	70.70	10.00	TERMINATING	120	22	142	Affine template / Affine template
811	0.37	55.75	11.00	TERMINATING	133	13	146	Affine template / Affine template
812	1.98	78.88	11.00	TERMINATING	120	22	142	Affine template / Affine template
813	0.38	55.15	11.00	TERMINATING	133	13	146	Affine template / Affine template
814	2.88	79.09	12.00	TERMINATING	120	22	142	Affine template / Affine template
815	0.32	50.54	10.00	TERMINATING	133	13	146	Affine template / Affine template
816	1.76	55.46	8.00	TERMINATING	36	22	58	Affine template / Affine template
817	0.38	77.31	26.00	TERMINATING	97	23	120	Affine template / Affine template
818	0.31	37.37	8.00	TERMINATING	112	23	135	Affine template / Affine template
819	0.27	39.04	8.00	TERMINATING	112	23	135	Affine template / Affine template
820	0.29	43.42	10.00	TERMINATING	112	23	135	Affine template / Affine template
821	1.69	27.10	8.00	TERMINATING	0	4	4	Affine template / Affine template
822	0.44	52.17	10.00	TERMINATING	4	8	12	Affine template / Affine template
823	0.33	43.26	11.00	TERMINATING	6	4	10	Affine template / Affine template
824	2.62	172.71	53.00	TERMINATING	12	9	21	Affine template / Affine template
825	2.70	73.49	11.00	TERMINATING	2	1	3	Affine template / Affine template
826	2.11	64.96	11.00	TERMINATING	8	1	9	Affine template / Affine template
827	2.54	99.83	20.00	TERMINATING	4	1	5	Affine template / Affine template
828	1.53	37.76	14.00	TERMINATING	0	6	6	Affine template / Affine template
829	1.71	31.34	7.00	TERMINATING	0	3	3	Affine template / Affine template
830	0.55	47.60	11.00	TERMINATING	2	4	6	Affine template / Affine template
831	0.44	36.90	12.00	TERMINATING	6	7	13	Affine template / Affine template
832	0.34	41.16	12.00	TERMINATING	12	7	19	Affine template / Affine template
833	2.55	90.42	28.00	TERMINATING	7	6	13	Affine template / Affine template
834	1.95	55.39	5.00	TERMINATING	1	1	2	Affine template / Affine template
835	1.86	50.78	7.00	TERMINATING	5	1	6	Affine template / Affine template
836	1.60	76.80	18.00	TERMINATING	7	7	14	Affine template / Affine template
837	0.51	53.51	18.00	TERMINATING	8	5	13	Affine template / Affine template
838	1.61	58.82	13.00	TERMINATING	1	7	8	Affine template / Affine template
839	0.57	45.63	12.00	TERMINATING	2	5	7	Affine template / Affine template
840	2.26	108.66	22.00	TERMINATING	7	6	13	Affine template / Affine template
841	1.68	42.75	5.00	TERMINATING	1	1	2	Affine template / Affine template
842	1.92	83.80	12.00	TERMINATING	5	1	6	Affine template / Affine template
843	1.96	6175.22	257.00	TERMINATING	1	6	7	Affine template / Affine template
844	2.14	66.38	9.00	TERMINATING	1	1	2	Affine template / Affine template
845	2.14	132.55	19.00	TERMINATING	1	1	2	Affine template / Affine template
846	1.61	48.72	8.00	TERMINATING	5	3	8	Affine template / Affine template
847	0.26	37.04	7.00	TERMINATING	11	12	23	Affine template / Affine template
848	2.11	48.03	5.00	TERMINATING	5	3	8	Affine template / Affine template
849	1.80	52.58	5.00	TERMINATING	5	4	9	Affine template / Affine template
850	2.23	59.83	9.00	TERMINATING	1	1	2	Affine template / Affine template
851	1.79	27.42	7.00	TERMINATING	0	3	3	Affine template / Affine template
852	1.63	26.25	5.00	TERMINATING	0	3	3	Affine template / Affine template
853	0.29	42.62	6.00	TERMINATING	8	3	11	Affine template / Affine template
854	1.74	28.84	5.00	TERMINATING	0	4	4	Affine template / Affine template
855	1.72	39.58	10.00	TERMINATING	0	4	4	Affine template / Affine template
856	1.64	26.78	7.00	TERMINATING	0	3	3	Affine template / Affine template
857	2.41	98.46	29.00	TERMINATING	9	6	15	Affine template / Affine template
858	1.98	56.56	8.00	TERMINATING	1	1	2	Affine template / Affine template
859	2.02	53.07	9.00	TERMINATING	7	1	8	Affine template / Affine template
860	2.11	57.39	7.00	TERMINATING	5	1	6	Affine template / Affine template
861	1.94	50.67	8.00	TERMINATING	5	5	10	Affine template / Affine template
862	1.66	40.81	6.00	TERMINATING	1	11	12	Affine template / Affine template
863	0.36	34.02	5.00	TERMINATING	2	1	3	Affine template / Affine template
864	0.43	31.74	5.00	TERMINATING	13	1	14	Affine template / Affine template
865	2.13	92.18	14.00	TERMINATING	1	2	3	Affine template / Affine template
866	0.51	58.81	20.00	TERMINATING	5	5	10	Affine template / Affine template
867	1.52	48.33	8.00	TERMINATING	5	11	16	Affine template / Affine template
868	0.52	37.83	6.00	TERMINATING	6	1	7	Affine template / Affine template
869	0.46	33.73	7.00	TERMINATING	17	1	18	Affine template / Affine template
870	1.97	49.10	12.00	TERMINATING	1	1	2	Affine template / Affine template
871	2.12	39.13	13.00	TERMINATING	0	8	8	Affine template / Affine template
872	2.75	123.18	33.00	TERMINATING	7	6	13	Affine template / Affine template
873	1.91	48.90	5.00	TERMINATING	1	1	2	Affine template / Affine template
874	2.97	54.23	9.00	TERMINATING	5	1	6	Affine template / Affine template
875	1.71	27.75	7.00	TERMINATING	0	4	4	Affine template / Affine template
876	0.62	44.70	7.00	TERMINATING	3	3	6	Affine template / Affine template
877	0.47	38.45	9.00	TERMINATING	4	4	8	Affine template / Affine template
878	0.33	36.81	10.00	TERMINATING	30	3	33	Affine template / Affine template
879	2.81	58.33	6.00	TERMINATING	92	17	109	Affine template / Affine template
880	0.49	45.28	7.00	TERMINATING	6	4	10	Affine template / Affine template
881	2.29	84.44	11.00	TERMINATING	1	2	3	Affine template / Affine template
882	0.85	94.95	13.00	TERMINATING	2	4	6	Affine template / Affine template
883	0.64	54.61	17.00	TERMINATING	8	4	12	Affine template / Affine template
884	2.39	115.80	31.00	TERMINATING	7	8	15	Affine template / Affine template
885	1.89	102.56	14.00	TERMINATING	5	1	6	Affine template / Affine template
886	2.63	406.00	73.00	TERMINATING	15	10	25	2 template / Nested template
887	1.38	84.17	60.00	TERMINATING	22	7	29	Affine template / Affine template
888	1.56	280.64	79.00	TERMINATING	29	10	39	2 template / Nested template
889	2.26	162.14	13.00	TERMINATING	6	2	8	2 template / Nested template
890	0.39	40.90	12.00	TERMINATING	8	1	9	Affine template / Affine template
891	0.39	100.20	17.00	TERMINATING	9	2	11	2 template / Nested template
892	0.39	42.77	12.00	TERMINATING	10	3	13	Affine template / Affine template
893	0.33	35.22	11.00	TERMINATING	11	1	12	Affine template / Affine template
894	2.06	106.11	12.00	TERMINATING	9	3	12	Affine template / Affine template
895	1.98	97.26	13.00	TERMINATING	7	5	12	Affine template / Affine template
896	1.93	62.41	9.00	TERMINATING	7	4	11	Affine template / Affine template
897	0.35	36.40	8.00	TERMINATING	11	8	19	Affine template / Affine template
898	0.31	40.54	11.00	TERMINATING	13	4	17	Affine template / Affine template
899	1.71	65.21	9.00	TERMINATING	7	3	10	Affine template / Affine template
900	0.77	50.17	16.00	TERMINATING	9	4	13	Affine template / Affine template
901	0.34	48.17	16.00	TERMINATING	13	3	16	Affine template / Affine template
902	0.28	45.39	18.00	TERMINATING	16	3	19	Affine template / Affine template
903	0.78	36.20	10.00	TERMINATING	14	4	18	Affine template / Affine template
904	0.31	41.13	9.00	TERMINATING	17	4	21	Affine template / Affine template
905	2.04	107.27	12.00	TERMINATING	7	3	10	Affine template / Affine template
906	0.46	74.57	13.00	TERMINATING	10	3	13	Affine template / Affine template
907	1.92	105.43	16.00	TERMINATING	5	1	6	Affine template / Affine template
908	2.24	57.78	9.00	TERMINATING	5	1	6	Affine template / Affine template
909	3.76	151.54	20.00	TERMINATING	5	1	6	Affine template / Affine template
910	2.06	120.56	15.00	TERMINATING	5	1	6	Affine template / Affine template
911	1.96	132.11	14.00	TERMINATING	5	1	6	2 template / Nested template
912	1.91	45.80	6.00	TERMINATING	5	1	6	Affine template / Affine template
913	1.84	57.15	7.00	TERMINATING	8	3	11	Affine template / Affine template
914	1.83	62.78	8.00	TERMINATING	8	3	11	Affine template / Affine template
915	2.13	73.58	11.00	TERMINATING	5	3	8	Affine template / Affine template
916	0.59	82.26	35.00	TERMINATING	30	5	35	Affine template / Affine template
917	0.43	82.21	32.00	TERMINATING	33	5	38	Affine template / Affine template
918	0.55	79.58	39.00	TERMINATING	36	5	41	Affine template / Affine template
919	0.49	82.55	35.00	TERMINATING	39	5	44	Affine template / Affine template
920	0.61	89.35	37.00	TERMINATING	42	5	47	Affine template / Affine template
921	0.60	75.60	40.00	TERMINATING	45	5	50	Affine template / Affine template
922	0.58	91.04	47.00	TERMINATING	48	5	53	Affine template / Affine template
923	0.63	79.83	46.00	TERMINATING	51	5	56	Affine template / Affine template
924	0.62	84.54	49.00	TERMINATING	54	5	59	Affine template / Affine template
925	0.62	86.51	49.00	TERMINATING	57	5	62	Affine template / Affine template
926	0.61	57.56	17.00	TERMINATING	6	5	11	Affine template / Affine template
927	0.70	98.52	55.00	TERMINATING	60	5	65	Affine template / Affine template
928	0.68	101.37	54.00	TERMINATING	63	5	68	Affine template / Affine template
929	0.67	92.25	56.00	TERMINATING	66	5	71	Affine template / Affine template
930	0.51	114.82	59.00	TERMINATING	69	5	74	Affine template / Affine template
931	0.62	95.16	58.00	TERMINATING	72	5	77	Affine template / Affine template
932	0.77	104.63	73.00	TERMINATING	75	5	80	Affine template / Affine template
933	0.74	109.76	75.00	TERMINATING	78	5	83	Affine template / Affine template
934	0.61	103.31	69.00	TERMINATING	81	5	86	Affine template / Affine template
935	0.92	155.15	71.00	TERMINATING	84	5	89	Affine template / Affine template
936	0.68	172.96	73.00	TERMINATING	87	5	92	Affine template / Affine template
937	0.46	65.04	19.00	TERMINATING	9	5	14	Affine template / Affine template
938	1.22	101.17	77.00	TERMINATING	90	5	95	Affine template / Affine template
939	0.81	109.31	77.00	TERMINATING	93	5	98	Affine template / Affine template
940	0.80	103.15	90.00	TERMINATING	96	5	101	Affine template / Affine template
941	1.05	114.15	87.00	TERMINATING	99	5	104	Affine template / Affine template
942	0.81	125.22	92.00	TERMINATING	102	5	107	Affine template / Affine template
943	0.82	115.58	90.00	TERMINATING	105	5	110	Affine template / Affine template
944	0.85	144.04	100.00	TERMINATING	108	5	113	Affine template / Affine template
945	0.86	125.64	109.00	TERMINATING	111	5	116	Affine template / Affine template
946	0.89	128.40	104.00	TERMINATING	114	5	119	Affine template / Affine template
947	0.82	142.11	108.00	TERMINATING	117	5	122	Affine template / Affine template
948	0.52	59.67	19.00	TERMINATING	12	5	17	Affine template / Affine template
949	0.85	131.79	112.00	TERMINATING	120	5	125	Affine template / Affine template
950	0.85	133.28	125.00	TERMINATING	123	5	128	Affine template / Affine template
951	0.52	54.35	24.00	TERMINATING	15	5	20	Affine template / Affine template
952	0.56	63.74	26.00	TERMINATING	18	5	23	Affine template / Affine template
953	0.53	65.77	26.00	TERMINATING	21	5	26	Affine template / Affine template
954	0.56	58.84	30.00	TERMINATING	24	5	29	Affine template / Affine template
955	0.55	64.55	36.00	TERMINATING	27	5	32	Affine template / Affine template
956	1.93	88.38	23.00	TERMINATING	5	5	10	Affine template / Affine template
957	2.61	112.78	38.00	TERMINATING	1	3	4	Affine template / Affine template
958	0.49	2519.39	28.00	TERMINATING	6	1	7	2 template / Affine template
959	1.94	57.60	9.00	TERMINATING	5	2	7	Affine template / Affine template
960	0.39	47.84	10.00	TERMINATING	6	1	7	Affine template / Affine template
961	1.77	62.03	9.00	TERMINATING	5	3	8	Affine template / Affine template
962	0.36	41.93	10.00	TERMINATING	6	1	7	Affine template / Affine template
963	2.51	47.15	4.00	TERMINATING	5	1	6	Affine template / Affine template
964	1.83	53.23	7.00	TERMINATING	24	13	37	Affine template / Affine template
965	0.29	47.67	12.00	TERMINATING	456	13	469	Affine template / Affine template
966	0.33	61.07	11.00	TERMINATING	491	13	504	Affine template / Affine template
967	0.30	53.09	11.00	TERMINATING	674	13	687	Affine template / Affine template
968	0.36	52.49	10.00	TERMINATING	735	13	748	Affine template / Affine template
969	0.25	57.99	11.00	TERMINATING	996	13	1009	Affine template / Affine template
970	0.28	66.60	11.00	TERMINATING	1083	13	1096	Affine template / Affine template
971	0.32	47.78	7.00	TERMINATING	285	13	298	Affine template / Affine template
972	0.27	44.24	8.00	TERMINATING	307	13	320	Affine template / Affine template
973	0.25	49.41	8.00	TERMINATING	342	13	355	Affine template / Affine template
974	0.44	47.27	10.00	TERMINATING	356	13	369	Affine template / Affine template
975	1.72	42.12	5.00	TERMINATING	5	1	6	Affine template / Affine template
976	1.56	49.32	7.00	TERMINATING	20	18	38	Affine template / Affine template
977	0.92	77.94	21.00	TERMINATING	23	22	45	Affine template / Affine template
978	1.90	50.47	6.00	TERMINATING	5	1	6	Affine template / Affine template
979	0.39	50.60	19.00	TERMINATING	156	91	247	Affine template / Affine template
980	1.80	74.16	12.00	TERMINATING	56	40	96	Affine template / Affine template
981	0.50	103.85	33.00	TERMINATING	94	26	120	Affine template / Affine template
982	0.37	48.53	14.00	TERMINATING	95	40	135	Affine template / Affine template
983	0.32	51.03	12.00	TERMINATING	105	17	122	Affine template / Affine template
984	0.33	59.40	9.00	TERMINATING	109	17	126	Affine template / Affine template
985	0.48	53.15	20.00	TERMINATING	156	91	247	Affine template / Affine template
986	2.13	77.15	10.00	TERMINATING	56	40	96	Affine template / Affine template
987	0.45	121.19	29.00	TERMINATING	94	26	120	Affine template / Affine template
988	0.47	48.37	14.00	TERMINATING	95	40	135	Affine template / Affine template
989	0.36	49.75	10.00	TERMINATING	105	17	122	Affine template / Affine template
990	0.29	50.43	10.00	TERMINATING	109	17	126	Affine template / Affine template
991	1.76	60.35	10.00	TERMINATING	56	40	96	Affine template / Affine template
992	0.46	63.83	13.00	TERMINATING	65	55	120	Affine template / Affine template
993	0.38	47.39	11.00	TERMINATING	69	26	95	Affine template / Affine template
994	0.36	44.49	13.00	TERMINATING	105	17	122	Affine template / Affine template
995	0.36	46.93	9.00	TERMINATING	109	17	126	Affine template / Affine template
996	1.90	52.64	8.00	TERMINATING	5	2	7	Affine template / Affine template
997	1.52	74.11	11.00	TERMINATING	112	13	125	Affine template / Affine template
998	0.37	74.52	15.00	TERMINATING	806	17	823	Affine template / Affine template
999	0.40	79.74	18.00	TERMINATING	906	17	923	Affine template / Affine template
1000	0.51	61.64	11.00	TERMINATING	139	17	156	Affine template / Affine template
1001	2.11	1030.41	96.00	TERMINATING	12	6	18	Affine template / Affine template
1002	2.43	144.70	16.00	TERMINATING	5	1	6	Affine template / Affine template
1003	2.23	194.58	18.00	TERMINATING	5	1	6	Affine template / Affine template
1004	0.21	34.95	5.00	TERMINATING	124	13	137	Affine template / Affine template
1005	0.24	38.78	7.00	TERMINATING	468	457	925	Affine template / Affine template
1006	0.23	38.12	8.00	TERMINATING	481	87	568	Affine template / Affine template
1007	0.24	38.70	7.00	TERMINATING	494	13	507	Affine template / Affine template
1008	0.27	41.40	8.00	TERMINATING	581	13	594	Affine template / Affine template
1009	0.28	39.14	7.00	TERMINATING	938	87	1025	Affine template / Affine template
1010	1.45	52.88	7.00	TERMINATING	24	87	111	Affine template / Affine template
1011	0.32	45.63	6.00	TERMINATING	37	13	50	Affine template / Affine template
1012	1.59	48.55	6.00	TERMINATING	52	362	414	Affine template / Affine template
1013	0.31	41.16	7.00	TERMINATING	65	17	82	Affine template / Affine template
1014	0.27	37.39	6.00	TERMINATING	427	17	444	Affine template / Affine template
1015	2.08	76.71	9.00	TERMINATING	1	2	3	Affine template / Affine template
1016	0.36	96.22	22.00	TERMINATING	51	48	99	Affine template / Affine template
1017	1.67	26.59	5.00	TERMINATING	0	3	3	Affine template / Affine template
1018	0.44	39.97	6.00	TERMINATING	2	3	5	Affine template / Affine template
1019	0.40	42.26	9.00	TERMINATING	9	9	18	Affine template / Affine template
1020	0.30	39.66	7.00	TERMINATING	47	9	56	Affine template / Affine template
1021	2.33	56.95	9.00	TERMINATING	24	10	34	Affine template / Affine template
1022	0.47	83.93	24.00	TERMINATING	31	14	45	Affine template / Affine template
1023	0.24	38.11	10.00	TERMINATING	52	10	62	Affine template / Affine template
1024	0.29	34.16	8.00	TERMINATING	52	24	76	Affine template / Affine template
1025	0.37	49.32	8.00	TERMINATING	62	24	86	Affine template / Affine template
1026	0.30	67.62	25.00	TERMINATING	79	14	93	Affine template / Affine template
1027	2.08	70.60	15.00	TERMINATING	36	15	51	Affine template / Affine template
1028	0.29	39.96	11.00	TERMINATING	116	122	238	Affine template / Affine template
