Trace Name,Result Code,Ultimate-Fixpoint (ms),Ultimate (ms),pasttel (ms),PaSTTeL Status,Stem Size,Loop Size,Total Size Trace,Algo
CP26_BENCHMARK_FINAL/BENCHMARK_SIMPLE_C_BPL/NON_TERM_LASSO//lasso_traces_ACSL-boolConversion.c/lasso_trace_1.txt,NONTERMINATING,2.46,2.46,1.00,NONTERMINATING,5,3,8,Fixpoint / Fixpoint
CP26_BENCHMARK_FINAL/BENCHMARK_SIMPLE_C_BPL/NON_TERM_LASSO//lasso_traces_afagp-fail.t2.c/lasso_trace_1.txt,NONTERMINATING,2.58,114.24,5.00,NONTERMINATING,416,32,448,GNTA / GNTA
CP26_BENCHMARK_FINAL/BENCHMARK_SIMPLE_C_BPL/NON_TERM_LASSO//lasso_traces_afagx1.t2.c/lasso_trace_1.txt,NONTERMINATING,2.94,2.94,1.00,NONTERMINATING,20,21,41,Fixpoint / Fixpoint
CP26_BENCHMARK_FINAL/BENCHMARK_SIMPLE_C_BPL/NON_TERM_LASSO//lasso_traces_AffineTerms.c/lasso_trace_1.txt,NONTERMINATING,3.56,3.56,1.00,NONTERMINATING,6,2,8,Fixpoint / Fixpoint
CP26_BENCHMARK_FINAL/BENCHMARK_SIMPLE_C_BPL/NON_TERM_LASSO//lasso_traces_agafp.t2.c/lasso_trace_1.txt,NONTERMINATING,1.87,147.63,4.00,NONTERMINATING,689,9,698,GNTA / GNTA
CP26_BENCHMARK_FINAL/BENCHMARK_SIMPLE_C_BPL/NON_TERM_LASSO//lasso_traces_apchild-accepted-fail.t2.c/lasso_trace_3.txt,NONTERMINATING,3.56,3.56,4.00,NONTERMINATING,552,70,622,Fixpoint / Fixpoint
CP26_BENCHMARK_FINAL/BENCHMARK_SIMPLE_C_BPL/NON_TERM_LASSO//lasso_traces_apchild-accepted.t2.c/lasso_trace_3.txt,NONTERMINATING,4.39,4.39,5.00,NONTERMINATING,552,70,622,Fixpoint / GNTA
CP26_BENCHMARK_FINAL/BENCHMARK_SIMPLE_C_BPL/NON_TERM_LASSO//lasso_traces_apchildlive-succeed.t2.c/lasso_trace_3.txt,NONTERMINATING,4.03,4.03,3.00,NONTERMINATING,531,86,617,Fixpoint / Fixpoint
CP26_BENCHMARK_FINAL/BENCHMARK_SIMPLE_C_BPL/NON_TERM_LASSO//lasso_traces_apchild-live.t2.c/lasso_trace_4.txt,NONTERMINATING,4.56,4.56,5.00,NONTERMINATING,621,79,700,Fixpoint / Fixpoint
CP26_BENCHMARK_FINAL/BENCHMARK_SIMPLE_C_BPL/NON_TERM_LASSO//lasso_traces_Arrays02-EquivalentConstantIndices_false-termination.c/lasso_trace_1.txt,NONTERMINATING,3.72,3.72,1.00,NONTERMINATING,5,5,10,Fixpoint / Fixpoint
CP26_BENCHMARK_FINAL/BENCHMARK_SIMPLE_C_BPL/NON_TERM_LASSO//lasso_traces_b.03.c/lasso_trace_1.txt,NONTERMINATING,2.99,2.99,1.00,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
CP26_BENCHMARK_FINAL/BENCHMARK_SIMPLE_C_BPL/NON_TERM_LASSO//lasso_traces_b.03-no-inv.c/lasso_trace_1.txt,NONTERMINATING,3.02,3.02,1.00,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
CP26_BENCHMARK_FINAL/BENCHMARK_SIMPLE_C_BPL/NON_TERM_LASSO//lasso_traces_b.08.c/lasso_trace_1.txt,NONTERMINATING,3.05,3.05,1.00,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
CP26_BENCHMARK_FINAL/BENCHMARK_SIMPLE_C_BPL/NON_TERM_LASSO//lasso_traces_b.09.c/lasso_trace_1.txt,NONTERMINATING,2.13,39.46,2.00,NONTERMINATING,1,1,2,GNTA / GNTA
CP26_BENCHMARK_FINAL/BENCHMARK_SIMPLE_C_BPL/NON_TERM_LASSO//lasso_traces_b.09-no-inv.c/lasso_trace_1.txt,NONTERMINATING,2.27,45.61,2.00,NONTERMINATING,1,1,2,GNTA / GNTA
CP26_BENCHMARK_FINAL/BENCHMARK_SIMPLE_C_BPL/NON_TERM_LASSO//lasso_traces_Bangalore_false-termination.c/lasso_trace_1.txt,NONTERMINATING,3.05,3.05,1.00,NONTERMINATING,6,1,7,Fixpoint / Fixpoint
CP26_BENCHMARK_FINAL/BENCHMARK_SIMPLE_C_BPL/NON_TERM_LASSO//lasso_traces_Bangalore_v2_false-termination.c/lasso_trace_1.txt,NONTERMINATING,2.92,2.92,1.00,NONTERMINATING,6,1,7,Fixpoint / Fixpoint
CP26_BENCHMARK_FINAL/BENCHMARK_SIMPLE_C_BPL/NON_TERM_LASSO//lasso_traces_Bangalore_v3_false-termination.c/lasso_trace_1.txt,NONTERMINATING,2.65,2.65,1.00,NONTERMINATING,6,1,7,Fixpoint / Fixpoint
CP26_BENCHMARK_FINAL/BENCHMARK_SIMPLE_C_BPL/NON_TERM_LASSO//lasso_traces_Binary_Search_true-termination.c/lasso_trace_2.txt,NONTERMINATING,1.77,1.77,2.00,NONTERMINATING,9,4,13,Fixpoint / Fixpoint
CP26_BENCHMARK_FINAL/BENCHMARK_SIMPLE_C_BPL/NON_TERM_LASSO//lasso_traces_boogieBoolConversionForWhileForCondex.c/lasso_trace_1.txt,NONTERMINATING,2.74,2.74,1.00,NONTERMINATING,5,5,10,Fixpoint / Fixpoint
CP26_BENCHMARK_FINAL/BENCHMARK_SIMPLE_C_BPL/NON_TERM_LASSO//lasso_traces_BradleyMannaSipma-2005CAV-Fig1-modified-alloca_unknown-termination.c/lasso_trace_2.txt,NONTERMINATING,4.52,4.52,4.00,NONTERMINATING,13,9,22,Fixpoint / Fixpoint
