nodes	Ultimate-fixpoint	Ultimate-all	pasttel	label	Stem Size	Loop Size	Total Size Trace	Algo
323	8.81	8.81	5.00	NONTERMINATING	1088	232	1320	Fixpoint / Fixpoint
324	3.10	3.10	2.00	NONTERMINATING	5	2	7	Fixpoint / Fixpoint
325	3.31	3.31	2.00	NONTERMINATING	5	2	7	Fixpoint / Fixpoint
326	1.72	46.63	2.00	NONTERMINATING	5	1	6	GNTA / GNTA
327	2.75	2.75	3.00	NONTERMINATING	9	3	12	Fixpoint / Fixpoint
328	4.23	4.23	2.00	NONTERMINATING	213	8	221	Fixpoint / Fixpoint
329	3.43	3.43	2.00	NONTERMINATING	201	8	209	Fixpoint / Fixpoint
330	1.49	1.49	1.00	NONTERMINATING	121	8	129	Fixpoint / Fixpoint
331	1.37	1.37	1.00	NONTERMINATING	121	8	129	Fixpoint / Fixpoint
332	1.38	1.38	2.00	NONTERMINATING	36	10	46	Fixpoint / Fixpoint
333	3.66	3.66	1.00	NONTERMINATING	6	1	7	Fixpoint / Fixpoint
334	1.76	1.76	3.00	NONTERMINATING	71	59	130	Fixpoint / Fixpoint
335	1.70	1.70	3.00	NONTERMINATING	71	59	130	Fixpoint / Fixpoint
336	1.13	1.13	3.00	NONTERMINATING	71	59	130	Fixpoint / Fixpoint
337	1.07	1.07	3.00	NONTERMINATING	98	81	179	Fixpoint / Fixpoint
338	1.22	1.22	2.00	NONTERMINATING	98	81	179	Fixpoint / Fixpoint
339	1.36	1.36	2.00	NONTERMINATING	4	4	8	Fixpoint / Fixpoint
340	2.90	2.90	1.00	NONTERMINATING	0	1	1	Fixpoint / Fixpoint
341	1.42	1.42	2.00	NONTERMINATING	4	4	8	Fixpoint / Fixpoint
342	3.78	3.78	1.00	NONTERMINATING	0	1	1	Fixpoint / Fixpoint
343	1.86	55.96	4.00	NONTERMINATING	1	2	3	GNTA / GNTA
344	3.04	3.04	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
345	2.72	2.72	1.00	NONTERMINATING	0	1	1	Fixpoint / Fixpoint
346	3.00	3.00	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
347	3.01	3.01	1.00	NONTERMINATING	0	1	1	Fixpoint / Fixpoint
348	3.72	3.72	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
349	2.14	45.06	1.00	NONTERMINATING	1	1	2	GNTA / GNTA
350	1.96	1.96	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
351	2.33	2.33	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
352	2.72	2.72	2.00	NONTERMINATING	40	2	42	Fixpoint / Fixpoint
353	3.14	3.14	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
354	0.90	0.90	1.00	NONTERMINATING	6	6	12	Fixpoint / Fixpoint
355	3.03	3.03	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
356	3.34	3.34	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
357	3.58	3.58	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
358	2.72	2.72	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
359	2.93	2.93	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
360	2.72	2.72	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
361	3.10	3.10	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
362	5.18	5.18	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
363	3.67	3.67	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
364	2.83	2.83	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
365	2.82	2.82	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
366	3.04	3.04	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
367	3.38	3.38	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
368	2.52	2.52	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
369	2.94	2.94	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
370	2.82	2.82	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
371	1.80	1.80	2.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
372	3.20	3.20	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
373	4.99	4.99	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
374	4.55	4.55	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
375	2.91	2.91	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
376	3.21	3.21	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
377	3.07	3.07	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
378	2.78	2.78	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
379	2.77	2.77	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
380	3.92	3.92	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
381	2.93	2.93	2.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
382	3.24	3.24	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
383	4.36	4.36	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
384	2.61	2.61	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
385	2.58	2.58	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
386	3.16	3.16	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
387	2.88	2.88	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
388	2.58	2.58	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
389	3.30	3.30	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
390	3.08	3.08	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
391	2.51	2.51	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
392	3.12	3.12	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
393	3.07	3.07	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
394	3.00	3.00	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
395	2.65	2.65	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
396	3.64	3.64	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
397	4.84	4.84	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
398	2.76	2.76	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
399	3.15	3.15	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
400	2.92	2.92	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
401	2.57	2.57	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
402	3.10	3.10	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
403	2.55	2.55	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
404	2.69	2.69	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
405	2.58	2.58	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
406	2.56	2.56	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
407	2.54	2.54	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
408	2.53	2.53	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
409	2.82	2.82	1.00	NONTERMINATING	3	1	4	Fixpoint / Fixpoint
410	3.00	3.00	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
411	2.97	2.97	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
412	2.39	2.39	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
413	2.96	2.96	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
414	5.01	5.01	2.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
415	3.19	3.19	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
416	3.34	3.34	2.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
417	3.26	3.26	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
418	3.14	3.14	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
419	3.08	3.08	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
420	2.64	2.64	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
421	3.33	3.33	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
422	3.04	3.04	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
423	3.34	3.34	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
424	2.89	2.89	1.00	NONTERMINATING	3	1	4	Fixpoint / Fixpoint
425	4.23	4.23	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
426	2.80	2.80	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
427	2.96	2.96	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
428	3.10	3.10	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
429	3.17	3.17	2.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
430	3.75	3.75	2.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
431	2.98	2.98	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
432	3.06	3.06	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
433	3.42	3.42	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
434	3.03	3.03	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
435	2.61	2.61	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
436	2.72	2.72	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
437	2.44	2.44	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
438	2.45	2.45	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
439	2.48	2.48	1.00	NONTERMINATING	3	1	4	Fixpoint / Fixpoint
440	2.65	2.65	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
441	3.02	3.02	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
442	2.40	2.40	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
443	3.26	3.26	2.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
444	2.82	2.82	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
445	3.20	3.20	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
446	2.54	2.54	2.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
447	5.07	5.07	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
448	1.66	1.66	2.00	NONTERMINATING	3	1	4	Fixpoint / Fixpoint
449	3.23	3.23	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
450	1.87	1.87	2.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
451	1.68	1.68	2.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
452	2.65	2.65	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
453	3.10	3.10	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
454	2.92	2.92	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
455	3.29	3.29	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
456	3.96	3.96	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
457	2.92	2.92	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
458	3.31	3.31	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
459	1.67	1.67	2.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
460	3.28	3.28	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
461	3.12	3.12	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
462	1.60	1.60	2.00	NONTERMINATING	3	1	4	Fixpoint / Fixpoint
463	2.48	2.48	2.00	NONTERMINATING	2	1	3	Fixpoint / GNTA
464	2.71	2.71	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
465	2.82	2.82	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
466	3.03	3.03	2.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
467	2.94	2.94	2.00	NONTERMINATING	1	1	2	Fixpoint / GNTA
468	2.69	2.69	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
469	2.74	2.74	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
470	2.71	2.71	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
471	3.06	3.06	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
472	3.06	3.06	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
473	2.88	2.88	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
474	3.43	3.43	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
475	3.01	3.01	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
476	2.45	2.45	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
477	3.07	3.07	2.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
478	3.86	3.86	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
479	2.98	2.98	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
480	2.95	2.95	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
481	3.11	3.11	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
482	2.87	2.87	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
483	3.07	3.07	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
484	2.82	2.82	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
485	2.89	2.89	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
486	3.20	3.20	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
487	3.41	3.41	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
488	2.68	2.68	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
489	3.15	3.15	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
490	3.05	3.05	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
491	3.60	3.60	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
492	3.58	3.58	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
493	3.20	3.20	1.00	NONTERMINATING	3	1	4	Fixpoint / Fixpoint
494	3.16	3.16	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
495	4.31	4.31	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
496	3.52	3.52	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
497	2.85	2.85	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
498	2.56	2.56	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
499	3.18	3.18	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
500	2.81	2.81	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
501	2.61	2.61	2.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
502	3.03	3.03	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
503	2.95	2.95	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
504	2.42	2.42	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
505	2.60	2.60	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
506	3.36	3.36	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
507	2.37	2.37	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
508	2.52	2.52	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
509	2.46	2.46	1.00	NONTERMINATING	3	1	4	Fixpoint / Fixpoint
510	3.31	3.31	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
511	3.03	3.03	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
512	8.10	8.10	2.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
513	3.03	3.03	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
514	2.79	2.79	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
515	2.59	2.59	1.00	NONTERMINATING	3	1	4	Fixpoint / Fixpoint
516	2.75	2.75	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
517	3.07	3.07	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
518	3.46	3.46	1.00	NONTERMINATING	3	1	4	Fixpoint / Fixpoint
519	2.75	2.75	1.00	NONTERMINATING	4	1	5	Fixpoint / Fixpoint
520	2.74	2.74	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
521	2.66	2.66	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
522	3.12	3.12	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
523	2.90	2.90	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
524	3.11	3.11	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
525	3.83	3.83	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
526	2.85	2.85	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
527	3.02	3.02	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
528	3.12	3.12	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
529	2.71	2.71	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
530	2.64	2.64	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
531	3.50	3.50	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
532	3.22	3.22	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
533	2.51	2.51	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
534	2.60	2.60	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
535	2.51	2.51	1.00	NONTERMINATING	3	1	4	Fixpoint / Fixpoint
536	2.60	2.60	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
537	2.65	2.65	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
538	2.61	2.61	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
539	3.49	3.49	2.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
540	2.94	2.94	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
541	3.38	3.38	2.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
542	2.79	2.79	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
543	3.10	3.10	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
544	2.91	2.91	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
545	3.03	3.03	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
546	2.57	2.57	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
547	7.98	7.98	2.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
548	3.03	3.03	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
549	4.14	4.14	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
550	4.01	4.01	1.00	NONTERMINATING	3	1	4	Fixpoint / Fixpoint
551	3.39	3.39	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
552	2.97	2.97	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
553	3.97	3.97	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
554	3.11	3.11	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
555	2.77	2.77	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
556	2.85	2.85	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
557	4.48	4.48	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
558	2.59	2.59	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
559	3.43	3.43	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
560	10.61	10.61	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
561	2.67	2.67	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
562	2.60	2.60	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
563	2.52	2.52	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
564	2.52	2.52	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
565	2.72	2.72	2.00	NONTERMINATING	3	1	4	Fixpoint / Fixpoint
566	2.47	2.47	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
567	2.50	2.50	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
568	2.45	2.45	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
569	2.59	2.59	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
570	2.57	2.57	1.00	NONTERMINATING	2	1	3	Fixpoint / GNTA
571	2.42	2.42	1.00	NONTERMINATING	3	1	4	Fixpoint / Fixpoint
572	2.64	2.64	2.00	NONTERMINATING	2	1	3	Fixpoint / GNTA
573	2.65	2.65	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
574	2.64	2.64	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
575	2.68	2.68	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
576	2.57	2.57	2.00	NONTERMINATING	3	1	4	Fixpoint / GNTA
577	2.41	2.41	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
578	3.22	3.22	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
579	3.10	3.10	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
580	2.51	2.51	2.00	NONTERMINATING	3	1	4	Fixpoint / Fixpoint
581	2.91	2.91	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
582	2.67	2.67	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
583	2.42	2.42	1.00	NONTERMINATING	3	1	4	Fixpoint / Fixpoint
584	2.54	2.54	1.00	NONTERMINATING	4	1	5	Fixpoint / Fixpoint
585	2.45	2.45	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
586	2.53	2.53	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
587	2.60	2.60	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
588	3.25	3.25	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
589	5.20	5.20	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
590	2.46	2.46	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
591	2.63	2.63	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
592	2.46	2.46	1.00	NONTERMINATING	3	1	4	Fixpoint / Fixpoint
593	2.84	2.84	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
594	2.68	2.68	2.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
595	2.57	2.57	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
596	2.48	2.48	1.00	NONTERMINATING	3	1	4	Fixpoint / Fixpoint
597	2.65	2.65	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
598	2.44	2.44	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
599	2.66	2.66	1.00	NONTERMINATING	3	1	4	Fixpoint / Fixpoint
600	2.56	2.56	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
601	3.95	3.95	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
602	2.40	2.40	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
603	3.24	3.24	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
604	3.15	3.15	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
605	3.17	3.17	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
606	2.91	2.91	2.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
607	2.94	2.94	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
608	3.02	3.02	2.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
609	2.94	2.94	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
610	2.64	2.64	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
611	3.08	3.08	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
612	3.15	3.15	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
613	3.19	3.19	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
614	2.91	2.91	2.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
615	2.64	2.64	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
616	3.15	3.15	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
617	3.08	3.08	2.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
618	4.65	4.65	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
619	3.05	3.05	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
620	2.47	2.47	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
621	4.44	4.44	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
622	2.78	2.78	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
623	2.76	2.76	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
624	2.69	2.69	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
625	2.73	2.73	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
626	2.83	2.83	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
627	2.67	2.67	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
628	2.72	2.72	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
629	3.42	3.42	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
630	2.98	2.98	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
631	2.94	2.94	2.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
632	3.04	3.04	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
633	2.97	2.97	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
634	2.81	2.81	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
635	3.25	3.25	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
636	3.07	3.07	2.00	NONTERMINATING	1	1	2	Fixpoint / GNTA
637	1.70	1.70	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
638	3.18	3.18	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
639	3.58	3.58	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
640	2.68	2.68	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
641	2.76	2.76	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
642	2.82	2.82	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
643	2.89	2.89	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
644	2.78	2.78	1.00	NONTERMINATING	1	1	2	Fixpoint / Fixpoint
645	4.30	4.30	1.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
646	1.66	1.66	2.00	NONTERMINATING	2	1	3	Fixpoint / Fixpoint
